"zone","state","lga","sector","ea","hhid","s9q1a","s9q1b","s9q1c","s9q1d","s9q1e","s9q1f","s9q1g","s9q1h","s9q1i","s9q2a","s9q2b","s9q3","s9q4a","s9q4b","s9q4c","s9q5","s9q6a","s9q6b","s9q6c","s9q6d","s9q6e","s9q6f","s9q7a","s9q7b","s9q7c"
5,12,1210,2,462,120061,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1210,2,462,120062,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1210,2,462,120063,1,1,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1210,2,462,120064,1,,,,,1,,,,3,3,1,,,,2,,,,,,,,,
5,12,1210,2,462,120065,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1210,2,462,120066,1,,,,,1,,,,3,1,1,,,,2,,,,,,,,,
5,12,1210,2,462,120067,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1210,2,462,120068,1,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1210,2,462,120069,1,1,,,,,,,,3,3,1,,,,2,,,,,,,,,
5,12,1210,2,462,120070,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1204,2,736,120071,,,,,,,,,,1,,1,,,,2,,,,,,,,,
5,12,1204,2,736,120072,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1204,2,736,120073,2,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1204,2,736,120074,1,,,,,,,,,4,2,1,,,,1,12,12,9,,,,,,
5,12,1204,2,736,120075,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1204,2,736,120076,,,,,,2,,,,6,1,1,,,,2,,,,,,,,,
5,12,1204,2,736,120077,7,7,,7,,,,,,2,,1,,,,1,4,5,6,4,5,6,4,3,
5,12,1204,2,736,120078,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1204,2,736,120079,,2,2,,,,,,,2,,1,,,,2,,,,,,,,,
5,12,1204,2,736,120080,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1211,1,2220,120081,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1211,1,2220,120082,1,1,,,,,,,,3,4,1,,,,2,,,,,,,,,
5,12,1211,1,2220,120083,,2,,,,1,,,,10,2,1,,,,2,,,,,,,,,
5,12,1211,1,2220,120084,5,,,7,,,3,4,1,2,,1,,,,1,1,2,3,6,7,8,,5,
5,12,1211,1,2220,120085,3,3,,2,1,,1,2,1,2,,1,,,,1,1,8,9,1,8,9,5,,
5,12,1211,1,2220,120086,,2,1,6,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1211,1,2220,120087,2,3,2,3,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1211,1,2220,120088,,1,1,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1211,1,2220,120089,7,7,7,7,,,,2,1,2,,1,,,,1,1,1,1,,,,,,
5,12,1211,1,2220,120090,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1214,2,452,120091,1,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1214,2,452,120092,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1214,2,452,120093,2,,,,,,,,,3,5,1,,,,1,10,11,12,9,,,5,,
5,12,1214,2,452,120094,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1214,2,452,120095,,,,,,,,,,3,4,2,3,2,1,2,,,,,,,,,
5,12,1214,2,452,120096,2,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1214,2,452,120097,2,2,,,,,,,,3,,1,,,,1,3,4,5,3,4,5,5,,
5,12,1214,2,452,120098,1,,,,,1,,,,3,,1,,,,2,,,,,,,,,
5,12,1214,2,452,120099,,,,,,,,,,3,,1,,,,2,,,,,,,,,
5,12,1214,2,452,120100,2,,,,,,,,,3,,1,,,,2,,,,,,,,,
6,13,1310,1,1300,130001,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,13,1310,1,1300,130002,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1310,1,1300,130003,0,0,0,0,0,0,0,0,0,3,,1,,,,1,,,2,,,,9,,
6,13,1310,1,1300,130004,0,0,0,0,0,0,0,0,0,3,,1,,,,1,10,,,4,,,9,,
6,13,1310,1,1300,130005,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1310,1,1300,130006,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,13,1310,1,1300,130007,1,1,1,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
6,13,1310,1,1300,130008,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,13,1310,1,1300,130009,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1310,1,1300,130010,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1314,1,6,130011,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
6,13,1314,1,6,130012,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,3,4,,2,5,,,,
6,13,1314,1,6,130013,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,13,1314,1,6,130014,0,0,0,0,0,0,0,0,0,3,,1,,,,1,9,,,,,,,,
6,13,1314,1,6,130015,0,0,0,0,0,0,0,0,0,3,,1,,,,1,1,2,,,,,5,,
6,13,1314,1,6,130016,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1314,1,6,130017,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1314,1,6,130018,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,3,4,,2,,,1,1,
6,13,1314,1,6,130019,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,13,1314,1,6,130020,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,13,1307,1,268,130021,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1307,1,268,130022,0,0,0,0,0,0,0,0,0,3,,1,,,,1,,,,5,,,9,,
6,13,1307,1,268,130023,0,0,0,0,0,0,0,0,0,3,,1,,,,1,,,,8,,,9,,
6,13,1307,1,268,130024,0,0,0,0,0,0,0,0,0,2,,1,,,,1,,,,3,,,9,,
6,13,1307,1,268,130025,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,13,1307,1,268,130026,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,13,1307,1,268,130027,0,0,0,0,0,0,0,0,0,3,4,1,,,,1,4,5,,,,,1,9,
6,13,1307,1,268,130028,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1307,1,268,130029,0,0,0,0,0,0,0,0,0,3,,1,,,,1,4,,,4,,,5,,
6,13,1307,1,268,130030,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1303,1,626,130031,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1303,1,626,130032,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,13,1303,1,626,130033,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1303,1,626,130034,1,0,0,0,0,0,0,0,0,3,,2,3,2,1,2,,,,,,,,,
6,13,1303,1,626,130035,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1303,1,626,130036,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1303,1,626,130037,2,0,0,0,0,0,0,0,0,3,,1,,,,1,,,,,,,,,
6,13,1303,1,626,130038,0,0,0,0,0,0,0,0,0,3,,1,,,,1,,,,,,,,,
6,13,1303,1,626,130039,1,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,13,1303,1,626,130040,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,1,1232,130041,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,1,1232,130042,4,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,1,1232,130043,0,0,0,0,0,0,1,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,1,1232,130044,0,0,0,0,0,0,0,0,0,3,5,1,,,,1,,,,8,9,,8,,
6,13,1305,1,1232,130045,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,1,1232,130046,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,13,1305,1,1232,130047,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,1,1232,130048,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,1,1232,130049,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,1,1232,130050,0,0,0,0,0,0,1,1,0,3,3,1,,,,1,,,,4,,,9,,
6,13,1309,2,674,130051,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1309,2,674,130052,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1309,2,674,130053,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1309,2,674,130054,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1309,2,674,130055,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1309,2,674,130056,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1309,2,674,130057,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1309,2,674,130058,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1309,2,674,130059,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1309,2,674,130060,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,13,1305,2,10,130061,7,7,0,0,0,0,0,0,0,3,,1,,,,1,,,,9,,,5,,
6,13,1305,2,10,130062,0,0,0,0,0,0,0,0,0,3,,1,,,,1,4,5,,4,5,,,,
6,13,1305,2,10,130063,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,2,10,130064,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,2,10,130065,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,2,10,130066,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,2,10,130067,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,2,10,130068,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1305,2,10,130069,2,2,0,0,0,0,0,0,0,3,,1,,,,1,,,,5,6,7,5,,
6,13,1305,2,10,130070,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1301,1,1206,130071,0,0,0,0,0,0,0,0,0,3,4,1,,,,1,,,,8,,,9,,
6,13,1301,1,1206,130072,0,0,0,0,0,0,0,0,0,3,5,1,,,,1,,,,6,,,9,,
6,13,1301,1,1206,130073,4,0,1,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,13,1301,1,1206,130074,4,4,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1301,1,1206,130075,0,0,0,0,0,0,0,0,0,3,6,1,,,,2,,,,,,,,,
6,13,1301,1,1206,130076,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1301,1,1206,130077,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1301,1,1206,130078,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,13,1301,1,1206,130079,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,13,1301,1,1206,130080,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1401,2,1116,140001,0,1,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1401,2,1116,140002,1,0,1,0,1,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1401,2,1116,140003,0,1,0,1,1,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1401,2,1116,140004,1,1,1,1,1,2,1,2,2,1,3,2,,,1,1,6,,,6,,,4,5,
4,14,1401,2,1116,140005,1,1,1,1,0,0,0,0,0,2,,2,1,,,2,,,,,,,,,
4,14,1401,2,1116,140006,5,5,5,4,0,4,5,5,5,0,1,1,,,,1,3,4,6,1,2,3,6,5,
4,14,1401,2,1116,140007,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1401,2,1116,140008,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1401,2,1116,140009,3,0,3,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1401,2,1116,140010,3,0,3,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1407,2,68,140011,1,0,0,0,1,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1407,2,68,140012,1,1,0,0,1,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1407,2,68,140013,0,1,0,1,1,0,0,0,0,3,3,2,1,2,3,2,,,,,,,,,
4,14,1407,2,68,140014,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1407,2,68,140015,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1407,2,68,140016,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1407,2,68,140017,3,4,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1407,2,68,140018,3,3,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
4,14,1407,2,68,140019,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1407,2,68,140020,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1408,2,1996,140021,0,0,0,0,0,0,0,0,0,,,1,,,,2,,,,,,,,,
4,14,1408,2,1996,140022,0,0,0,0,0,0,0,0,0,,,1,,,,2,,,,,,,,,
4,14,1408,2,1996,140023,0,0,0,0,0,0,0,0,0,2,4,1,,,,2,,,,,,,,,
4,14,1408,2,1996,140024,7,6,6,6,0,4,5,3,0,2,,1,,,,1,1,,,3,,,4,5,
4,14,1408,2,1996,140025,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1408,2,1996,140026,5,5,4,5,3,0,0,0,4,2,,1,,,,1,1,,,3,,,4,5,
4,14,1408,2,1996,140027,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
4,14,1408,2,1996,140028,3,3,4,2,0,3,3,5,0,2,,1,,,,2,,,,,,,,,
4,14,1408,2,1996,140029,1,1,0,1,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1408,2,1996,140030,2,1,1,1,2,1,1,1,0,3,3,1,,,,2,,,,,,,,,
4,14,1413,1,2578,140031,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
4,14,1413,1,2578,140032,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
4,14,1413,1,2578,140033,1,1,1,1,0,1,1,1,1,1,,1,,,,1,8,,,9,,,5,9,4
4,14,1413,1,2578,140034,1,1,1,1,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1413,1,2578,140035,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1413,1,2578,140036,3,4,5,3,0,0,0,0,0,2,,1,,,,1,4,,,5,,,4,5,
4,14,1413,1,2578,140037,2,2,2,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1413,1,2578,140038,5,5,4,6,3,0,0,0,0,2,,1,,,,1,1,,,4,,,4,5,
4,14,1413,1,2578,140039,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1413,1,2578,140040,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1415,2,952,140041,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
4,14,1415,2,952,140042,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
4,14,1415,2,952,140043,0,0,0,0,0,0,0,0,0,,,1,,,,2,,,,,,,,,
4,14,1415,2,952,140044,0,0,0,0,0,0,0,0,0,3,5,2,3,2,1,2,,,,,,,,,
4,14,1415,2,952,140045,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1415,2,952,140046,5,5,4,0,0,0,0,0,0,3,,1,,,,1,1,,,3,,,1,5,
4,14,1415,2,952,140047,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1415,2,952,140048,2,4,3,3,0,0,0,0,0,2,3,1,,,,1,1,,,8,,,1,4,
4,14,1415,2,952,140049,0,1,1,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1415,2,952,140050,0,1,0,1,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1403,1,34,140051,0,0,0,0,0,0,0,0,0,2,0,2,2,1,,2,,,,,,,,,
4,14,1403,1,34,140052,0,0,0,0,0,0,0,0,0,3,5,2,3,2,1,2,,,,,,,,,
4,14,1403,1,34,140053,0,0,0,0,0,0,0,0,0,3,5,2,,,1,2,,,,,,,,,
4,14,1403,1,34,140054,1,2,1,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1403,1,34,140055,0,1,1,0,1,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1403,1,34,140056,3,0,3,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1403,1,34,140057,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1403,1,34,140058,0,0,0,0,0,0,0,0,0,0,,1,,,,2,,,,,,,,,
4,14,1403,1,34,140059,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1403,1,34,140060,0,0,0,0,0,0,0,0,0,5,,1,,,,2,,,,,,,,,
4,14,1406,2,694,140061,3,3,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1406,2,694,140062,7,7,4,4,0,0,0,0,0,3,3,1,,,,1,1,,,3,,,1,5,
4,14,1406,2,694,140063,5,5,0,4,4,0,0,0,0,3,,1,,,,1,1,,,3,,,1,4,
4,14,1406,2,694,140064,,,,,,,,,,,,1,,,,,,,,,,,,,
4,14,1406,2,694,140065,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,14,1406,2,694,140066,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
4,14,1406,2,694,140067,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1406,2,694,140068,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1406,2,694,140069,0,1,1,0,1,0,0,0,0,3,3,2,1,2,3,2,,,,,,,,,
4,14,1406,2,694,140070,0,1,0,0,1,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,14,1413,2,670,140071,0,0,1,1,0,0,0,0,3,2,,1,,,,1,7,,,8,,,5,9,
4,14,1413,2,670,140072,0,0,0,0,0,0,0,0,0,3,,1,,,,1,,8,,,8,,5,,
4,14,1413,2,670,140073,0,0,0,2,0,0,0,2,0,2,,1,,,,1,6,7,,6,7,8,5,9,1
4,14,1413,2,670,140074,4,4,3,0,0,0,0,0,0,2,,1,,,,1,1,,,,3,,4,5,
4,14,1413,2,670,140075,4,5,4,0,0,0,0,0,0,2,,1,,,,1,,2,,,4,,4,5,
4,14,1413,2,670,140076,1,1,1,1,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,14,1413,2,670,140077,0,1,1,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,14,1413,2,670,140078,0,1,1,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1413,2,670,140079,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
4,14,1413,2,670,140080,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
4,14,1410,2,236,140081,4,5,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1410,2,236,140082,5,6,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1410,2,236,140083,3,1,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1410,2,236,140084,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
4,14,1410,2,236,140085,1,1,1,1,0,0,1,0,0,2,,1,,,,2,,,,,,,,,
4,14,1410,2,236,140086,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
4,14,1410,2,236,140087,0,0,0,0,0,0,0,0,0,3,6,2,3,3,1,1,1,2,3,2,8,,5,9,
4,14,1410,2,236,140088,0,0,3,2,0,0,0,1,0,3,4,2,2,2,1,1,7,8,,3,4,,5,1,
4,14,1410,2,236,140089,1,1,1,1,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,14,1410,2,236,140090,0,1,1,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,14,1404,1,96,140091,0,1,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1404,1,96,140092,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1404,1,96,140093,4,3,2,2,2,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1404,1,96,140094,2,0,0,0,0,0,0,0,0,2,3,2,,,2,2,,,,,,,,,
4,14,1404,1,96,140095,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
4,14,1404,1,96,140096,0,1,0,0,1,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1404,1,96,140097,1,0,0,0,1,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,14,1404,1,96,140098,1,0,1,0,0,1,0,0,0,3,3,1,,,,2,,,,,,,,,
4,14,1404,1,96,140099,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
4,14,1404,1,96,140100,3,0,3,0,0,0,0,0,0,3,4,2,3,2,1,2,,,,,,,,,
4,14,1408,2,968,140101,3,1,1,1,1,1,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1408,2,968,140102,0,1,1,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1408,2,968,140103,1,1,1,1,1,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,14,1408,2,968,140104,0,0,0,0,0,0,0,0,0,4,8,1,,,,1,7,,,7,,,5,9,
4,14,1408,2,968,140105,0,0,0,0,0,0,0,0,0,3,,1,,,,1,,,,5,,,1,9,
4,14,1408,2,968,140106,0,0,0,0,0,0,0,0,0,3,,1,,,,1,1,2,,3,4,,5,2,
4,14,1408,2,968,140107,3,2,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1408,2,968,140108,4,4,0,4,2,0,0,0,0,2,,1,,,,1,1,,,2,,,4,5,
4,14,1408,2,968,140109,1,1,1,1,1,2,1,2,2,2,0,1,,,,1,9,,,8,,,9,9,9
4,14,1408,2,968,140110,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
4,14,1411,2,1066,140111,3,4,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1411,2,1066,140112,3,4,0,0,0,0,0,0,0,3,0,1,,,,1,,,1,2,3,,1,3,
4,14,1411,2,1066,140113,3,0,3,3,2,0,0,0,0,3,0,1,,,,1,7,,,7,,,4,9,
4,14,1411,2,1066,140114,1,1,1,1,1,1,1,1,1,1,2,1,,,,1,9,,,10,,,5,3,
4,14,1411,2,1066,140115,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
4,14,1411,2,1066,140116,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
4,14,1411,2,1066,140117,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1411,2,1066,140118,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1411,2,1066,140119,1,0,1,0,1,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1411,2,1066,140120,0,0,1,0,1,0,0,1,0,3,,1,,,,2,,,,,,,,,
4,14,1416,2,2314,140121,0,0,0,0,0,0,0,0,0,1,,1,,,,1,,,,4,,,4,5,
4,14,1416,2,2314,140122,0,0,0,0,0,0,0,0,0,3,,1,,,,1,9,,,8,7,,2,5,
4,14,1416,2,2314,140123,0,0,0,2,0,0,0,0,0,3,,1,,,,1,2,,,3,,,3,5,
4,14,1416,2,2314,140124,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
4,14,1416,2,2314,140125,1,1,1,1,1,0,1,1,1,1,3,1,,,,1,10,,,,,,3,4,
4,14,1416,2,2314,140126,3,0,3,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1416,2,2314,140127,3,0,3,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1416,2,2314,140128,0,1,0,0,1,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,14,1416,2,2314,140129,1,1,1,1,0,0,0,0,0,3,0,1,,,,1,10,,,3,,,3,5,
4,14,1416,2,2314,140130,0,1,0,0,1,0,0,0,0,3,3,2,3,1,2,2,,,,,,,,,
4,14,1415,2,156,140131,0,1,1,1,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1415,2,156,140132,0,1,1,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1415,2,156,140133,5,1,2,2,0,1,2,1,1,3,,1,,,,2,,,,,,,,,
4,14,1415,2,156,140134,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1415,2,156,140135,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1415,2,156,140136,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1415,2,156,140137,3,4,3,7,4,0,0,0,0,2,,1,,,,1,7,,,9,,,5,9,1
4,14,1415,2,156,140138,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1415,2,156,140139,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,14,1415,2,156,140140,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
2,15,1506,1,398,150001,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
2,15,1506,1,398,150002,0,0,0,0,1,0,0,0,0,3,3,1,,,,1,8,,,,,,2,,
2,15,1506,1,398,150003,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
2,15,1506,1,398,150004,3,2,2,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
2,15,1506,1,398,150005,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
2,15,1506,1,398,150006,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
2,15,1506,1,398,150007,0,1,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
2,15,1506,1,398,150008,2,1,2,2,1,2,1,1,1,2,3,1,,,,1,8,8,,,,,4,6,1
