"zone","state","sector","lga","ea","serial_no","c1q2","c1q3","c1q4a","c1q4b","c1q4_os","c1q5","c1q6"
3,36,1,3607,2596,3,1,69,6,,,69,42
3,36,1,3607,2596,4,1,35,12,,,35,41
3,36,1,3607,2596,5,2,45,8,,,45,0
3,36,1,3607,2596,6,1,37,8,,,37,41
3,36,2,3608,2078,1,1,50,1,,,50,42
3,36,2,3608,2078,2,1,65,3,,,65,61
3,36,2,3608,2078,3,1,55,9,,,55,41
3,36,2,3608,2078,4,1,55,12,,,55,51
3,36,2,3608,2078,5,1,58,8,,,58,51
3,36,2,3608,2078,6,2,53,8,,,53,61
3,36,2,3610,1826,1,1,70,1,,,70,51
3,36,2,3610,1826,2,1,40,3,4,,40,34
3,36,2,3610,1826,3,1,44,7,,,25,41
3,36,2,3610,1826,4,1,36,8,,,36,51
3,36,2,3610,1826,5,1,55,9,,,55,51
3,36,2,3610,1826,6,1,26,12,,,26,26
3,36,1,3612,1474,1,1,50,1,,,42,51
3,36,1,3612,1474,2,1,70,3,9,,60,51
3,36,1,3612,1474,3,1,35,12,,,35,51
3,36,1,3612,1474,4,1,52,8,,,52,61
3,36,1,3612,1474,5,1,54,3,,,54,51
3,36,1,3612,1474,6,1,63,6,,,60,51
3,36,2,3613,1066,1,1,70,1,,,50,61
3,36,2,3613,1066,2,1,52,3,9,,45,61
3,36,2,3613,1066,3,1,45,8,,,45,51
3,36,2,3613,1066,4,1,55,3,,,40,51
3,36,2,3613,1066,5,1,27,12,,,27,34
3,36,2,3613,1066,6,1,48,6,,,15,32
1,37,1,3702,972,1,1,71,1,,,26,16
1,37,1,3702,972,2,2,50,2,,,26,0
1,37,1,3702,972,3,1,39,3,,,26,26
1,37,1,3702,972,4,1,55,3,,,26,16
1,37,1,3702,972,5,1,38,3,,,26,16
1,37,1,3702,972,6,2,30,12,,,26,16
1,37,1,3702,972,7,2,43,8,,,26,13
1,37,1,3702,972,8,1,50,9,,,26,51
1,37,1,3702,972,9,2,70,11,,"Magajiya/Women leader",26,0
1,37,2,3706,6,1,1,45,1,,,45,61
1,37,2,3706,6,2,2,38,2,,,25,0
1,37,2,3706,6,3,1,36,9,,,36,41
1,37,2,3706,6,4,1,29,11,,"civil Defence",3,41
1,37,2,3706,6,5,2,48,8,,,32,0
1,37,2,3706,6,6,1,32,12,,,32,16
1,37,2,3706,6,7,1,42,11,,"Lead Farmer/sarkin noma",42,0
1,37,2,3706,6,8,1,30,3,,,30,0
1,37,2,3706,6,9,1,34,3,,,34,0
1,37,1,3706,156,1,1,52,1,,,52,0
1,37,1,3706,156,2,2,31,2,,,16,0
1,37,1,3706,156,3,1,23,5,,,23,26
1,37,1,3706,156,4,1,26,8,,,26,16
1,37,1,3706,156,5,2,42,12,,,22,14
1,37,1,3706,156,6,1,52,12,,,32,26
1,37,1,3706,156,7,1,52,9,,,52,51
1,37,1,3706,4144,1,1,86,1,,,86,16
1,37,1,3706,4144,2,2,41,7,,,19,41
1,37,1,3706,4144,3,1,26,9,,,26,26
1,37,1,3706,4144,4,1,28,10,,,28,26
1,37,1,3706,4144,5,1,46,5,,,46,34
1,37,1,3706,4144,6,1,31,8,12,,31,41
1,37,1,3706,4144,7,2,30,11,,"Fashion Designer",3,26
