"zone","state","lga","sector","ea","hhid","ric","saq7","qno","qno1","saq11_b","saq12_b","saq13","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15a","saq15b","saq16","saq16d","saq16m","saq16y","saq17ah","saq17am","saq17bh","saq17bm","saq18a","saq18b","saq19","saq19d","saq19m","saq19y","saq20ah","saq20am","saq20bh","saq20bm","saq21a","saq21b","saq22","saq22a","saq22b"
1,31,3116,2,1344,310095,1510,17,1,2,5,1,"16092015",16,9,2015,15,30,18,42,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
1,31,3116,2,1344,310096,1510,20,1,2,4,1,"15092015",15,9,2015,8,0,10,0,6,,"16092015",16,9,2015,7,30,11,0,16,,,,,,,,,,,,2,1,1
1,31,3116,2,1344,310097,1510,23,1,2,4,1,"15092015",15,9,2015,14,30,15,45,7,,"16092015",16,9,2015,14,0,16,5,16,,,,,,,,,,,,2,1,1
1,31,3116,2,1344,310098,1510,27,1,2,3,1,"15092015",15,9,2015,9,30,13,5,8,,"16092015",16,9,2015,10,0,14,20,16,,,,,,,,,,,,2,1,1
1,31,3116,2,1344,310099,1510,30,1,2,2,1,"15092015",15,9,2015,13,32,15,53,9,,"16092015",16,9,2015,15,57,17,5,16,,,,,,,,,,,,2,1,1
1,31,3116,2,1344,310100,1510,39,1,2,3,1,"15092015",15,9,2015,9,20,12,0,7,,"16092015",16,9,2015,16,0,20,20,16,,,,,,,,,,,,2,1,1
1,31,3103,2,874,310101,1202,4,1,2,3,1,"02092015",2,9,2015,9,30,13,20,7,,"03092015",3,9,2015,10,0,12,50,16,,,,,,,,,,,,2,1,1
1,31,3103,2,874,310102,1202,9,1,2,4,1,"31082015",31,8,2015,15,10,17,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
1,31,3103,2,874,310103,1202,13,1,2,3,1,"31082015",31,8,2015,13,0,18,30,10,,"01092015",1,9,2015,9,20,12,10,16,,,,,,,,,,,,2,1,1
1,31,3103,2,874,310104,1202,23,1,2,4,1,"31082015",31,8,2015,10,0,12,40,10,,"01092015",1,9,2015,8,0,9,0,6,,,,,,,,,,,,2,1,1
1,31,3103,2,874,310105,1202,27,1,2,5,1,"01092015",1,9,2015,13,20,15,9,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
1,31,3103,2,874,310106,1202,32,1,2,4,1,"31082015",31,8,2015,12,15,15,1,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
1,31,3103,2,874,310107,1202,37,1,2,2,1,"31082015",31,8,2015,12,37,15,2,8,,"01092015",1,9,2015,10,14,12,17,16,,,,,,,,,,,,2,1,1
1,31,3103,2,874,310108,1202,41,1,2,5,1,"01092015",1,9,2015,16,12,18,21,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
1,31,3103,2,874,310109,1202,46,1,2,2,1,"31082015",31,8,2015,8,15,12,7,9,,"01092015",1,9,2015,8,27,10,49,16,,,,,,,,,,,,2,1,1
1,31,3103,2,874,310110,1202,69,1,2,5,1,"01092015",1,9,2015,11,20,13,2,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3215,1,2978,320001,1107,1,1,1,3,1,"26082015",26,8,2015,10,30,13,40,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3215,1,0,320002,0,0,1,1,5,1,"11092015",11,9,2015,15,5,17,18,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3215,1,2978,320005,1107,4,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,
5,32,3215,1,2978,320006,1107,5,1,1,9,1,"25082015",25,8,2015,10,20,13,22,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
4,14,1404,1,0,320007,0,0,1,1,,,"19102015",19,10,2015,10,30,12,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3215,1,0,320008,0,0,1,1,,,"21102015",21,10,2015,10,56,12,5,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3215,1,0,320009,0,0,1,1,,,"24102015",24,10,2015,13,17,16,2,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3215,1,2978,320010,1107,3,1,1,4,1,"26082015",26,8,2015,12,4,15,20,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3222,1,2780,320011,1110,5,1,1,3,1,"24082015",24,8,2015,16,30,18,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3222,1,2780,320012,1110,9,1,1,5,1,"24082015",24,8,2015,16,8,18,44,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3222,1,2780,320013,1110,6,1,1,3,1,"24082015",24,8,2015,10,0,13,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3222,1,2780,320015,1110,1,1,1,5,1,"24082015",24,8,2015,11,56,15,51,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3222,1,2780,320016,1110,2,1,1,9,1,"24082015",24,8,2015,12,19,14,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3222,1,2780,320017,1110,7,1,1,3,1,"24082015",24,8,2015,13,10,16,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3222,1,2780,320018,1110,8,1,1,4,1,"24082015",24,8,2015,14,0,17,0,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3222,1,2780,320019,1110,10,1,1,4,1,"24082015",24,8,2015,10,58,13,50,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3222,1,2780,320020,1110,4,1,1,4,1,"24082015",24,8,2015,17,10,18,30,15,,"25082015",25,8,2015,8,0,9,50,1,,,,,,,,,,,,1,1,1
5,32,3218,2,0,320021,0,0,1,1,0,,"23102015",23,10,2015,9,8,11,42,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3218,2,296,320022,1308,14,1,1,4,1,"27082015",27,8,2015,12,0,15,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3218,2,296,320024,1308,5,1,1,4,1,"28082015",28,8,2015,8,0,10,50,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3218,2,0,320025,0,6,1,1,9,1,"27082015",27,8,2015,16,36,18,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3218,2,296,320026,1308,10,1,1,5,1,"27082015",27,8,2015,13,42,15,48,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3218,2,296,320027,1308,4,1,1,9,1,"27082015",27,8,2015,12,28,15,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3218,2,0,320028,0,3,1,1,5,1,"27082015",27,8,2015,16,8,18,57,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3218,2,296,320029,1308,2,1,1,3,1,"27082015",27,8,2015,11,30,14,45,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3218,2,296,320030,1308,8,1,1,3,1,"27082015",27,8,2015,14,50,18,55,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3223,2,578,320031,1410,1,1,2,3,1,"28082015",28,8,2015,11,30,14,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3223,2,578,320032,1410,3,1,2,3,1,"28082015",28,8,2015,14,50,18,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3223,2,578,320033,1410,4,1,2,9,1,"28082015",28,8,2015,10,30,13,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3223,2,578,320034,1410,7,1,2,9,1,"28082015",28,8,2015,14,0,17,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3223,2,578,320035,1410,9,1,2,5,1,"28082015",28,8,2015,13,50,15,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3223,2,578,320036,1410,10,1,2,5,1,"28082015",28,8,2015,15,48,18,23,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3223,2,578,320037,1410,12,1,1,3,1,"28082015",28,8,2015,18,20,21,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3223,2,578,320038,1410,13,1,1,4,1,"28082015",28,8,2015,12,0,13,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3209,1,0,320039,0,0,1,1,,,"18102015",18,10,2015,11,25,13,5,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3223,2,578,320040,1410,18,1,3,4,1,"28082015",28,8,2015,10,0,13,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3209,1,1208,320041,1004,2,1,1,3,1,"02092015",2,9,2015,13,40,16,40,14,,,,,,,,,,,,,,,,,,,,,,,1,1
5,32,3209,1,1208,320042,1004,3,1,1,3,1,"02092015",2,9,2015,16,55,19,0,14,,,,,,,,,,,,,,,,,,,,,,,1,1
5,32,3209,1,1208,320043,1004,6,1,1,9,1,"02092015",2,9,2015,11,20,13,40,14,,,,,,,,,,,,,,,,,,,,,,,1,1
5,32,3209,1,1208,320044,1004,4,1,1,9,1,"02092015",2,9,2015,11,30,13,20,8,,"03092015",3,9,2015,10,20,12,0,6,,,,,,,,,,,,,1,1
5,32,3209,1,1208,320045,1004,5,1,1,5,1,"02092015",2,9,2015,13,58,15,30,14,,,,,,,,,,,,,,,,,,,,,,,1,1
5,32,3209,1,1208,320047,1004,7,1,2,4,1,"02092015",2,9,2015,9,10,12,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3209,1,1208,320048,1004,9,1,2,4,1,"03092015",3,9,2015,9,0,12,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3209,1,1208,320049,1004,10,1,1,4,1,"08092015",8,9,2015,11,0,13,40,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3209,1,1208,320050,1004,1,1,2,5,1,"02092015",2,9,2015,15,40,17,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3213,2,128,320051,1506,23,1,2,4,1,"10092015",10,9,2015,10,0,12,50,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3213,2,128,320052,1506,7,1,2,4,1,"10092015",10,9,2015,13,20,15,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3213,2,128,320053,1506,11,1,1,9,1,"09092015",9,9,2015,16,0,17,0,7,,"10092015",10,9,2015,16,30,18,0,7,,,,,,,,,,,,2,1,1
5,32,3215,1,0,320054,0,,1,2,,,"13102015",13,10,2015,12,48,16,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3215,1,4712,320055,1307,4,1,1,6,2,"25082015",25,8,2015,8,0,11,30,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3215,1,4712,320056,1307,11,1,1,6,2,"24082015",24,8,2015,11,30,13,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3215,1,0,320057,0,,1,1,,,"27102015",27,10,2015,14,8,16,2,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3215,1,4712,320061,1307,10,1,1,8,2,"24082015",24,8,2015,11,2,15,5,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
4,16,1611,2,0,320062,0,,1,1,4,,"20102015",20,10,2015,12,25,15,35,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3215,1,4712,320063,1307,2,1,1,10,2,"24082015",24,8,2015,1,30,3,0,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3215,1,1896,320065,1507,6,1,1,7,2,"26082015",26,8,2015,11,0,14,30,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3215,1,1896,320066,1507,1,1,2,7,2,"26082015",26,8,2015,11,25,12,10,1,,"27082015",27,8,2015,10,28,13,20,16,,,,,,,,,,,,2,1,1
5,32,3215,1,1896,320067,1507,3,1,1,10,2,"26082015",26,8,2015,13,15,15,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3215,1,1896,320068,1507,2,1,2,6,2,"26082015",26,8,2015,9,30,11,0,16,,"27082015",27,8,2015,10,35,13,0,13,,,,,,,,,,,,2,1,1
5,32,3215,1,1896,320069,1507,10,1,1,10,2,"27082015",27,8,2015,9,20,12,5,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3215,1,1896,320070,1507,8,1,1,10,2,"26082015",26,8,2015,16,10,18,0,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3215,1,1896,320071,1507,5,1,1,6,2,"28082015",28,8,2015,14,0,16,0,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3215,1,1896,320072,1507,7,1,1,8,2,"27082015",27,8,2015,10,5,14,45,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3215,1,1896,320073,1507,4,1,1,8,2,"26082015",26,8,2015,11,0,15,8,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3206,2,276,320074,1503,1,1,2,6,2,"28082015",28,8,2015,8,30,10,59,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3206,2,276,320075,1503,28,1,1,6,2,"29082015",29,8,2015,9,0,12,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3206,2,276,320076,1503,6,1,1,10,2,"28082015",28,8,2015,11,30,12,20,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3206,2,276,320077,1503,12,1,1,10,2,"28082015",28,8,2015,10,15,11,15,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3206,2,276,320078,1503,30,1,1,7,2,"28082015",28,8,2015,11,10,14,51,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3206,2,276,320079,1503,25,1,1,7,2,"29082015",29,8,2015,11,25,14,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3206,2,276,320080,1503,14,1,1,8,2,"28082015",28,8,2015,11,42,13,5,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3206,2,276,320081,1503,9,1,1,6,2,"28082015",28,8,2015,12,0,15,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3206,2,276,320082,1503,3,1,1,8,2,"28082015",28,8,2015,14,0,17,25,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3206,2,276,320083,1503,4,1,1,7,2,"28082015",28,8,2015,16,20,18,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3208,2,2244,320084,1304,17,1,1,6,2,"30082015",30,8,2015,14,40,17,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,
5,32,3208,2,2244,320085,1304,9,1,1,6,2,"31082015",31,8,2015,10,0,12,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3208,2,2244,320086,1304,5,1,1,6,2,"30082015",30,8,2015,10,20,13,45,15,,,,,,,,,,,,,,,,,,,,,,2,1,
5,32,3208,2,2244,320087,1304,3,1,1,8,2,"30082015",30,8,2015,13,0,16,35,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3208,2,2244,320088,1304,7,1,1,7,2,"30082015",30,8,2015,13,10,16,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3208,2,2244,320089,1304,15,1,1,7,2,"30082015",30,8,2015,12,10,14,50,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3208,2,2244,320090,1304,11,1,1,8,2,"30082015",30,8,2015,11,0,15,5,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3208,2,2244,320091,1304,19,1,1,10,2,"30082015",30,8,2015,1,30,2,15,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3208,2,2244,320092,1304,13,1,1,8,2,"30082015",30,8,2015,15,15,17,45,9,,"31082015",31,8,2015,9,10,12,10,5,,,,,,,,,,,,2,1,1
5,32,3208,2,2244,320093,1304,1,1,1,10,2,"27082015",27,8,2015,12,15,14,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3204,1,346,320094,1302,1,1,1,7,2,"01092015",1,9,2015,15,0,17,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3204,1,346,320095,1302,5,1,1,6,2,"01092015",1,9,2015,14,55,17,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3204,1,346,320096,1302,3,1,1,6,2,"01092015",1,9,2015,9,30,12,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3204,1,346,320097,1302,8,1,1,10,2,"01092015",1,9,2015,9,15,12,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3204,1,346,320098,1302,6,1,1,8,2,"01092015",1,9,2015,10,10,12,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3204,1,346,320099,1302,10,1,1,10,2,"31082015",31,8,2015,13,20,16,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3204,1,346,320100,1302,8,1,1,8,2,"31082015",31,8,2015,14,22,15,44,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3204,1,346,320101,1302,9,1,1,7,2,"01092015",1,9,2015,13,20,15,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3204,1,346,320102,1302,7,1,1,7,2,"02092015",2,9,2015,10,30,13,52,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3204,1,346,320103,1302,2,1,1,6,2,"02092015",2,9,2015,11,0,13,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3201,2,2034,320104,1101,6,1,2,7,2,"02092015",2,9,2015,16,20,18,45,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3201,2,2034,320105,1101,1,1,2,7,1,"03092015",3,9,2015,13,0,15,35,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3201,2,2034,320106,1101,11,1,2,10,2,"02092015",2,9,2015,8,15,10,15,14,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3222,1,1624,320107,1510,30,1,1,9,1,"22082015",22,8,2015,10,0,13,30,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3222,1,0,320108,0,0,1,1,,,"28102015",28,10,2015,12,18,14,5,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3222,1,1624,320109,1510,32,1,1,10,2,"22082015",22,8,2015,10,30,12,47,14,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3222,1,1624,320110,1510,5,1,1,4,1,"22082015",22,8,2015,11,20,13,0,10,,"22082015",22,8,2015,15,0,15,45,4,,,,,,,,,,,,1,1,1
5,32,3222,1,1624,320111,1510,24,1,1,3,1,"25082015",25,8,2015,15,10,18,20,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3222,1,1624,320112,1510,10,1,1,6,2,"22082015",22,8,2015,12,0,15,30,14,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3222,1,1624,320113,1510,22,1,1,7,2,"22082015",22,8,2015,11,20,11,59,1,,"23082015",23,8,2015,14,20,15,59,13,,,,,,,,,,,,2,1,1
5,32,3222,1,1624,320114,1510,19,1,1,5,1,"22082015",22,8,2015,13,44,16,20,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3222,1,1624,320115,1510,8,1,1,8,2,"22082015",22,8,2015,10,40,14,24,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3222,1,1624,320116,1510,21,1,1,6,2,"23082015",23,8,2015,13,0,15,38,14,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,32,3201,2,2034,320117,1101,10,1,1,6,2,"01092015",1,9,2015,15,0,18,0,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3201,2,2034,320118,1101,8,1,2,6,2,"03092015",3,9,2015,16,40,19,0,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3201,2,2034,320119,1101,7,1,3,6,2,"02092015",2,9,2015,10,25,16,23,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3201,2,2034,320120,1101,2,1,1,8,2,"02092015",2,9,2015,12,0,16,45,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3201,2,2034,320121,1101,3,1,2,8,2,"01092015",1,9,2015,15,10,17,25,9,,"02092015",2,9,2015,8,15,11,0,5,,,,,,,,,,,,2,1,1
5,32,3201,2,2034,320122,1101,4,1,2,10,2,"01092015",1,9,2015,12,15,2,0,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3201,2,2034,320123,1101,5,1,2,8,2,"01092015",1,9,2015,10,0,14,15,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3203,2,2644,320124,1502,15,1,2,7,2,"10092015",10,9,2015,12,15,16,0,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3203,2,2644,320125,1502,9,1,2,7,2,"09092015",9,9,2015,11,15,14,45,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3203,2,0,320126,0,3,1,2,10,2,"09092015",9,9,2015,10,0,12,0,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3203,2,2644,320127,1502,1,1,3,6,2,"09092015",9,9,2015,8,30,13,47,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3203,2,2644,320128,1502,11,1,2,6,2,"08092015",8,9,2015,14,20,17,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3203,2,2644,320129,1502,9,1,2,6,2,"08092015",8,9,2015,11,45,13,0,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3203,2,2644,320130,1502,27,1,2,8,4,"11092015",11,9,2015,16,2,18,11,6,,"12092015",12,9,2015,8,0,12,11,8,,,,,,,,,,,,2,1,1
5,32,3203,2,2644,320131,1502,5,1,2,8,2,"09092015",9,9,2015,8,10,13,15,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3203,2,2644,320132,1502,7,1,2,10,2,"08092015",8,9,2015,12,15,2,30,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3203,2,2644,320133,1502,17,1,2,8,2,"09092015",9,9,2015,14,10,17,40,9,,"10092015",10,9,2015,8,5,11,10,5,,,,,,,,,,,,2,1,1
5,32,3202,2,84,320134,1301,9,1,2,7,2,"04092015",4,9,2015,15,20,17,21,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3202,2,84,320135,1301,8,1,2,7,2,"03092015",3,9,2015,14,0,18,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3202,2,84,320136,1301,2,1,2,8,2,"02092015",2,9,2015,12,15,13,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3202,2,84,320137,1301,14,1,2,8,2,"02092015",2,9,2015,12,20,13,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3202,2,84,320138,1301,3,1,2,10,2,"04092015",4,9,2015,10,55,13,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3202,2,84,320139,1301,5,1,2,6,2,"04092015",4,9,2015,11,20,13,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3202,2,84,320140,1301,12,1,2,6,2,"04092015",4,9,2015,17,0,19,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3202,2,84,320141,1301,6,1,2,6,2,"05092015",5,9,2015,11,0,14,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3202,2,84,320142,1301,15,1,2,10,2,"03092015",3,9,2015,2,30,3,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3202,2,84,320143,1301,1,1,1,7,2,"03092015",3,9,2015,10,40,13,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3216,2,1184,320144,1207,14,1,2,7,2,"06092015",6,9,2015,10,25,13,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3216,2,1184,320145,1207,60,1,2,7,2,"05092015",5,9,2015,14,30,17,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3216,2,1184,320146,1207,45,1,1,6,2,"05072015",5,7,2015,9,0,11,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3216,2,1184,320147,1207,68,1,2,6,2,"06092015",6,9,2015,18,0,18,30,16,,"07092015",7,9,2015,11,35,14,20,13,,,,,,,,,,,,2,1,1
5,32,3216,2,1184,320148,1207,52,1,1,10,2,"05092015",5,9,2015,9,5,10,45,15,,"06092015",6,9,2015,10,10,13,15,11,,,,,,,,,,,,2,1,1
5,32,3216,2,1184,320149,1207,37,1,1,10,2,"05092015",5,9,2015,10,55,11,56,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3216,2,1184,320150,1207,75,1,2,8,2,"05092015",5,9,2015,8,45,10,5,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3223,2,390,320151,1010,1,1,2,3,1,"31082015",31,8,2015,10,30,13,30,14,,,,,,,,,,,,,,,,,,,,,,,1,1
5,32,3223,2,390,320152,1010,3,1,2,3,1,"03082015",3,8,2015,13,45,16,50,14,,,,,,,,,,,,,,,,,,,,,,,1,1
5,32,3223,2,390,320153,1010,6,1,2,9,1,"31082015",31,8,2015,12,20,14,0,14,,,,,,,,,,,,,,,,,,,,,,,1,1
5,32,3215,1,0,320154,0,0,1,1,,,"16102015",16,10,2015,14,5,17,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3223,1,0,320155,0,0,1,1,,,"26102015",26,10,2015,9,48,12,1,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3223,2,390,320156,1010,11,1,2,5,1,"31082015",31,8,2015,12,15,14,10,14,,,,,,,,,,,,,,,,,,,,,,,1,1
5,32,3223,2,390,320157,1010,15,1,2,4,1,"01092015",1,9,2015,8,30,11,0,14,,,,,,,,,,,,,,,,,,,,,,,1,1
5,32,3223,2,390,320158,1010,18,1,1,4,1,"31082015",31,8,2015,12,20,13,10,9,,"31082015",31,8,2015,13,30,14,20,5,,,,,,,,,,,,,1,1
5,32,3223,2,390,320159,1010,20,1,1,5,1,"31082015",31,8,2015,14,32,15,55,14,,,,,,,,,,,,,,,,,,,,,,,1,1
5,32,3223,2,390,320160,1010,23,1,2,4,1,"01092015",1,9,2015,15,0,17,20,14,,,,,,,,,,,,,,,,,,,,,,,1,1
5,32,3221,2,132,320161,1009,3,1,2,4,1,"03092015",3,9,2015,11,0,13,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3221,2,132,320162,1009,6,1,2,4,1,"03092015",3,9,2015,14,20,17,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3221,2,132,320163,1009,7,1,2,5,1,"03092015",3,9,2015,12,8,14,32,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3221,2,132,320164,1009,8,1,2,3,1,"03092015",3,9,2015,18,0,21,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3221,2,132,320165,1009,9,1,2,5,1,"03092015",3,9,2015,14,40,16,3,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3221,2,132,320166,1009,11,1,2,3,1,"03092015",3,9,2015,11,30,14,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3221,2,132,320167,1009,1,1,2,9,1,"03092015",3,9,2015,14,45,17,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3221,2,132,320168,1009,2,1,2,3,1,"03092015",3,9,2015,14,40,17,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3221,2,132,320169,1009,14,1,2,5,1,"03092015",3,9,2015,16,10,18,23,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,32,3221,2,132,320170,1009,12,1,2,9,1,"05092015",5,9,2015,12,5,16,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
