"zone","state","lga","sector","ea","hhid","indiv","s3q1","s3q2","s3q3","s3q4","s3q4b","s3q5","s3q5b","s3q5c","s3q6","s3q6b","s3q6c","s3q7","s3q8","s3q9","s3q9b","s3q10","s3q11","s3q11b","s3q12b1","s3q13a","s3q13b","s3q14","s3q14b","s3q15","s3q15b","s3q15b1","s3q15c","s3q15d","s3q15e","s3q15f","s3q16","s3q17","s3q18","s3q21a","s3q21b","s3q22a","s3q22b","s3q23","s3q24a","s3q24b","s3q25","s3q26a","s3q26b","s3q27","s3q28","s3q28b","s3q28b1","s3q28c","s3q28d","s3q28e","s3q28f","s3q29","s3q30","s3q31","s3q34a","s3q34b","s3q35a","s3q35b","s3q36","s3q37a","s3q37b","s3q38","s3q38a","s3q39_new","s3q39a_new","s3q40_new"
4,1,106,2,880,10023,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1
4,1,106,2,880,10023,4,1,2,2,2,,1,28,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,106,2,880,10023,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10023,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10024,1,1,1,,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,106,2,880,10024,2,1,2,1,2,,1,18,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,2
4,1,106,2,880,10025,1,1,2,2,2,,1,15,4,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,106,2,880,10025,2,1,1,,2,,1,18,4,1,15,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,
4,1,106,2,880,10025,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,106,2,880,10025,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10025,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,106,2,880,10027,1,1,1,,2,,2,,,1,50,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,106,2,880,10027,2,1,1,,2,,1,30,3,1,30,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,
4,1,106,2,880,10027,3,1,2,2,2,,2,,,2,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
4,1,106,2,880,10027,5,1,2,1,2,,1,10,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,106,2,880,10028,1,1,1,,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,106,2,880,10029,1,1,1,,1,14,1,15,3,2,,,1,,,,,,,1,"IRON BENDING WORK",7212,10,,5,,2,1,2,2,2,1,1,14,3000,2,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1
4,1,106,2,880,10029,2,1,1,,2,,1,12,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1
4,1,106,2,880,10029,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,106,2,880,10029,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,106,2,880,10030,1,1,1,,2,,1,4,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,106,2,880,10030,2,1,2,1,2,,1,5,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,106,2,880,10030,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,106,2,880,10030,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,
4,1,106,2,880,10030,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,3
4,1,106,2,880,10030,6,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,106,2,880,10030,7,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,106,2,880,10030,8,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,106,2,880,10030,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10031,1,1,2,2,2,,2,,,1,43,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10031,2,1,1,,2,,2,,,1,48,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10031,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
4,1,111,1,1146,10031,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
4,1,111,1,1146,10031,5,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10032,1,1,1,,2,,2,,,1,43,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10032,2,1,2,1,2,,2,,,1,45,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10032,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10032,6,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10033,1,1,1,,1,12,1,4,3,2,,,1,,,,,,,1,"CLERK",4141,13,,2,,2,4,2,2,2,11,51,40,33750,5,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10033,2,1,1,,1,12,1,4,3,2,,,1,,,,,,,1,"NURSE",2230,12,,5,,2,2,2,2,2,11,51,44,20000,5,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10034,2,1,1,,2,,2,,,1,10,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10034,5,1,2,2,2,,2,,,2,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10034,6,1,2,2,2,,2,,,2,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10034,7,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10034,8,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10034,9,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
4,1,111,1,1146,10034,10,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10034,11,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
4,1,111,1,1146,10034,12,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10035,1,1,1,,2,,2,,,1,48,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10035,2,1,2,1,2,,2,,,1,48,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10035,3,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10035,4,1,2,3,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10035,5,1,2,3,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10035,6,1,2,3,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10036,1,1,2,2,2,,2,,,1,48,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10036,2,1,1,,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10036,3,1,2,6,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10036,4,1,2,6,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10036,5,1,2,6,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10036,6,1,1,,2,,2,,,2,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10036,7,1,2,6,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10037,1,1,1,,2,,2,,,2,,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,111,1,1146,10037,3,1,2,1,2,,2,,,1,68,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10038,1,1,2,3,2,,2,,,1,65,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10038,2,1,2,3,2,,2,,,1,35,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10038,3,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10038,4,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10038,5,1,2,3,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10038,6,1,2,3,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10038,7,1,2,3,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10038,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,111,1,1146,10038,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,410,2,0,10039,1,1,2,2,2,,2,,,2,,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,4,410,2,0,10039,2,1,1,,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,4,410,2,0,10039,7,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,111,1,1146,10040,1,1,1,,1,40,2,,,2,,,1,,,,,,,1,"SALES MANAGER",1224,3,,5,,2,4,2,1,2,12,52,40,210000,5,1,,1,10000,5,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10041,2,1,1,,2,,2,,,1,20,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10041,3,1,1,,1,30,2,,,2,,,1,,,,,,,1,"ADMINISTRATIVE CLERK",3431,13,,1,,2,4,1,1,1,11,44,40,86000,5,3,2,2,,,2,,,,,,,,,,,,,,,,,,,,,1,2,,1,1
4,1,102,1,536,10041,4,1,1,,2,,2,,,1,30,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,536,10041,5,1,1,,2,,2,,,1,25,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,536,10041,6,1,1,,2,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,536,10041,8,1,1,,2,,2,,,1,15,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
6,24,2418,1,0,10042,1,1,1,,2,,2,,,1,72,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,24,2418,1,0,10042,3,1,2,1,2,,2,,,2,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,24,2418,1,0,10042,4,1,2,1,2,,2,,,1,72,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10043,1,1,1,,2,,2,,,1,56,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,536,10043,2,1,1,,2,,2,,,1,56,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,536,10043,3,1,2,1,2,,2,,,1,48,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,536,10043,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,536,10043,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,536,10043,6,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,536,10044,1,1,1,,2,,2,,,1,40,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10044,2,1,1,,2,,2,,,1,42,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10044,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
4,1,102,1,536,10044,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10044,5,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10044,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10044,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,536,10045,1,1,2,3,2,,2,,,1,10,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10045,2,1,2,3,2,,2,,,1,10,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10045,3,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10046,1,1,1,,2,,2,,,1,40,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10046,2,1,2,1,2,,2,,,1,40,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10046,4,1,1,,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10046,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,536,10046,6,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,536,10047,2,1,1,,2,,2,,,1,12,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10047,3,1,1,,1,10,2,,,2,,,1,,,,,,,1,"PRODUCTION CLERK IN PAIT MANUFACTURING",4132,3,,5,,2,3,2,2,2,11,48,48,33200,5,3,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,1,4
4,1,102,1,536,10047,4,1,2,2,1,10,2,,,2,,,1,,,,,,,1,"PRODUCTION CLERK IN PAIN MAN INDUSTRY",4132,3,,5,,2,3,2,2,2,11,48,44,30000,5,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10047,6,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10047,7,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10047,8,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10047,9,1,2,2,1,12,2,,,2,,,1,,,,,,,1,"PRODUCTION CLERK IN PAINT MAN INDUSTRY",4132,3,,5,,2,3,2,2,2,11,48,40,38000,5,9,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10048,1,1,1,,2,,2,,,1,14,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10048,2,1,1,,2,,2,,,1,10,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10048,5,1,2,2,2,,2,,,1,15,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10048,6,1,2,2,2,,2,,,1,15,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10048,7,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
4,1,102,1,536,10048,8,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
4,1,102,1,536,10049,1,1,1,,2,,2,,,1,48,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,536,10050,1,1,1,,2,,2,,,1,48,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,1690,10051,2,1,1,,2,,2,,,1,54,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
4,1,102,1,1690,10051,3,1,2,2,2,,2,,,1,54,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,1690,10051,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10051,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10052,1,1,2,2,2,,2,,,1,20,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,1690,10052,2,1,1,,2,,2,,,1,25,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,1690,10052,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,1690,10052,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,1690,10052,5,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,1,102,1,1690,10052,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,102,1,1690,10053,1,1,1,,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,1690,10053,2,1,2,1,2,,2,,,1,50,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,1690,10054,1,1,2,2,2,,2,,,1,50,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,1690,10054,2,1,1,,1,40,2,,,2,,,1,,,,,,,1,"PRIMARY SCHOOL TEACHER",2331,11,,5,,2,2,2,1,2,12,52,40,40000,5,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
4,1,102,1,1690,10054,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,1690,10054,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,1690,10054,5,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,1690,10055,1,1,1,,2,,2,,,1,72,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,1690,10055,2,1,2,1,2,,2,,,1,60,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,1,102,1,1690,10055,3,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
