"hhid","zone","state","lga","ea","hhstatus_w1v1","hhstatus_w1v2","hhstatus_w2v1","hhstatus_w2v2","hhstatus_w3v1","hhstatus_w3v2","tracking_w1v2","tracking_w2v1","tracking_w2v2","tracking_w3v1","tracking_w3v2","moved_w2v1","moved_w2v2","moved_w3v1","moved_w3v2","wt_w1v1","wt_w1v2","wt_w2v1","wt_w2v2","wt_w3v1","wt_w3v2","wt_wave1","wt_wave2","wt_wave3","wt_combined","wt_w1_w3","wt_w2_w3","wt_w1_w2_w3"
350054,2,35,3511,1646,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3520.35740790123,3520.35740790123,3520.35740790123,3610.6229824628,4267.09988836512,4267.09988836512,3520.35740790123,3705.63937673813,4267.09988836512,3705.63937673813,4267.09988836512,4542.39665535642,4542.39665535642
350055,2,35,3511,1646,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3520.35740790123,3520.35740790123,3520.35740790123,3610.6229824628,4267.09988836512,4267.09988836512,3520.35740790123,3705.63937673813,4267.09988836512,3705.63937673813,4267.09988836512,4542.39665535642,4542.39665535642
350056,2,35,3511,1646,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3520.35740790123,3520.35740790123,3520.35740790123,3610.6229824628,4267.09988836512,4267.09988836512,3520.35740790123,3705.63937673813,4267.09988836512,3705.63937673813,4267.09988836512,4542.39665535642,4542.39665535642
350057,2,35,3511,1646,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3520.35740790123,3520.35740790123,3520.35740790123,3610.6229824628,4267.09988836512,4267.09988836512,3520.35740790123,3705.63937673813,4267.09988836512,3705.63937673813,4267.09988836512,4542.39665535642,4542.39665535642
350058,2,35,3511,1646,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3520.35740790123,3520.35740790123,3520.35740790123,3610.6229824628,4267.09988836512,4267.09988836512,3520.35740790123,3705.63937673813,4267.09988836512,3705.63937673813,4267.09988836512,4542.39665535642,4542.39665535642
350059,2,35,3511,1646,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3520.35740790123,3520.35740790123,3520.35740790123,3610.6229824628,4267.09988836512,4267.09988836512,3520.35740790123,3705.63937673813,4267.09988836512,3705.63937673813,4267.09988836512,4542.39665535642,4542.39665535642
350060,2,35,3511,1646,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3520.35740790123,3520.35740790123,3520.35740790123,3610.6229824628,4267.09988836512,4267.09988836512,3520.35740790123,3705.63937673813,4267.09988836512,3705.63937673813,4267.09988836512,4542.39665535642,4542.39665535642
350061,2,35,3513,576,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,938.761975440327,938.761975440327,938.761975440327,962.832795323413,1137.89330356403,1137.89330356403,938.761975440327,988.170500463502,1137.89330356403,988.170500463502,1137.89330356403,1211.30577476171,1211.30577476171
350062,2,35,3513,576,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,938.761975440327,938.761975440327,938.761975440327,962.832795323413,1137.89330356403,1137.89330356403,938.761975440327,988.170500463502,1137.89330356403,988.170500463502,1137.89330356403,1211.30577476171,1211.30577476171
350063,2,35,3513,576,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,938.761975440327,938.761975440327,938.761975440327,962.832795323413,1137.89330356403,1137.89330356403,938.761975440327,988.170500463502,1137.89330356403,988.170500463502,1137.89330356403,1211.30577476171,1211.30577476171
350064,2,35,3513,576,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,938.761975440327,938.761975440327,938.761975440327,962.832795323413,1137.89330356403,1137.89330356403,938.761975440327,988.170500463502,1137.89330356403,988.170500463502,1137.89330356403,1211.30577476171,1211.30577476171
350065,2,35,3513,576,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,938.761975440327,938.761975440327,938.761975440327,962.832795323413,1137.89330356403,1137.89330356403,938.761975440327,988.170500463502,1137.89330356403,988.170500463502,1137.89330356403,1211.30577476171,1211.30577476171
350066,2,35,3513,576,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,938.761975440327,938.761975440327,938.761975440327,962.832795323413,1137.89330356403,1137.89330356403,938.761975440327,988.170500463502,1137.89330356403,988.170500463502,1137.89330356403,1211.30577476171,1211.30577476171
350067,2,35,3513,576,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,938.761975440327,938.761975440327,938.761975440327,962.832795323413,1137.89330356403,1137.89330356403,938.761975440327,988.170500463502,1137.89330356403,988.170500463502,1137.89330356403,1211.30577476171,1211.30577476171
350068,2,35,3513,576,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,938.761975440327,938.761975440327,938.761975440327,962.832795323413,1137.89330356403,1137.89330356403,938.761975440327,988.170500463502,1137.89330356403,988.170500463502,1137.89330356403,1211.30577476171,1211.30577476171
350069,2,35,3513,576,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,938.761975440327,938.761975440327,938.761975440327,962.832795323413,1137.89330356403,1137.89330356403,938.761975440327,988.170500463502,1137.89330356403,988.170500463502,1137.89330356403,1211.30577476171,1211.30577476171
350070,2,35,3513,576,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,938.761975440327,938.761975440327,938.761975440327,962.832795323413,1137.89330356403,1137.89330356403,938.761975440327,988.170500463502,1137.89330356403,988.170500463502,1137.89330356403,1211.30577476171,1211.30577476171
350071,2,35,3513,1278,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2268.67477398079,2520.74974886754,2520.74974886754,2585.38435781287,2749.90881694641,2749.90881694641,2520.74974886754,2653.42078828163,2749.90881694641,2653.42078828163,3055.45424105157,3252.58032111941,3252.58032111941
350072,2,35,3513,1278,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2268.67477398079,2520.74974886754,2520.74974886754,2585.38435781287,2749.90881694641,2749.90881694641,2520.74974886754,2653.42078828163,2749.90881694641,2653.42078828163,3055.45424105157,3252.58032111941,3252.58032111941
350073,2,35,3513,1278,1,1,5,5,1,1,0,1,1,0,0,1,1,1,1,2268.67477398079,2520.74974886754,2520.74974886754,2585.38435781287,2749.90881694641,2749.90881694641,2520.74974886754,2653.42078828163,2749.90881694641,2653.42078828163,3055.45424105157,3252.58032111941,3252.58032111941
350074,2,35,3513,1278,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2268.67477398079,2520.74974886754,2520.74974886754,2585.38435781287,2749.90881694641,2749.90881694641,2520.74974886754,2653.42078828163,2749.90881694641,2653.42078828163,3055.45424105157,3252.58032111941,3252.58032111941
350075,2,35,3513,1278,1,91,6,6,5,1,,,,1,0,,,0,0,2268.67477398079,,,,2749.90881694641,2749.90881694641,,,2749.90881694641,,,,
350076,2,35,3513,1278,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2268.67477398079,2520.74974886754,2520.74974886754,2585.38435781287,2749.90881694641,2749.90881694641,2520.74974886754,2653.42078828163,2749.90881694641,2653.42078828163,3055.45424105157,3252.58032111941,3252.58032111941
350077,2,35,3513,1278,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2268.67477398079,2520.74974886754,2520.74974886754,2585.38435781287,2749.90881694641,2749.90881694641,2520.74974886754,2653.42078828163,2749.90881694641,2653.42078828163,3055.45424105157,3252.58032111941,3252.58032111941
350078,2,35,3513,1278,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2268.67477398079,2520.74974886754,2520.74974886754,2585.38435781287,2749.90881694641,2749.90881694641,2520.74974886754,2653.42078828163,2749.90881694641,2653.42078828163,3055.45424105157,3252.58032111941,3252.58032111941
350079,2,35,3513,1278,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2268.67477398079,2520.74974886754,2520.74974886754,2585.38435781287,2749.90881694641,2749.90881694641,2520.74974886754,2653.42078828163,2749.90881694641,2653.42078828163,3055.45424105157,3252.58032111941,3252.58032111941
350080,2,35,3513,1278,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2268.67477398079,2520.74974886754,2520.74974886754,2585.38435781287,2749.90881694641,2749.90881694641,2520.74974886754,2653.42078828163,2749.90881694641,2653.42078828163,3055.45424105157,3252.58032111941,3252.58032111941
350081,2,35,3501,1228,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1877.52395088066,1877.52395088066,1877.52395088066,2139.62843405203,2275.78660712807,2275.78660712807,1877.52395088066,2195.93444547445,2275.78660712807,2195.93444547445,2275.78660712807,2691.79061058158,2691.79061058158
350082,2,35,3501,1228,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1877.52395088066,1877.52395088066,1877.52395088066,2139.62843405203,2275.78660712807,2275.78660712807,1877.52395088066,2195.93444547445,2275.78660712807,2195.93444547445,2275.78660712807,2691.79061058158,2691.79061058158
350083,2,35,3501,1228,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1877.52395088066,1877.52395088066,1877.52395088066,2139.62843405203,2275.78660712807,2275.78660712807,1877.52395088066,2195.93444547445,2275.78660712807,2195.93444547445,2275.78660712807,2691.79061058158,2691.79061058158
350084,2,35,3501,1228,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1877.52395088066,1877.52395088066,1877.52395088066,2139.62843405203,2275.78660712807,2275.78660712807,1877.52395088066,2195.93444547445,2275.78660712807,2195.93444547445,2275.78660712807,2691.79061058158,2691.79061058158
350085,2,35,3501,1228,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1877.52395088066,1877.52395088066,1877.52395088066,2139.62843405203,2275.78660712807,2275.78660712807,1877.52395088066,2195.93444547445,2275.78660712807,2195.93444547445,2275.78660712807,2691.79061058158,2691.79061058158
350086,2,35,3501,1228,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1877.52395088066,1877.52395088066,1877.52395088066,2139.62843405203,2275.78660712807,2275.78660712807,1877.52395088066,2195.93444547445,2275.78660712807,2195.93444547445,2275.78660712807,2691.79061058158,2691.79061058158
350087,2,35,3501,1228,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1877.52395088066,1877.52395088066,1877.52395088066,2139.62843405203,2275.78660712807,2275.78660712807,1877.52395088066,2195.93444547445,2275.78660712807,2195.93444547445,2275.78660712807,2691.79061058158,2691.79061058158
350088,2,35,3501,1228,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1877.52395088066,1877.52395088066,1877.52395088066,2139.62843405203,2275.78660712807,2275.78660712807,1877.52395088066,2195.93444547445,2275.78660712807,2195.93444547445,2275.78660712807,2691.79061058158,2691.79061058158
350089,2,35,3501,1228,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1877.52395088066,1877.52395088066,1877.52395088066,2139.62843405203,2275.78660712807,2275.78660712807,1877.52395088066,2195.93444547445,2275.78660712807,2195.93444547445,2275.78660712807,2691.79061058158,2691.79061058158
350090,2,35,3501,1228,1,1,1,6,1,1,0,0,,0,0,0,,0,0,1877.52395088066,1877.52395088066,1877.52395088066,,2275.78660712807,2275.78660712807,1877.52395088066,,2275.78660712807,,2275.78660712807,,
350091,2,35,3501,702,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2894.51609094101,2894.51609094101,2894.51609094101,2968.73445224719,3508.50435265577,3508.50435265577,2894.51609094101,3046.8590430958,3508.50435265577,3046.8590430958,3508.50435265577,3734.85947218195,3734.85947218195
350092,2,35,3501,702,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2894.51609094101,2894.51609094101,2894.51609094101,2968.73445224719,3508.50435265577,3508.50435265577,2894.51609094101,3046.8590430958,3508.50435265577,3046.8590430958,3508.50435265577,3734.85947218195,3734.85947218195
350093,2,35,3501,702,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2894.51609094101,2894.51609094101,2894.51609094101,2968.73445224719,3508.50435265577,3508.50435265577,2894.51609094101,3046.8590430958,3508.50435265577,3046.8590430958,3508.50435265577,3734.85947218195,3734.85947218195
350094,2,35,3501,702,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2894.51609094101,2894.51609094101,2894.51609094101,2968.73445224719,3508.50435265577,3508.50435265577,2894.51609094101,3046.8590430958,3508.50435265577,3046.8590430958,3508.50435265577,3734.85947218195,3734.85947218195
350095,2,35,3501,702,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2894.51609094101,2894.51609094101,2894.51609094101,2968.73445224719,3508.50435265577,3508.50435265577,2894.51609094101,3046.8590430958,3508.50435265577,3046.8590430958,3508.50435265577,3734.85947218195,3734.85947218195
350096,2,35,3501,702,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2894.51609094101,2894.51609094101,2894.51609094101,2968.73445224719,3508.50435265577,3508.50435265577,2894.51609094101,3046.8590430958,3508.50435265577,3046.8590430958,3508.50435265577,3734.85947218195,3734.85947218195
350097,2,35,3501,702,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2894.51609094101,2894.51609094101,2894.51609094101,2968.73445224719,3508.50435265577,3508.50435265577,2894.51609094101,3046.8590430958,3508.50435265577,3046.8590430958,3508.50435265577,3734.85947218195,3734.85947218195
350098,2,35,3501,702,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2894.51609094101,2894.51609094101,2894.51609094101,2968.73445224719,3508.50435265577,3508.50435265577,2894.51609094101,3046.8590430958,3508.50435265577,3046.8590430958,3508.50435265577,3734.85947218195,3734.85947218195
350099,2,35,3501,702,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2894.51609094101,2894.51609094101,2894.51609094101,2968.73445224719,3508.50435265577,3508.50435265577,2894.51609094101,3046.8590430958,3508.50435265577,3046.8590430958,3508.50435265577,3734.85947218195,3734.85947218195
350100,2,35,3501,702,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2894.51609094101,2894.51609094101,2894.51609094101,2968.73445224719,3508.50435265577,3508.50435265577,2894.51609094101,3046.8590430958,3508.50435265577,3046.8590430958,3508.50435265577,3734.85947218195,3734.85947218195
350101,2,35,3509,1310,1,1,7,1,1,1,0,,0,0,0,,0,0,0,2425.13510322084,2425.13510322084,,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,,2939.55770087375,,2939.55770087375,,
350102,2,35,3509,1310,1,1,7,1,1,1,0,,0,0,0,,0,0,0,2425.13510322084,2425.13510322084,,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,,2939.55770087375,,2939.55770087375,,
350103,2,35,3509,1310,1,1,7,1,1,1,0,,0,0,0,,0,0,0,2425.13510322084,2425.13510322084,,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,,2939.55770087375,,2939.55770087375,,
350104,2,35,3509,1310,1,1,7,1,1,1,0,,0,0,0,,0,0,0,2425.13510322084,2425.13510322084,,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,,2939.55770087375,,2939.55770087375,,
350105,2,35,3509,1310,1,1,7,1,1,1,0,,0,0,0,,0,0,0,2425.13510322084,2425.13510322084,,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,,2939.55770087375,,2939.55770087375,,
350106,2,35,3509,1310,1,1,7,1,1,1,0,,0,0,0,,0,0,0,2425.13510322084,2425.13510322084,,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,,2939.55770087375,,2939.55770087375,,
350107,2,35,3509,1310,1,1,7,1,1,1,0,,0,0,0,,0,0,0,2425.13510322084,2425.13510322084,,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,,2939.55770087375,,2939.55770087375,,
350108,2,35,3509,1310,1,1,7,1,1,1,0,,0,0,0,,0,0,0,2425.13510322084,2425.13510322084,,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,,2939.55770087375,,2939.55770087375,,
350109,2,35,3509,1310,1,1,7,1,1,1,0,,0,0,0,,0,0,0,2425.13510322084,2425.13510322084,,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,,2939.55770087375,,2939.55770087375,,
350110,2,35,3509,1310,1,1,7,1,1,1,0,,0,0,0,,0,0,0,2425.13510322084,2425.13510322084,,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,,2939.55770087375,,2939.55770087375,,
350111,2,35,3509,2276,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2425.13510322084,2425.13510322084,2425.13510322084,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,2552.77379286405,2939.55770087375,2552.77379286405,2939.55770087375,3129.20658480109,3129.20658480109
350112,2,35,3509,2276,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2425.13510322084,2425.13510322084,2425.13510322084,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,2552.77379286405,2939.55770087375,2552.77379286405,2939.55770087375,3129.20658480109,3129.20658480109
350113,2,35,3509,2276,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2425.13510322084,2425.13510322084,2425.13510322084,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,2552.77379286405,2939.55770087375,2552.77379286405,2939.55770087375,3129.20658480109,3129.20658480109
350114,2,35,3509,2276,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2425.13510322084,2425.13510322084,2425.13510322084,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,2552.77379286405,2939.55770087375,2552.77379286405,2939.55770087375,3129.20658480109,3129.20658480109
350115,2,35,3509,2276,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2425.13510322084,2425.13510322084,2425.13510322084,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,2552.77379286405,2939.55770087375,2552.77379286405,2939.55770087375,3129.20658480109,3129.20658480109
350116,2,35,3509,2276,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2425.13510322084,2425.13510322084,2425.13510322084,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,2552.77379286405,2939.55770087375,2552.77379286405,2939.55770087375,3129.20658480109,3129.20658480109
350117,2,35,3509,2276,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2425.13510322084,2425.13510322084,2425.13510322084,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,2552.77379286405,2939.55770087375,2552.77379286405,2939.55770087375,3129.20658480109,3129.20658480109
350118,2,35,3509,2276,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2425.13510322084,2425.13510322084,2425.13510322084,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,2552.77379286405,2939.55770087375,2552.77379286405,2939.55770087375,3129.20658480109,3129.20658480109
350119,2,35,3509,2276,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2425.13510322084,2425.13510322084,2425.13510322084,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,2552.77379286405,2939.55770087375,2552.77379286405,2939.55770087375,3129.20658480109,3129.20658480109
350120,2,35,3509,2276,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2425.13510322084,2425.13510322084,2425.13510322084,2487.31805458548,2939.55770087375,2939.55770087375,2425.13510322084,2552.77379286405,2939.55770087375,2552.77379286405,2939.55770087375,3129.20658480109,3129.20658480109
350121,2,35,3504,1288,1,1,1,1,7,7,0,0,0,0,0,0,0,,,2816.28592632098,3129.20658480109,3129.20658480109,3209.44265107804,,,3129.20658480109,3293.90166821167,,3293.90166821167,,,
350122,2,35,3504,1288,1,91,6,6,7,7,,,,0,0,,,,,2816.28592632098,,,,,,,,,,,,
350123,2,35,3504,1288,1,1,1,1,7,7,0,0,0,0,0,0,0,,,2816.28592632098,3129.20658480109,3129.20658480109,3209.44265107804,,,3129.20658480109,3293.90166821167,,3293.90166821167,,,
350124,2,35,3504,1288,1,1,1,1,7,7,0,0,0,0,0,0,0,,,2816.28592632098,3129.20658480109,3129.20658480109,3209.44265107804,,,3129.20658480109,3293.90166821167,,3293.90166821167,,,
350125,2,35,3504,1288,1,1,1,1,7,7,0,0,0,0,0,0,0,,,2816.28592632098,3129.20658480109,3129.20658480109,3209.44265107804,,,3129.20658480109,3293.90166821167,,3293.90166821167,,,
350126,2,35,3504,1288,1,1,1,1,7,7,0,0,0,0,0,0,0,,,2816.28592632098,3129.20658480109,3129.20658480109,3209.44265107804,,,3129.20658480109,3293.90166821167,,3293.90166821167,,,
350127,2,35,3504,1288,1,1,1,1,7,7,0,0,0,0,0,0,0,,,2816.28592632098,3129.20658480109,3129.20658480109,3209.44265107804,,,3129.20658480109,3293.90166821167,,3293.90166821167,,,
350128,2,35,3504,1288,1,1,1,1,7,7,0,0,0,0,0,0,0,,,2816.28592632098,3129.20658480109,3129.20658480109,3209.44265107804,,,3129.20658480109,3293.90166821167,,3293.90166821167,,,
350129,2,35,3504,1288,1,1,1,1,7,7,0,0,0,0,0,0,0,,,2816.28592632098,3129.20658480109,3129.20658480109,3209.44265107804,,,3129.20658480109,3293.90166821167,,3293.90166821167,,,
350130,2,35,3504,1288,1,1,1,1,7,7,0,0,0,0,0,0,0,,,2816.28592632098,3129.20658480109,3129.20658480109,3209.44265107804,,,3129.20658480109,3293.90166821167,,3293.90166821167,,,
360001,3,36,3607,2596,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6358.4243268993
360002,3,36,3607,2596,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6358.4243268993
360003,3,36,3607,2596,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6358.4243268993
360004,3,36,3607,2596,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6358.4243268993
360005,3,36,3607,2596,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6358.4243268993
360006,3,36,3607,2596,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6358.4243268993
360007,3,36,3607,2596,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6358.4243268993
360008,3,36,3607,2596,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6358.4243268993
360009,3,36,3607,2596,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6358.4243268993
360010,3,36,3607,2596,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6287.77516771153,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6287.77516771153,6358.4243268993,6358.4243268993
360011,3,36,3605,240,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,8041.53664872559
360012,3,36,3605,240,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,8041.53664872559
360013,3,36,3605,240,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,8041.53664872559
360014,3,36,3605,240,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,8041.53664872559
360015,3,36,3605,240,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,8041.53664872559
360016,3,36,3605,240,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,8041.53664872559
360017,3,36,3605,240,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,8041.53664872559
360018,3,36,3605,240,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,8041.53664872559
360019,3,36,3605,240,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,8041.53664872559
360020,3,36,3605,240,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,7952.18624151752,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,7952.18624151752,8041.53664872559,8041.53664872559
360021,3,36,3603,978,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5363.10234893042,5363.10234893042,5363.10234893042,5423.3619258847,5363.10234893042,5363.10234893042,5363.10234893042,5423.3619258847,5363.10234893042,5423.3619258847,5363.10234893042,5423.3619258847,5423.3619258847
360022,3,36,3603,978,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5363.10234893042,5363.10234893042,5363.10234893042,5423.3619258847,5363.10234893042,5363.10234893042,5363.10234893042,5423.3619258847,5363.10234893042,5423.3619258847,5363.10234893042,5423.3619258847,5423.3619258847
360023,3,36,3603,978,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5363.10234893042,5363.10234893042,5363.10234893042,5423.3619258847,5363.10234893042,5363.10234893042,5363.10234893042,5423.3619258847,5363.10234893042,5423.3619258847,5363.10234893042,5423.3619258847,5423.3619258847
