"zone","state","lga","sector","ea","hhid","indiv","s3dq1a","s3dq1b","s3dq1c","s3dq1d","s3dq1e","s3dq1f","s3dq1g","s3dq1h","s3dq1i","s3dq1j","s3dq1k","s3dq1l","s3dq1m","s3dq1n","s3dq1o","s3dq1p","s3dq1q","s3dq1r","s3dq2a","s3dq2b","s3dq3a","s3dq3b","s3dq4","s3dq5","s3dq6","s3dq6b","s3dq7","s3dq8a","s3dq8b","s3dq9a","s3dq9b","s3dq10","s3dq11","s3dq12","s3dq12b","tracked_obs"
2,2,216,2,200,20038,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,6,18,9,,2,,,,,,,,,0
2,2,216,2,200,20038,2,2,,,2,,,2,,,2,,,2,,,2,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,6,20,9,,2,,,,,,,,,0
2,2,216,2,200,20038,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20038,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20038,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,216,2,200,20038,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20047,1,1,8,,1,8,,1,8,,1,8,,1,8,,1,8,,"CROP PRODUCTION",1311,"AGRICULTURE",1,6,17,9,,1,"BUYING AND SELLING",3416,"BUYING AND SELLING",47,6,15,9,,0
2,2,203,2,1224,20047,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20047,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20047,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20047,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20047,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20047,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20047,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20047,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20047,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20047,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20047,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20048,1,1,8,,1,8,,1,8,,1,8,,1,8,,1,8,,"CROP FARMING AND ANIMAL",6130,"AGRICULTURE",1,4,24,9,,1,"BUYING AND SELLING",3416,"RETAIL TRADE",47,4,30,9,,0
2,2,203,2,1224,20048,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING AND ANIMAL",6130,"AGRICULTURE",1,4,24,9,,2,,,,,,,,,0
2,2,203,2,1224,20048,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20048,4,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING AND ANIMAL R",6130,"AGRICULTURE",1,4,24,9,,2,,,,,,,,,0
2,2,203,2,1224,20048,5,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING AND ANIMAL",6130,"AGRICULTURE",1,4,24,9,,2,,,,,,,,,0
2,2,203,2,1224,20048,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20048,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20048,8,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING AND ANIMAL",6130,"AGRICULTURE",1,4,24,9,,2,,,,,,,,,0
2,2,203,2,1224,20048,9,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING AND ANIMAL",6130,"AGRICULTURE",1,4,24,9,,2,,,,,,,,,0
2,2,203,2,1224,20048,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,203,2,1224,20048,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,212,2,956,20054,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER AND ANIMAL RE",6130,"CROP AND ANIMAL PRODUCTIO",1,6,30,9,,2,,,,,,,,,0
2,2,212,2,956,20054,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP AND ANIMAL REARING",6130,"CROP AND ANIMAL PRODUCTIO",1,6,18,9,,2,,,,,,,,,0
2,2,212,2,956,20054,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,212,2,956,20054,4,1,,,1,,,1,,,1,,,1,,,1,,,"CROP AND ANIMAL REARING",6130,"CROP AND ANIMAL PRODUCTIO",1,6,18,9,,2,,,,,,,,,0
2,2,212,2,956,20054,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,212,2,956,20054,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,212,2,956,20054,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,212,2,956,20055,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER AND ANIMAL PR",6130,"FARMING AND REARING",1,6,30,9,,2,,,,,,,,,0
2,2,212,2,956,20055,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER AND ANIMAL PR",6130,"FARMING AND REARING",1,6,30,9,,2,,,,,,,,,0
2,2,212,2,956,20055,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,212,2,956,20055,4,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER AND ANIMAL PR",6130,"FARMING AND REARING",1,6,30,9,,2,,,,,,,,,0
2,2,212,2,956,20055,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,212,2,956,20055,6,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER AND ANIMAL PR",6130,"FARMING AND REARING",1,6,30,9,,2,,,,,,,,,0
2,2,212,2,956,20055,7,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER AND ANIMAL PR",6130,"FARMING AND REARING",1,6,30,9,,2,,,,,,,,,0
2,2,212,2,956,20055,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,212,2,956,20056,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,8,20,9,,2,,,,,,,,,0
2,2,212,2,956,20056,2,1,,,,,,1,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,6,15,9,,2,,,,,,,,,0
2,2,212,2,956,20056,3,1,8,,,,,1,8,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,6,13,9,,1,"FOOD AND BEVERAGE SERVICE",7413,"AGRICULTURE",1,2,10,9,,0
2,2,212,2,956,20056,4,1,,,,,,,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,7,10,9,,2,,,,,,,,,0
2,2,212,2,956,20056,5,1,,,,,,,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,6,8,9,,2,,,,,,,,,0
2,2,212,2,956,20056,6,1,8,,,,,1,8,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,7,8,9,,1,"FOOD AND BEVERAGE SERVICE",7413,"AGRICULTURE",1,2,12,9,,0
2,2,212,2,956,20056,7,1,,,,,,,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,8,5,9,,2,,,,,,,,,0
2,2,212,2,956,20056,8,,,,,,,,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,6,8,9,,2,,,,,,,,,0
2,2,212,2,956,20056,9,,,,,,,1,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,2,3,9,,2,,,,,,,,,0
2,2,212,2,956,20056,10,1,,,,,,,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,5,2,9,,2,,,,,,,,,0
2,2,212,2,956,20056,11,1,,,,,,1,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,4,2,9,,2,,,,,,,,,0
2,2,212,2,956,20056,12,,,,1,,,,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,3,4,9,,2,,,,,,,,,0
2,2,210,2,1300,20067,1,7,7,,7,,,7,,,7,,,7,,,7,,,"ACHABA",8321,"TRANSPORTATION",49,6,81,9,,2,,,,,,,,,0
2,2,210,2,1300,20067,2,1,3,,5,,,1,3,,1,3,,1,3,,1,3,,"CROP FARMING",6130,"AGRICULTURE",1,5,49,9,,1,"TAILORING",8263,"SEWING",14,5,14,9,,0
2,2,210,2,1300,20067,3,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6130,"AGRICULTURE",1,6,7,9,,2,,,,,,,,,0
2,2,210,2,1300,20067,4,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6130,"AGRICULTURE",1,6,14,9,,2,,,,,,,,,0
2,2,210,2,1300,20067,5,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6130,"AGRICULTURE",1,6,14,9,,2,,,,,,,,,0
2,2,210,2,1300,20067,6,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6130,"AGRICULTURE",1,6,14,9,,2,,,,,,,,,0
2,2,210,2,1300,20070,1,1,7,,1,7,,1,7,,1,7,,1,7,,1,7,,"FARMING",6111,"AGRICULTURE",1,6,36,9,,1,"OKADA RIDER",8321,"LAND TRANSPORTATION",49,12,24,9,,0
2,2,210,2,1300,20070,2,1,8,,1,8,,1,8,,1,8,,1,8,,1,8,,"FARMING",6111,"AGRICULTURE",1,6,36,9,,1,"BUYING AND SELLING",3416,"RETAIL TRADE",47,12,12,9,,0
2,2,210,2,1300,20070,6,14,,,1,,,1,,,1,,,1,,,1,,,"FARMING",6111,"AGRICULTURE",1,6,36,9,,2,,,,,,,,,0
2,2,210,2,1300,20070,7,14,,,1,,,1,,,1,,,1,,,1,,,"FARMING",6111,"AGRICULTURE",1,6,36,9,,2,,,,,,,,,0
2,2,214,1,898,20071,1,4,14,14,4,,,4,,,4,,,4,,,4,,,"MOTOR MECHANIC",7231,"REPAIR",33,6,48,9,,2,,,,,,,,,0
2,2,214,1,898,20071,2,14,,,14,,,14,,,14,,,14,,,14,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20071,3,4,,4,,,,4,,,4,,,4,,,4,,,"MOTOR MECHANIC",7231,"REPAIR",33,6,48,9,,2,,,,,,,,,0
2,2,214,1,898,20071,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20071,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20071,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20071,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20071,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20071,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20071,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20071,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20071,12,14,,,14,,,14,,,14,,,14,,,4,,,"MOTOR MECHANIC",7231,"REPAIR",33,4,48,9,,2,,,,,,,,,0
2,2,214,1,898,20071,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20071,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20071,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,10,9,,2,,,,,,,,,0
2,2,214,1,898,20075,2,,,1,,,1,,,1,,,1,,,1,,,1,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,12,9,,2,,,,,,,,,0
2,2,214,1,898,20075,3,,1,,,,,,1,,,1,,,,1,,1,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,8,9,,2,,,,,,,,,0
2,2,214,1,898,20075,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,8,1,,,1,,,1,,,1,,,1,,,1,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,3,11,9,,2,,,,,,,,,0
2,2,214,1,898,20075,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,11,,1,,1,,,,,1,,,1,,,1,,,1,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,20,9,,2,,,,,,,,,0
2,2,214,1,898,20075,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,16,,1,,,1,,,1,,,1,,,1,,,1,,"CROP PRODUCTION",1311,"AGRICULTURE",1,6,18,9,,2,,,,,,,,,0
2,2,214,1,898,20075,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,18,,1,,,1,,,,1,,,1,,,1,,,1,"CROP PRODUCTION",1311,"AGRICULTURE",1,5,20,9,,2,,,,,,,,,0
2,2,214,1,898,20075,19,,1,,,1,,,,1,,,1,,,1,,,1,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,22,9,,2,,,,,,,,,0
2,2,214,1,898,20075,20,,1,,,1,,,,1,,,1,,,1,,,1,"CROP PRODUCTION",1311,"AGRICULTURE",1,7,28,9,,2,,,,,,,,,0
2,2,214,1,898,20075,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,214,1,898,20075,27,1,,,,1,,,1,,1,,,,,,,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,6,28,9,,2,,,,,,,,,0
2,2,214,1,898,20075,28,,1,,,,1,,1,,,2,,,,1,1,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,6,28,9,,2,,,,,,,,,0
2,2,214,1,898,20075,29,,1,,1,,1,,,1,,1,,,1,,,1,,"CROP PRODUCTION",1311,"AGRICLTURE",1,6,29,9,,2,,,,,,,,,0
2,2,214,1,898,20075,30,,,1,,1,,,1,,,1,,1,,,,,1,"CROP PRODUCTION",1311,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
2,2,214,1,898,20075,31,,,1,,,1,,1,,1,,,,1,,,,1,"CROP PRODUCTION",1311,"AGRICULTURE",1,6,38,9,,2,,,,,,,,,0
2,2,215,1,8,20088,1,14,,,14,,,14,,,1,,,1,,,1,,,"MIXED CROP GROWER",6114,"AGRICULTURE",1,3,36,9,,2,,,,,,,,,0
2,2,215,1,8,20088,2,14,,,14,,,14,,,1,,,1,,,1,,,"MIXED CROP GROWER",6114,"AGRICULTURE",1,3,36,9,,2,,,,,,,,,0
2,2,215,1,8,20088,3,14,,,14,,,14,,,14,,,14,,,14,,14,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20088,4,14,,,14,,,14,,,14,,,14,,,14,,14,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20088,5,14,,,14,,,14,,,14,,,14,,,14,,14,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20088,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,215,1,8,20088,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,207,2,1302,20095,1,1,10,,1,10,,1,10,,1,10,,1,10,,1,10,,"CROP GROWER & LIVESTOCK",6130,"AGRICULTURE",1,6,18,9,,1,"BABING LOCAL (WANZAM)",5141,"PERSONAL SERVICES",96,4,12,9,,0
2,2,207,2,1302,20095,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER & LIVESTOCK",6130,"AGRICULTURE",1,6,18,9,,2,,,,,,,,,0
2,2,207,2,1302,20095,3,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER & LIVESTOCK",6130,"AGRICULTURE",1,6,18,9,,2,,,,,,,,,0
2,2,207,2,1302,20095,4,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER & LIVESTOCK",6130,"AGRICULTURE",1,6,18,9,,2,,,,,,,,,0
2,2,207,2,1302,20095,5,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER & LIVESTOCK",6130,"AGRICULTURE",1,6,18,9,,2,,,,,,,,,0
2,2,207,2,1302,20095,6,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER & LIVESTOCK",6130,"AGRICULTURE",1,6,18,9,,2,,,,,,,,,0
2,2,207,2,1302,20095,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,207,2,1302,20095,8,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER & LIVESTOCK",6130,"AGRICULTURE",1,6,18,9,,2,,,,,,,,,0
2,2,207,2,1302,20095,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,207,2,1302,20095,10,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER & LIVESTOCK",6130,"AGRICULTURE",1,6,18,9,,2,,,,,,,,,0
2,2,207,2,1302,20096,1,12,1,,12,1,,12,1,,12,1,,12,1,,12,1,,"OTHER HEALTH PROFESSIONAL",2229,"RESIDENTIAL CARE ACTIVITI",87,6,34,2,,1,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,14,9,,0
2,2,207,2,1302,20096,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,14,9,,2,,,,,,,,,0
2,2,207,2,1302,20096,3,11,,,11,,,11,,,11,,,11,,,11,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,14,9,,2,,,,,,,,,0
2,2,207,2,1302,20096,4,11,,,11,,,11,,,11,,,11,,,11,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,14,9,,2,,,,,,,,,0
2,2,207,2,1302,20096,5,11,,,11,,,11,,,11,,,11,,,11,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,14,9,,2,,,,,,,,,0
2,2,207,2,1302,20096,6,11,,,11,,,11,,,11,,,11,,,11,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,14,9,,2,,,,,,,,,0
2,2,207,2,1302,20096,7,11,,,11,,,11,,,11,,,11,,,11,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,14,9,,2,,,,,,,,,0
2,2,207,2,1302,20096,8,11,,,11,,,11,,,11,,,11,,,11,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,14,9,,2,,,,,,,,,0
2,2,207,2,1302,20096,9,11,,,11,,,11,,,11,,,11,,,11,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,14,9,,2,,,,,,,,,0
2,2,207,2,1302,20097,1,1,6,,1,6,,1,6,,1,6,,1,6,,1,6,,"CONSTRUCTION & ROAD MAINT",9312,"SPECIALIZED CONST. ACTIVI",43,6,32,5,,1,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,15,9,,0
2,2,207,2,1302,20097,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,8,9,,2,,,,,,,,,0
2,2,207,2,1302,20097,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,207,2,1302,20097,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,207,2,1302,20097,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,207,2,1302,20097,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,205,2,712,20106,1,1,11,,1,11,,1,,,1,11,,1,,,1,11,,"PRIMARY SCH. TEACHER",2331,"EDUCATION",11,8,28,2,,1,"CROP PRODUCTION",1311,"CROP PRODUCTION",1,4,14,9,,0
2,2,205,2,712,20106,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,18,9,,1,"BUYING AND SELLING",3416,"BUYING AND SELLING",47,4,18,9,,0
2,2,205,2,712,20106,3,1,11,,1,11,,1,,,,,,1,11,,1,11,,"CROP PRODUCTION",1311,"AGRICULTURE",1,4,18,9,,1,"RADIO & TELEV. SERVICES",7243,"RADIO & TELEV. SERVICES",96,2,10,4,,0
2,2,205,2,712,20106,4,1,11,,1,11,,1,,,,,,1,11,,1,11,,,,,1,4,18,9,,2,,,,,,,,,0
2,2,205,2,712,20106,5,1,11,,1,11,,1,,,,,,1,11,,1,11,,,,,1,4,18,9,,2,,,,,,,,,0
2,2,205,2,712,20106,6,1,11,,1,11,,1,,,,,,1,11,,1,11,,,,,1,4,18,9,,2,,,,,,,,,0
2,2,205,2,712,20106,7,1,11,,1,11,,1,,,,,,1,11,,1,11,,,,,1,4,18,9,,2,,,,,,,,,0
2,2,205,2,712,20106,8,1,11,,1,11,,1,,,,,,1,11,,1,11,,,,,1,4,18,9,,2,,,,,,,,,0
2,2,205,2,712,20107,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6130,"AGRICULTURE",1,5,30,9,,2,,,,,,,,,0
2,2,205,2,712,20107,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6130,"AGRICULTURE",1,5,30,9,,2,,,,,,,,,0
2,2,205,2,712,20107,3,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6130,"AGRICULTURE",1,5,30,9,,2,,,,,,,,,0
2,2,205,2,712,20107,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,205,2,712,20107,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,218,2,1592,20116,1,,,,,,,1,,,1,,,1,,,1,,,"FARMING",6111,"AGRICULTURE",1,5,42,9,,2,,,,,,,,,0
2,2,218,2,1592,20116,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,218,2,1592,20116,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,218,2,1592,20116,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,218,2,1592,20116,5,,,,,,,1,,,1,,,1,,,1,,,"FARMING",6111,"AGRICULTURE",1,5,42,9,,2,,,,,,,,,0
2,2,218,2,1592,20116,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,218,2,1592,20116,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,218,2,1592,20116,8,,,,,,,1,,,1,,,1,,,1,,,"FARMING",6111,"AGRICULTURE",1,5,42,9,,2,,,,,,,,,0
2,2,218,2,1592,20116,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,218,2,1592,20117,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,5,16,9,,2,,,,,,,,,0
2,2,218,2,1592,20117,2,1,,,1,,,1,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,4,8,9,,2,,,,,,,,,0
2,2,218,2,1592,20117,3,1,,,1,,,1,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,3,6,9,,2,,,,,,,,,0
2,2,218,2,1592,20117,4,1,,,1,,,1,,,1,,,1,,,1,,,"CROP AND ANIMAL PRODUCTIO",1311,"AGRICULTURE",1,3,5,9,,2,,,,,,,,,0
2,2,218,2,1592,20118,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP GROWER AND LIVESTOCK",6130,"AGRICULTURE",1,5,30,9,,2,,,,,,,,,0
2,2,218,2,1592,20118,2,1,8,,1,8,,1,8,,1,8,,1,8,,1,8,,"CROP GROWER AND LIVESTOCK",6130,"AGRICULTURE",1,5,30,9,,1,"BUYING AND SELLING",3416,"RETAIL TRADE",47,6,21,9,,0
2,2,218,2,1592,20118,3,1,8,,1,8,,1,8,,1,8,,1,8,,1,8,,"CROP GROWER AND LIVESTOCK",6130,"AGRICULTURE",1,5,30,9,,2,,,,,,,,,0
2,2,218,2,1592,20118,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,218,2,1592,20118,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,218,2,1592,20118,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,3,331,1,2322,30003,1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,3,331,1,2322,30003,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,3,331,1,2322,30003,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,0
5,3,331,1,2322,30003,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,,,,,,,0
5,3,331,1,2322,30003,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,0
5,3,331,1,516,30013,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"TRYCYCLE DRIVER",8321,"TRANSPOTATION",49,8,55,4,,2,,,,,,,,,0
5,3,331,1,516,30013,2,,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,"RETAIL TRADE",3416,"RETAIL TRADE",47,4,18,9,,2,,,,,,,,,0
