"zone","state","lga","sector","ea","hhid","plotid","cropid","s11eq1","s11eq2","s11eq3","s11eq4","s11eq5","s11eq6a","s11eq6b","s11eq6c","s11eq7","s11eq7b","s11eq8","s11eq9","s11eq10a","s11eq10b","s11eq10c","s11eq11a","s11eq11b","s11eq12","s11eq13","s11eq13b","s11eq14","s11eq15","s11eq16","s11eq17a","s11eq17b","s11eq17c","s11eq18","s11eq19","s11eq19b","s11eq20","s11eq21","s11eq22","s11eq23","s11eq24","s11eq25","s11eq26","s11eq27","s11eq28a","s11eq28b","s11eq28c","s11eq29","s11eq30","s11eq30b","s11eq31","s11eq32","s11eq33","s11eq34","s11eq35"
4,1,107,2,1044,10062,1,1,"CASSAVA",1020,1,1,1020,13,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10062,1,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N3",1080,1,3,"CUP",100,5,,500,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10062,2,1,"CASSAVA",1020,1,1,1020,5,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10062,2,2,"YAM",1120,1,2,,,,,,,2,,,,,,,,,,1,"N3",1120,40,3,"PIECE",200,5,,2000,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10062,3,1,"CASSAVA",1020,1,1,1020,4,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10062,4,1,"CASSAVA",1020,1,1,1020,4,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10063,1,1,"CASSAVA",1020,1,1,1020,5,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10063,1,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,1,1,,0,1,,100,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10063,1,3,"MELON",1090,1,1,1090,2,3,"CUPS",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10063,2,1,"CASSAVA",1020,1,1,1020,6,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10063,2,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,1,1,,0,1,,100,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10063,2,3,"PEPPER",2140,1,1,2140,7,3,"CUPS",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10063,3,1,"CASSAVA",1020,1,1,1020,4,3,"BUNDLES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10063,3,2,"PUMKIN",2193,1,1,2193,50,3,"PIECES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10063,3,3,"OIL PALM TREE",3180,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,1,1,,0,1,,100,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10064,1,1,"YAM",1121,1,2,,,,,,,2,,,,,,,,,,1,"N2",1121,30,3,"PIECE",3500,3,,300,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10064,1,2,"MAIZE",1080,1,1,1080,1,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10064,1,3,"CASSAVA",1020,1,1,1020,5,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10064,2,1,"MAIZE",1080,1,1,1080,1,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10064,2,2,"CASSAVA",1020,1,1,1020,4,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10064,3,1,"CASSAVA",1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10064,3,2,"GARDEN",2080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10064,3,3,"PUMKIN",2193,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10065,1,1,"CASSAVA",1020,1,1,1020,5,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10065,1,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N2",1080,1,1,,100,3,,150,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10065,1,3,"YAM",1121,1,2,,,,,,,2,,,,,,,,,,1,"N1",1121,1,1,,100,3,,150,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10065,2,1,"CASSAVA",1020,1,1,1020,40,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10065,2,2,"GARDEN EGG",2080,1,1,2080,50,3,"PIECES",1,,2,,,,,,,,,,1,"N1",2080,1,1,,100,3,,150,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10065,2,3,"PUMKIN",2193,1,1,2193,50,3,"PIECE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10065,3,1,"CASSAVA",1020,1,1,1020,4,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10065,3,2,"OIL PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10066,1,1,"CASSAVA",1020,1,1,1020,8,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10066,1,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,10,3,"CUP",200,5,,150,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10066,1,3,"MELON",1090,1,1,1090,3,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10066,2,1,"CASSAVA",1020,1,1,1020,7,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10066,2,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,8,3,"CUP",200,5,,150,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10066,2,3,"MELON",1090,1,1,1090,3,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10066,3,1,"CASSAVA",1020,1,1,1020,5,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10066,3,2,"YAM",1120,1,2,,,,,,,2,,,,,,,,,,1,"N1",1120,35,3,"PIECES",200,5,,2500,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10066,3,3,"PUMKIN",2190,1,2,,,,,,,2,,,,,,,,,,1,"N1",2190,20,3,"BUNCHES",400,5,,3500,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10067,1,1,"CASSAVA",1020,1,1,1020,5,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10067,1,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,4,3,"CUP",200,3,,200,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10067,1,3,"OKRO",2120,1,2,,,,,,,1,2120,2,3,"CUP","N2",,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10067,2,1,"CASSAVA",1020,1,1,1020,4,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10067,2,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,3,3,"CUP3",200,3,,150,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10067,2,3,"PUMKIN",2190,1,1,2190,1,3,"BUNCH",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10067,3,1,"CASSAVA",1020,1,1,1020,5,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10067,3,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,4,3,"CUP",200,3,,200,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10067,3,3,"PUMKIN",2190,1,1,2190,1,3,"BUNCH",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10068,1,1,"CASSAVA",1020,1,1,1020,5,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10068,1,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,8,3,"CUP",300,6,,400,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10068,2,1,"CASSAVA",1020,1,1,1020,4,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10068,2,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,4,3,"CUP",300,6,,200,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10068,2,3,"PUMKIN",2193,1,2,,,,,,,2,,,,,,,,,,1,"N1",2193,1,3,"BUNCH",300,6,,300,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10068,2,4,"OKRO",2120,1,2,,,,,,,2,,,,,,,,,,1,"N1",2120,1,3,"CUP",300,6,,150,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10069,1,1,"CASSAVA",1020,1,1,1020,12,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10069,1,2,"MAIZE",1080,1,1,1080,10,3,"PIECES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10069,1,3,"MELON",1090,1,1,1090,4,3,"CUPS",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10069,2,1,"CASSAVA",1020,1,1,1020,7,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10069,2,2,"MELON",1090,1,1,1090,3,3,"CUPS",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10069,2,3,"MAIZE",1080,1,1,1080,5,3,"PIECES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10069,3,1,"CASSAVA",1020,1,1,1020,9,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10069,3,2,"MAIZE",1080,1,1,1080,6,3,"PIECES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10070,1,1,"CASSAVA",1020,1,1,1020,10,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10070,1,2,"MAIZE",1080,1,1,1080,3,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10070,2,1,"YAM",1120,1,1,1120,200,3,"PIECES",1,,2,,,,,,,,,,1,"N2",1120,200,3,"PIECES",200,5,,3000,1,,,,2,,,,,,,,,,,,,
4,1,107,2,1044,10070,2,2,"CASSAVA",1020,1,1,1020,11,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10070,2,3,"PLAINTAIN",2170,1,1,2170,3,3,"SOCKER",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,107,2,1044,10070,3,1,"CASSAVA",1020,1,1,1020,15,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10071,1,1,"CASSAVA",1020,1,1,1020,6,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10071,1,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,2,3,"CUP",0,1,,60,1,,,,2,,,,,,,,,,,,,
4,1,117,2,560,10071,1,3,"YAM",1120,1,1,1120,20,3,"PIECE",1,,2,,,,,,,,,,1,"N2",1120,30,3,"PIECE",0,1,,4000,1,,,,2,,,,,,,,,,,,,
4,1,117,2,560,10071,2,1,"CASSAVA",1020,1,1,1020,5,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10071,2,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,3,3,"CUP",0,1,,100,1,,,,2,,,,,,,,,,,,,
4,1,117,2,560,10071,3,1,"CASSAVA",1020,1,1,1020,7,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10071,3,2,"OSE (PEPPER)",2140,1,2,,,,,,,2,,,,,,,,,,1,"N1",2140,1,3,"CUP",0,1,,20,1,,,,2,,,,,,,,,,,,,
4,1,117,2,560,10071,4,1,"OIL PAM TREE",3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10072,1,1,"CASSAVA",1020,1,1,1020,7,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10072,1,2,"MAIZE",1080,1,1,1080,2,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10072,2,1,"CASSAVA",1020,1,1,1020,5,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10072,2,2,"YAM",1120,1,1,1120,30,3,"TUBERS",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10073,1,1,"CASSAVA",1020,1,1,1020,2,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10073,1,2,"MAIZE",1080,1,1,1080,1,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10073,1,3,"OIL PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10073,2,1,"CASSAVA",1020,1,1,1020,2,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10073,2,2,"MAIZE",1080,1,1,1080,1,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10073,2,3,"PUMKIN",2193,1,2,,,,,,,2,,,,,,,,,,1,"N1",2193,30,3,"PIECES",100,3,,300,1,,,,2,,,,,,,,,,,,,
4,1,117,2,560,10074,1,1,"YAM",1120,1,2,,,,,,,2,,,,,,,,,,1,"N1",1121,40,3,"PIECE",200,6,,2000,1,,,,2,,,,,,,,,,,,,
4,1,117,2,560,10074,1,2,"CASSAVA",1020,1,1,1020,2,3,"BUNDLE",4,,2,,,,,,,,,,1,"N1",1020,3,3,"BUNDLE",0,6,,500,1,,,,2,,,,,,,,,,,,,
4,1,117,2,560,10074,1,3,"PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10074,1,4,"PEAR",3220,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10074,3,1,"CASSAVA",1020,1,1,1020,2,3,"BUNDLE",4,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10074,3,2,"MAIZE",1080,1,1,1080,1,1,,4,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10074,3,3,"OIL PALM TREE",3180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10074,3,4,"PLANTAIN",2170,1,2,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10075,1,1,"CASSAVA",1020,1,1,1020,4,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10075,1,2,"MAIZE",1080,1,1,1080,3,3,"PIECE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10075,1,3,"YAM",1120,1,1,1120,10,3,"PIECE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10075,2,1,"CASSAVA",1020,1,1,1020,3,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10076,1,1,"CASSAVA",1020,1,1,1020,4,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10076,1,2,"MAIZE",1080,1,1,1080,4,3,"PIECE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10076,2,1,"CASSAVA",1020,1,1,1020,7,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10076,3,1,"CASSAVA",1020,1,1,1020,3,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10076,3,2,"MAIZE",1080,1,1,1080,3,3,"PIECE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10076,4,1,"CASSAVA",1020,1,1,1020,5,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10076,4,2,"MAIZE",1080,1,1,1080,2,3,"PIECE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10077,1,1,"YAM",1120,1,2,,,,,,,2,,,,,,,,,,1,"N1",1120,30,3,"PIECE",150,5,,2400,1,,,,2,,,,,,,,,,,,,
4,1,117,2,560,10077,1,2,"MAIZE",1080,1,1,1080,2,3,"PIECE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10077,2,1,"CASSAVA",1020,1,1,1020,1,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10077,2,2,"YAM",1120,1,2,,,,,,,2,,,,,,,,,,1,"N1",1120,10,3,"PIECE",150,5,,800,1,,,,2,,,,,,,,,,,,,
4,1,117,2,560,10077,2,3,"MAIZE",1080,1,1,1080,1,3,"PIECE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10078,1,1,"YAM",1120,1,1,1121,300,3,"PIECES",1,,2,,,,,,,,,,1,"N1",1121,50,3,"PIECES",0,1,,5600,1,,,,2,,,,,,,,,,,,,
4,1,117,2,560,10078,1,2,"CASSAVA",1020,1,1,1020,10,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10078,1,3,"MAIZE",1080,1,1,1080,7,3,"PIECES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10078,1,4,"COCOYAM",1040,1,1,1040,15,3,"BASIN",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10078,1,5,"PUMKIN",2190,1,1,2190,20,3,"PIECES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10078,2,1,"YAM",1120,1,1,1121,200,3,"PIECES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10078,2,2,"CASSAVA",1020,1,1,1020,9,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10079,1,1,"YAM",1120,1,2,,,,,,,2,,,,,,,,,,1,"N1",1121,200,3,"PIECES",0,8,"FREE",20000,1,,,,2,,,,,,,,,,,,,
4,1,117,2,560,10079,1,2,"CASSAVA",1020,1,1,1020,11,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10079,1,3,"MELON",1090,1,1,1090,5,3,"CUP",2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10079,2,1,"CASSAVA",1020,1,1,1020,7,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10079,2,2,"OKRO",2120,1,1,2120,1,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10079,2,3,"MAIZE",1080,1,1,1080,4,3,"PIECE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10079,3,1,"CASSAVA",1020,1,1,1020,10,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10080,1,1,"YAM",1120,1,1,1121,350,3,"PIECES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10080,1,2,"CASSAVA",1020,1,1,1020,12,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10080,1,3,"MAIZE",1080,1,1,1080,10,3,"PIECES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10080,2,1,"CASSAVA",1020,1,1,1020,8,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10080,2,2,"PUMKIN",2191,1,1,2191,9,3,"PIECES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,117,2,560,10080,2,3,"OKRO",2120,1,1,2120,15,3,"PIECES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10081,1,1,"CASSAVA",1020,1,1,1020,2,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10081,2,1,"CASSAVA",1020,1,1,1020,1,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10082,1,1,"CASSAVA",1020,1,1,1020,10,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10082,1,2,"MAIZE",1080,1,1,1080,10,3,"PIECE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10082,2,1,"CASSAVA",1020,1,1,2193,2,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10082,2,2,"MAIZE",1080,1,1,1080,6,3,"PIECE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10082,3,1,"CASSAVA",1020,1,1,1020,3,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10082,3,2,"PUMKIN SEED",2193,1,1,2193,2,3,"PIECE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10084,1,1,"CASSAVA",1020,1,1,1020,5,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10084,1,2,"MAIZE",1080,1,1,1080,1,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10084,2,1,"CASSAVA",1020,1,1,1020,4,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10084,2,2,"MAIZE",1080,1,1,1080,1,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10084,3,1,"CASSAVA",1020,1,1,1020,3,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10084,3,2,"MAIZE",1080,1,1,1080,1,1,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10085,1,1,"YAM",1120,1,1,1120,30,2,,1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10085,1,2,"MAIZE",1080,1,1,1080,1,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10085,1,3,"CASSAVA",1020,1,1,1020,6,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10085,2,1,"CASSAVA",1020,1,1,1020,8,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10086,1,1,"CASSAVA",1020,1,1,1020,7,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10086,1,2,"AVACADO PEAR",3221,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10087,1,1,"CASSAVA",1020,1,1,1020,6,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,110,2,76,10087,1,2,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,5,3,"PIECES",100,1,,0,1,,,,2,,,,,,,,,,,,,
