"zone","state","lga","sector","ea","item_cd","sc2q2","sc2q3a","sc2q3b","sc2q3c"
6,28,2813,2,612,103,1,300,8,105
6,28,2813,2,612,104,1,150,1,105
6,28,2813,2,612,111,1,600,1,4
6,28,2813,2,612,112,1,700,1,4
6,28,2813,2,612,130,1,50,1,2
6,28,2813,2,612,140,1,40,1,2
6,28,2813,2,612,150,1,80,35,106
6,28,2813,2,612,151,1,10,30,106
6,28,2813,2,612,152,1,100,33,106
6,28,2813,2,612,153,1,60,35,106
6,28,2813,2,612,160,1,200,60,106
6,28,2813,2,612,161,1,100,2,103
6,28,2814,1,1876,12,1,100,5,105
6,28,2814,1,1876,14,1,250,1,6
6,28,2814,1,1876,15,1,70,1,105
6,28,2814,1,1876,18,1,200,1,6
6,28,2814,1,1876,31,1,1500,5,105
6,28,2814,1,1876,32,1,120,1,6
6,28,2814,1,1876,33,1,150,1,6
6,28,2814,1,1876,34,1,200,15,105
6,28,2814,1,1876,35,1,500,1,42
6,28,2814,1,1876,37,1,20,6,6
6,28,2814,1,1876,41,1,250,1,6
6,28,2814,1,1876,42,1,200,1,6
6,28,2814,1,1876,50,1,4500,1,103
6,28,2814,1,1876,60,1,400,1,41
6,28,2814,1,1876,61,1,200,1,32
6,28,2814,1,1876,64,1,200,1,105
6,28,2814,1,1876,70,1,20,6,105
6,28,2814,1,1876,72,1,20,1,105
6,28,2814,1,1876,73,1,20,6,105
6,28,2814,1,1876,74,1,20,10,105
6,28,2814,1,1876,75,1,40,1,1
6,28,2814,1,1876,76,1,40,1,2
6,28,2814,1,1876,80,1,800,1,105
6,28,2814,1,1876,81,1,600,1,105
6,28,2814,1,1876,83,1,30,1,105
6,28,2814,1,1876,84,1,50,1,105
6,28,2814,1,1876,90,1,500,1,101
6,28,2814,1,1876,92,1,200,2,101
6,28,2814,1,1876,93,1,500,1,101
6,28,2814,1,1876,100,1,500,1,101
6,28,2814,1,1876,101,1,200,1,105
6,28,2814,1,1876,102,1,200,1,101
6,28,2814,1,1876,104,1,200,1,105
6,28,2814,1,1876,114,1,110,1,2
6,28,2814,1,1876,130,1,60,1,2
6,28,2814,1,1876,140,1,50,1,2
6,28,2814,1,1876,150,1,120,50,106
6,28,2814,1,1876,151,1,5,30,106
6,28,2814,1,1876,152,1,70,33,106
6,28,2814,1,1876,153,1,60,35,106
6,28,2814,1,1876,160,1,180,60,106
6,28,2814,1,1876,161,1,60,1,2
6,28,2815,2,1164,12,1,50,20,105
6,28,2815,2,1164,14,1,260,1,6
6,28,2815,2,1164,15,1,30,1,106
6,28,2815,2,1164,16,1,150,1,6
6,28,2815,2,1164,17,1,150,1,6
6,28,2815,2,1164,18,1,150,1,6
6,28,2815,2,1164,31,1,500,5,105
6,28,2815,2,1164,32,1,150,1,105
6,28,2815,2,1164,34,1,600,1,32
6,28,2815,2,1164,35,1,250,1,41
6,28,2815,2,1164,37,1,40,20,105
6,28,2815,2,1164,50,1,700,4,103
6,28,2815,2,1164,74,1,50,15,105
6,28,2815,2,1164,76,1,50,1,2
6,28,2815,2,1164,80,1,1500,1,105
6,28,2815,2,1164,83,1,50,1,105
6,28,2815,2,1164,84,1,30,1,105
6,28,2815,2,1164,90,1,100,3,105
6,28,2815,2,1164,92,1,50,1,105
6,28,2815,2,1164,101,1,70,1,105
6,28,2815,2,1164,102,1,60,1,105
6,28,2815,2,1164,104,1,200,1,105
6,28,2815,2,1164,130,1,10,2,102
6,28,2815,2,1164,140,1,20,2,102
6,28,2815,2,1164,151,1,5,1,105
6,28,2815,2,1164,152,1,100,33,106
6,28,2815,2,1164,153,1,60,35,106
6,28,2815,2,1164,160,1,180,60,106
6,28,2815,2,1164,161,1,500,4,103
6,28,2815,2,1164,164,1,400,1,106
6,28,2816,1,2302,12,1,120,1,6
6,28,2816,1,2302,14,1,260,1,6
6,28,2816,1,2302,15,1,70,1,106
6,28,2816,1,2302,17,1,130,1,6
6,28,2816,1,2302,18,1,120,1,6
6,28,2816,1,2302,31,1,700,5,51
6,28,2816,1,2302,32,1,100,1,6
6,28,2816,1,2302,34,1,1000,1,32
6,28,2816,1,2302,40,1,150,1,6
6,28,2816,1,2302,41,1,240,1,6
6,28,2816,1,2302,42,1,200,1,6
6,28,2816,1,2302,43,1,100,1,6
6,28,2816,1,2302,50,1,4500,1,93
6,28,2816,1,2302,60,1,1500,12,42
6,28,2816,1,2302,61,1,200,1,12
6,28,2816,1,2302,64,1,500,1,21
6,28,2816,1,2302,70,1,20,6,105
6,28,2816,1,2302,71,1,30,200,102
6,28,2816,1,2302,72,1,20,1,105
6,28,2816,1,2302,73,1,20,7,105
6,28,2816,1,2302,74,1,50,12,105
6,28,2816,1,2302,75,1,40,1,2
6,28,2816,1,2302,76,1,100,1,2
6,28,2816,1,2302,80,1,1000,1,105
6,28,2816,1,2302,83,1,30,1,105
6,28,2816,1,2302,84,1,50,1,105
6,28,2816,1,2302,90,1,200,10,105
6,28,2816,1,2302,101,1,200,1,105
6,28,2816,1,2302,102,1,150,1,105
6,28,2816,1,2302,103,1,700,12,105
6,28,2816,1,2302,104,1,60,1,105
6,28,2816,1,2302,111,1,700,450,102
6,28,2816,1,2302,112,1,1200,450,102
6,28,2816,1,2302,130,1,200,750,102
6,28,2816,1,2302,151,1,100,1,105
6,28,2816,1,2302,152,1,100,33,106
6,28,2816,1,2302,153,1,60,35,106
6,28,2816,1,2302,160,1,170,60,106
6,28,2816,2,3944,11,1,120,1,6
6,28,2816,2,3944,12,1,120,1,6
6,28,2816,2,3944,14,1,250,1,6
6,28,2816,2,3944,15,1,70,1,105
6,28,2816,2,3944,17,1,250,1,6
6,28,2816,2,3944,18,1,120,1,6
6,28,2816,2,3944,30,1,1000,1,33
6,28,2816,2,3944,31,1,700,5,105
6,28,2816,2,3944,32,1,100,1,6
6,28,2816,2,3944,33,1,130,1,6
6,28,2816,2,3944,34,1,1500,1,33
6,28,2816,2,3944,35,1,3500,12,42
6,28,2816,2,3944,41,1,200,1,6
6,28,2816,2,3944,42,1,180,1,6
6,28,2816,2,3944,43,1,250,1,6
6,28,2816,2,3944,50,1,5000,30,103
6,28,2816,2,3944,52,1,1200,4,103
6,28,2816,2,3944,60,1,80,1,41
6,28,2816,2,3944,61,1,20,5,105
6,28,2816,2,3944,64,1,100,1,105
6,28,2816,2,3944,70,1,50,12,105
6,28,2816,2,3944,71,1,100,5,105
6,28,2816,2,3944,72,1,100,5,105
6,28,2816,2,3944,74,1,50,15,105
6,28,2816,2,3944,75,1,400,1,6
6,28,2816,2,3944,76,1,50,1,4
6,28,2816,2,3944,80,1,1500,1,105
6,28,2816,2,3944,83,1,30,1,105
6,28,2816,2,3944,84,1,50,1,105
6,28,2816,2,3944,90,1,100,4,105
6,28,2816,2,3944,101,1,200,1,105
6,28,2816,2,3944,102,1,100,1,105
6,28,2816,2,3944,103,1,600,12,105
6,28,2816,2,3944,104,1,2500,12,105
6,28,2816,2,3944,111,1,10,1,105
6,28,2816,2,3944,113,1,100,1,2
6,28,2816,2,3944,130,1,40,1,2
6,28,2816,2,3944,140,1,20,1,2
6,28,2816,2,3944,150,1,120,50,106
6,28,2816,2,3944,151,1,10,1,105
6,28,2816,2,3944,152,1,100,33,106
6,28,2816,2,3944,153,1,60,35,106
6,28,2816,2,3944,160,1,180,60,106
6,28,2816,2,3944,161,1,100,1,103
6,29,2902,1,1028,10,1,120,1,101
6,29,2902,1,1028,12,1,100,1,101
6,29,2902,1,1028,14,1,250,1,101
6,29,2902,1,1028,15,1,60,1,105
6,29,2902,1,1028,17,1,200,1,101
6,29,2902,1,1028,18,1,120,1,101
6,29,2902,1,1028,30,1,18000,1,81
6,29,2902,1,1028,31,1,150,3,105
6,29,2902,1,1028,32,1,140,1,101
6,29,2902,1,1028,34,1,40,6,105
6,29,2902,1,1028,35,1,400,1,106
6,29,2902,1,1028,40,1,150,1,101
6,29,2902,1,1028,41,1,240,1,101
6,29,2902,1,1028,42,1,200,1,101
6,29,2902,1,1028,43,1,220,1,101
6,29,2902,1,1028,50,1,5000,1,93
6,29,2902,1,1028,51,1,200,1,102
6,29,2902,1,1028,52,1,1250,1,103
6,29,2902,1,1028,60,1,140,1,105
6,29,2902,1,1028,61,1,200,4,105
6,29,2902,1,1028,64,1,300,1,105
6,29,2902,1,1028,70,1,40,4,105
6,29,2902,1,1028,71,1,40,1,105
6,29,2902,1,1028,72,1,200,4,105
6,29,2902,1,1028,73,1,20,10,105
6,29,2902,1,1028,74,1,20,15,105
6,29,2902,1,1028,76,1,20,1,102
6,29,2902,1,1028,77,1,20,1,105
6,29,2902,1,1028,80,1,700,1,105
6,29,2902,1,1028,81,1,2000,1,105
6,29,2902,1,1028,83,1,30,1,105
6,29,2902,1,1028,84,1,50,1,105
6,29,2902,1,1028,90,1,500,10,105
6,29,2902,1,1028,100,1,350,1,101
6,29,2902,1,1028,101,1,200,1,101
6,29,2902,1,1028,102,1,140,1,105
6,29,2902,1,1028,103,1,300,4,105
6,29,2902,1,1028,104,1,150,1,105
6,29,2902,1,1028,110,1,1000,1,103
6,29,2902,1,1028,111,1,450,1,102
6,29,2902,1,1028,112,1,800,1,105
6,29,2902,1,1028,113,1,100,1,105
6,29,2902,1,1028,121,1,30,1,105
6,29,2902,1,1028,122,1,10,1,105
6,29,2902,1,1028,130,1,10,1,105
6,29,2902,1,1028,132,1,1000,1,103
6,29,2902,1,1028,150,1,50,1,105
6,29,2902,1,1028,151,1,5,1,105
6,29,2902,1,1028,152,1,50,1,103
6,29,2905,1,1096,10,1,100,1,101
6,29,2905,1,1096,12,1,100,1,101
6,29,2905,1,1096,13,1,190,1,101
6,29,2905,1,1096,14,1,250,1,101
6,29,2905,1,1096,15,1,60,1,102
6,29,2905,1,1096,17,1,30000,1,106
6,29,2905,1,1096,18,1,30,1,6
6,29,2905,1,1096,19,1,750,5,101
6,29,2905,1,1096,30,1,400,1,21
6,29,2905,1,1096,31,1,500,6,105
6,29,2905,1,1096,32,1,100,1,101
6,29,2905,1,1096,33,1,100,1,101
6,29,2905,1,1096,34,1,100,6,105
6,29,2905,1,1096,35,1,250,4,105
6,29,2905,1,1096,36,1,100,10,105
6,29,2905,1,1096,38,1,100,4,105
6,29,2905,1,1096,40,1,110,1,6
6,29,2905,1,1096,41,1,250,1,101
6,29,2905,1,1096,42,1,180,1,101
6,29,2905,1,1096,43,1,80,1,101
6,29,2905,1,1096,44,1,50,6,105
6,29,2905,1,1096,50,1,5500,1,103
6,29,2905,1,1096,51,1,270,1,103
6,29,2905,1,1096,52,1,220,1,103
6,29,2905,1,1096,60,1,250,1,41
6,29,2905,1,1096,61,1,50,4,105
6,29,2905,1,1096,62,1,30,4,105
6,29,2905,1,1096,63,1,50,1,105
6,29,2905,1,1096,64,1,70,1,101
6,29,2905,1,1096,65,1,100,1,103
6,29,2905,1,1096,70,1,500,1,101
6,29,2905,1,1096,71,1,100,1,102
6,29,2905,1,1096,72,1,20,1,105
6,29,2905,1,1096,73,1,20,6,105
6,29,2905,1,1096,74,1,20,1,102
6,29,2905,1,1096,75,1,5,1,102
6,29,2905,1,1096,76,1,20,1,102
6,29,2905,1,1096,77,1,100,1,102
6,29,2905,1,1096,78,1,20,1,102
6,29,2905,1,1096,80,1,800,1,101
6,29,2905,1,1096,81,1,1200,1,101
6,29,2905,1,1096,83,1,20,1,102
6,29,2905,1,1096,84,1,60,1,102
6,29,2905,1,1096,90,1,100,5,105
6,29,2905,1,1096,91,1,200,7,105
6,29,2905,1,1096,93,1,500,10,105
6,29,2905,1,1096,95,1,120,1,102
6,29,2905,1,1096,100,1,500,1,101
6,29,2905,1,1096,101,1,600,4,101
6,29,2905,1,1096,102,1,70,1,102
6,29,2905,1,1096,103,1,200,4,105
6,29,2905,1,1096,104,1,1000,5,105
6,29,2905,1,1096,111,1,650,1,102
6,29,2905,1,1096,112,1,700,1,102
6,29,2905,1,1096,113,1,110,1,103
6,29,2905,1,1096,122,1,500,1,102
6,29,2905,1,1096,130,1,5,1,102
6,29,2905,1,1096,132,1,200,1,103
6,29,2905,1,1096,140,1,10,1,102
6,29,2905,1,1096,150,1,100,1,103
6,29,2905,1,1096,151,1,5,1,103
6,29,2905,1,1096,152,1,100,1,103
6,29,2905,1,1096,153,1,60,1,103
6,29,2905,1,1096,154,1,300,1,101
6,29,2905,1,1096,160,1,160,1,103
6,29,2905,1,1096,163,1,200,1,103
6,29,2909,2,220,10,1,80,1,6
6,29,2909,2,220,12,1,60,1,6
6,29,2909,2,220,13,1,190,1,6
6,29,2909,2,220,14,1,240,1,6
6,29,2909,2,220,15,1,60,1,102
6,29,2909,2,220,17,1,30000,1,106
6,29,2909,2,220,18,1,150,,6
6,29,2909,2,220,19,1,140,,6
6,29,2909,2,220,30,1,400,1,21
6,29,2909,2,220,31,1,1500,6,105
6,29,2909,2,220,32,1,80,1,6
6,29,2909,2,220,33,1,80,1,6
6,29,2909,2,220,34,1,200,6,105
6,29,2909,2,220,35,1,500,10,105
6,29,2909,2,220,36,1,100,5,105
6,29,2909,2,220,40,1,130,1,6
6,29,2909,2,220,41,1,220,,6
6,29,2909,2,220,42,1,180,,6
6,29,2909,2,220,43,1,100,,6
6,29,2909,2,220,50,1,5500,1,103
6,29,2909,2,220,51,1,270,1,102
6,29,2909,2,220,52,1,1100,,91
6,29,2909,2,220,60,1,200,1,41
6,29,2909,2,220,61,1,5,,105
6,29,2909,2,220,63,1,50,1,105
6,29,2909,2,220,64,1,1000,12,105
6,29,2909,2,220,65,1,100,1,103
6,29,2909,2,220,70,1,30,1,102
6,29,2909,2,220,72,1,50,1,102
6,29,2909,2,220,73,1,20,6,105
6,29,2909,2,220,74,1,20,1,102
6,29,2909,2,220,75,1,10,1,102
6,29,2909,2,220,76,1,50,1,102
6,29,2909,2,220,77,1,30,1,102
6,29,2909,2,220,78,1,20,1,102
6,29,2909,2,220,80,1,500,1,101
6,29,2909,2,220,81,1,2500,1,101
6,29,2909,2,220,83,1,20,1,102
6,29,2909,2,220,84,1,50,1,102
6,29,2909,2,220,90,1,200,10,105
6,29,2909,2,220,91,1,300,7,105
6,29,2909,2,220,95,1,120,1,102
6,29,2909,2,220,100,1,500,1,101
6,29,2909,2,220,101,1,300,6,101
6,29,2909,2,220,102,1,80,1,102
6,29,2909,2,220,103,1,250,4,105
6,29,2909,2,220,111,1,650,1,102
6,29,2909,2,220,113,1,80,1,103
6,29,2909,2,220,121,1,20,1,102
6,29,2909,2,220,122,1,120,1,102
6,29,2909,2,220,130,1,5,1,102
6,29,2909,2,220,132,1,200,1,103
6,29,2909,2,220,140,1,10,1,102
6,29,2909,2,220,150,1,100,1,103
6,29,2909,2,220,151,1,5,1,103
6,29,2909,2,220,152,1,100,1,103
6,29,2909,2,220,153,1,60,1,103
6,29,2909,2,220,154,1,300,1,103
6,29,2909,2,220,160,1,160,,103
6,29,2909,2,220,163,1,200,1,103
6,29,2910,1,350,10,1,100,1,101
6,29,2910,1,350,12,1,100,1,101
6,29,2910,1,350,14,1,250,1,101
6,29,2910,1,350,15,1,60,1,102
6,29,2910,1,350,17,1,1000,1,106
6,29,2910,1,350,18,1,150,1,101
6,29,2910,1,350,31,1,500,5,101
6,29,2910,1,350,32,1,120,1,101
6,29,2910,1,350,33,1,200,1,101
6,29,2910,1,350,35,1,200,5,105
6,29,2910,1,350,36,1,30,1,105
6,29,2910,1,350,40,1,140,1,101
6,29,2910,1,350,41,1,300,1,101
6,29,2910,1,350,42,1,220,1,101
6,29,2910,1,350,43,1,300,1,101
6,29,2910,1,350,50,1,140,1,106
6,29,2910,1,350,53,1,220,1,106
6,29,2910,1,350,60,1,40,6,105
6,29,2910,1,350,61,1,100,5,105
6,29,2910,1,350,63,1,100,4,105
6,29,2910,1,350,64,1,200,1,105
6,29,2910,1,350,70,1,6000,1,63
6,29,2910,1,350,72,1,200,10,61
6,29,2910,1,350,73,1,50,6,105
6,29,2910,1,350,74,1,50,12,105
6,29,2910,1,350,76,1,50,1,106
6,29,2910,1,350,80,1,1600,1,101
6,29,2910,1,350,83,1,30,1,102
6,29,2910,1,350,90,1,500,10,101
6,29,2910,1,350,100,1,500,2,101
6,29,2910,1,350,101,1,100,1,105
6,29,2910,1,350,102,1,130,1,105
6,29,2910,1,350,103,1,1000,3,105
6,29,2910,1,350,111,1,350,1,102
6,29,2910,1,350,113,1,100,1,102
6,29,2910,1,350,122,1,600,1,102
6,29,2910,1,350,130,1,10,1,102
6,29,2910,1,350,132,1,1500,1,102
6,29,2910,1,350,140,1,10,1,102
6,29,2910,1,350,150,1,100,1,103
6,29,2910,1,350,151,1,5,1,103
6,29,2910,1,350,152,1,100,1,103
6,29,2910,1,350,153,1,70,1,103
6,29,2910,1,350,154,1,400,1,101
6,29,2911,1,746,10,1,120,1,101
6,29,2911,1,746,12,1,110,1,101
6,29,2911,1,746,14,1,250,1,101
6,29,2911,1,746,15,1,60,1,102
6,29,2911,1,746,17,1,200,1,101
6,29,2911,1,746,18,1,140,1,101
6,29,2911,1,746,31,1,500,5,105
6,29,2911,1,746,32,1,100,1,101
6,29,2911,1,746,33,1,120,1,101
6,29,2911,1,746,35,1,200,5,105
6,29,2911,1,746,41,1,200,1,101
6,29,2911,1,746,42,1,200,1,101
6,29,2911,1,746,43,1,350,1,101
6,29,2911,1,746,50,1,5000,1,106
6,29,2911,1,746,51,1,270,1,102
6,29,2911,1,746,60,1,30,8,105
6,29,2911,1,746,61,1,50,3,105
6,29,2911,1,746,70,1,50,8,105
6,29,2911,1,746,71,1,30,1,102
6,29,2911,1,746,72,1,100,5,105
6,29,2911,1,746,74,1,20,7,105
6,29,2911,1,746,75,1,20,7,105
6,29,2911,1,746,76,1,50,10,105
6,29,2911,1,746,80,1,1500,1,101
6,29,2911,1,746,83,1,30,1,102
6,29,2911,1,746,101,1,110,1,105
6,29,2911,1,746,102,1,100,1,105
6,29,2911,1,746,111,1,500,1,102
6,29,2911,1,746,113,1,100,1,102
6,29,2911,1,746,114,1,90,1,102
6,29,2911,1,746,121,1,600,1,102
6,29,2911,1,746,122,1,550,1,102
6,29,2911,1,746,130,1,170,1,102
6,29,2911,1,746,140,1,30,1,102
6,29,2911,1,746,150,1,70,1,102
6,29,2911,1,746,151,1,5,1,103
6,29,2911,1,746,152,1,100,1,103
6,29,2911,1,746,153,1,70,1,103
6,29,2911,1,746,160,1,140,1,103
6,29,2911,1,746,163,1,200,1,103
6,29,2911,2,1870,15,1,60,1,102
6,29,2911,2,1870,18,1,100,1,101
6,29,2911,2,1870,35,1,500,1,72
6,29,2911,2,1870,41,1,200,1,101
6,29,2911,2,1870,42,1,200,1,101
6,29,2911,2,1870,50,1,4500,1,103
6,29,2911,2,1870,60,1,200,12,102
6,29,2911,2,1870,61,1,450,1,106
6,29,2911,2,1870,64,1,20,1,102
6,29,2911,2,1870,101,1,90,1,102
6,29,2911,2,1870,113,1,100,1,102
6,29,2911,2,1870,130,1,10,1,102
6,29,2911,2,1870,140,1,20,1,102
6,29,2914,1,214,10,1,120,1,101
6,29,2914,1,214,12,1,50,1,101
6,29,2914,1,214,13,1,200,1,101
6,29,2914,1,214,14,1,250,1,101
6,29,2914,1,214,15,1,120,1,101
6,29,2914,1,214,17,1,200,1,101
6,29,2914,1,214,18,1,150,1,101
6,29,2914,1,214,19,1,130,1,101
6,29,2914,1,214,30,1,700,1,1
6,29,2914,1,214,31,1,500,4,105
6,29,2914,1,214,32,1,100,1,101
6,29,2914,1,214,33,1,100,1,101
6,29,2914,1,214,34,1,100,10,105
6,29,2914,1,214,35,1,500,1,105
6,29,2914,1,214,36,1,100,10,105
6,29,2914,1,214,40,1,120,1,101
6,29,2914,1,214,41,1,220,1,101
6,29,2914,1,214,42,1,200,1,101
6,29,2914,1,214,43,1,100,1,101
6,29,2914,1,214,50,1,1000,5,103
6,29,2914,1,214,51,1,180,1,102
6,29,2914,1,214,52,1,1200,5,103
6,29,2914,1,214,60,1,300,1,105
6,29,2914,1,214,61,1,20,4,105
6,29,2914,1,214,64,1,50,1,105
6,29,2914,1,214,70,1,20,12,105
6,29,2914,1,214,72,1,100,5,105
6,29,2914,1,214,73,1,10,12,105
6,29,2914,1,214,74,1,20,10,105
6,29,2914,1,214,76,1,20,15,105
6,29,2914,1,214,77,1,20,1,106
6,29,2914,1,214,80,1,700,1,105
6,29,2914,1,214,81,1,3000,1,105
6,29,2914,1,214,83,1,25,1,105
6,29,2914,1,214,84,1,20,1,105
6,29,2914,1,214,90,1,100,6,105
6,29,2914,1,214,91,1,200,8,105
6,29,2914,1,214,92,1,100,10,105
6,29,2914,1,214,93,1,100,5,105
6,29,2914,1,214,94,1,500,5,105
6,29,2914,1,214,100,1,250,1,101
6,29,2914,1,214,101,1,300,1,101
6,29,2914,1,214,102,1,120,2,105
6,29,2914,1,214,103,1,200,6,105
6,29,2914,1,214,104,1,100,1,105
6,29,2914,1,214,111,1,600,1,102
6,29,2914,1,214,112,1,650,1,102
6,29,2914,1,214,114,1,170,1,102
6,29,2914,1,214,121,1,30,1,105
6,29,2914,1,214,122,1,10,2,105
6,29,2914,1,214,130,1,10,1,105
6,29,2914,1,214,132,1,500,1,103
6,29,2914,1,214,140,1,10,1,102
6,29,2914,1,214,150,1,50,1,105
6,29,2914,1,214,151,1,5,1,105
6,29,2914,1,214,152,1,100,1,105
6,29,2914,1,214,153,1,70,1,105
6,29,2914,1,214,154,1,270,1,105
6,29,2914,1,214,160,1,150,1,105
6,29,2914,1,214,161,1,500,1,91
6,29,2914,1,214,163,1,200,1,103
6,29,2918,1,952,10,1,100,1,101
6,29,2918,1,952,12,1,100,1,101
6,29,2918,1,952,13,1,240,1,101
6,29,2918,1,952,14,1,260,1,101
6,29,2918,1,952,15,1,60,1,102
6,29,2918,1,952,17,1,350,1,101
6,29,2918,1,952,18,1,150,1,101
6,29,2918,1,952,19,1,200,1,101
6,29,2918,1,952,30,1,150,1,61
6,29,2918,1,952,31,1,500,1,61
6,29,2918,1,952,32,1,120,1,101
6,29,2918,1,952,33,1,150,1,101
6,29,2918,1,952,34,1,1000,1,61
6,29,2918,1,952,35,1,800,1,72
6,29,2918,1,952,36,1,200,1,61
6,29,2918,1,952,40,1,150,1,101
6,29,2918,1,952,41,1,250,1,101
6,29,2918,1,952,42,1,200,1,101
6,29,2918,1,952,43,1,200,1,101
6,29,2918,1,952,50,1,6000,1,103
6,29,2918,1,952,51,1,250,1,102
6,29,2918,1,952,52,1,250,1,102
6,29,2918,1,952,60,1,300,1,72
6,29,2918,1,952,70,1,6000,1,63
6,29,2918,1,952,72,1,150,10,61
6,29,2918,1,952,74,1,20,8,102
6,29,2918,1,952,75,1,20,10,102
6,29,2918,1,952,76,1,20,15,102
6,29,2918,1,952,78,1,20,106,102
6,29,2918,1,952,80,1,700,1,102
6,29,2918,1,952,83,1,30,1,102
6,29,2918,1,952,84,1,20,1,102
6,29,2918,1,952,100,1,500,1,101
6,29,2918,1,952,101,1,100,1,102
6,29,2918,1,952,103,1,100,1,102
6,29,2918,1,952,111,1,450,1,102
6,29,2918,1,952,112,1,700,1,102
6,29,2918,1,952,113,1,90,1,102
6,29,2918,1,952,122,1,600,1,102
6,29,2918,1,952,130,1,5,1,102
6,29,2918,1,952,132,1,1200,1,102
6,29,2918,1,952,133,1,5,1,102
6,29,2918,1,952,140,1,100,1,102
6,29,2918,1,952,150,1,100,1,103
6,29,2918,1,952,151,1,5,1,103
6,29,2918,1,952,152,1,100,1,103
6,29,2918,1,952,153,1,70,1,103
6,29,2918,1,952,154,1,350,1,101
6,29,2918,1,952,160,1,130,1,103
6,29,2918,1,952,161,1,100,1,103
6,29,2918,1,952,163,1,200,1,103
6,29,2920,1,1210,10,1,120,1,101
6,29,2920,1,1210,12,1,100,1,101
6,29,2920,1,1210,14,1,240,1,101
6,29,2920,1,1210,15,1,60,1,102
6,29,2920,1,1210,17,1,300,1,101
6,29,2920,1,1210,18,1,120,1,101
6,29,2920,1,1210,31,1,500,3,105
6,29,2920,1,1210,32,1,80,1,101
6,29,2920,1,1210,33,1,80,1,101
6,29,2920,1,1210,34,1,100,1,52
6,29,2920,1,1210,35,1,100,4,105
6,29,2920,1,1210,40,1,150,1,101
6,29,2920,1,1210,41,1,250,1,101
6,29,2920,1,1210,42,1,180,1,101
6,29,2920,1,1210,43,1,150,1,101
6,29,2920,1,1210,50,1,200,1,103
6,29,2920,1,1210,51,1,280,1,102
6,29,2920,1,1210,52,1,200,1,103
6,29,2920,1,1210,60,1,20,6,105
6,29,2920,1,1210,61,1,50,6,105
6,29,2920,1,1210,65,1,100,1,102
6,29,2920,1,1210,70,1,50,,106
6,29,2920,1,1210,72,1,50,3,105
6,29,2920,1,1210,73,1,20,5,105
6,29,2920,1,1210,74,1,20,,106
6,29,2920,1,1210,75,1,20,,106
6,29,2920,1,1210,76,1,50,,106
6,29,2920,1,1210,80,1,600,1,101
6,29,2920,1,1210,83,1,30,1,105
6,29,2920,1,1210,84,1,50,1,105
6,29,2920,1,1210,90,1,500,12,101
6,29,2920,1,1210,100,1,500,3,105
6,29,2920,1,1210,101,1,150,1,105
6,29,2920,1,1210,102,1,100,1,105
6,29,2920,1,1210,103,1,200,3,105
6,29,2920,1,1210,111,1,500,1,102
6,29,2920,1,1210,113,1,110,1,102
6,29,2920,1,1210,114,1,90,1,102
6,29,2920,1,1210,121,1,600,1,102
6,29,2920,1,1210,122,1,580,1,102
6,29,2920,1,1210,130,1,10,,106
6,29,2920,1,1210,132,1,1000,1,103
6,29,2920,1,1210,133,1,10,3,102
6,29,2920,1,1210,140,1,20,,106
6,29,2920,1,1210,150,1,100,1,102
6,29,2920,1,1210,151,1,5,1,103
6,29,2920,1,1210,152,1,100,1,103
6,29,2920,1,1210,153,1,60,1,103
6,29,2920,1,1210,160,1,140,1,103
6,29,2920,1,1210,163,1,90,1,103
6,29,2920,1,1210,164,1,200,1,103
6,29,2920,2,1628,12,1,70,1,101
6,29,2920,2,1628,14,1,300,1,101
6,29,2920,2,1628,15,1,60,1,102
6,29,2920,2,1628,30,1,29000,,7
6,29,2920,2,1628,32,1,70,1,101
6,29,2920,2,1628,33,1,80,1,101
6,29,2920,2,1628,34,1,1200,1,52
6,29,2920,2,1628,35,1,400,1,72
6,29,2920,2,1628,41,1,180,1,101
6,29,2920,2,1628,42,1,160,1,101
6,29,2920,2,1628,50,1,4800,1,103
6,29,2920,2,1628,60,1,500,12,106
6,29,2920,2,1628,61,1,4000,5,106
6,29,2920,2,1628,63,1,20,1,102
6,29,2920,2,1628,64,1,150,1,101
6,29,2920,2,1628,70,1,100,1,52
6,29,2920,2,1628,74,1,600,1,52
6,29,2920,2,1628,76,1,300,1,52
6,29,2920,2,1628,78,1,20,1,106
6,29,2920,2,1628,80,1,800,1,101
6,29,2920,2,1628,81,1,1800,1,101
6,29,2920,2,1628,100,1,400,1,101
6,29,2920,2,1628,101,1,100,1,105
6,29,2920,2,1628,102,1,150,1,105
6,29,2920,2,1628,103,1,500,1,105
6,29,2920,2,1628,104,1,200,1,105
6,29,2920,2,1628,111,1,30,1,106
6,29,2920,2,1628,113,1,120,1,102
6,29,2920,2,1628,114,1,90,1,102
6,29,2920,2,1628,130,1,10,1,102
6,29,2920,2,1628,140,1,20,1,102
6,29,2923,1,396,10,1,120,,101
6,29,2923,1,396,12,1,50,1,101
6,29,2923,1,396,13,1,220,1,101
6,29,2923,1,396,14,1,250,1,101
6,29,2923,1,396,15,1,120,1,101
6,29,2923,1,396,17,1,300,1,101
6,29,2923,1,396,18,1,100,1,101
6,29,2923,1,396,30,1,8000,1,101
6,29,2923,1,396,31,1,600,5,105
6,29,2923,1,396,32,1,100,1,101
6,29,2923,1,396,34,1,1500,1,21
6,29,2923,1,396,35,1,500,1,41
6,29,2923,1,396,40,1,140,1,101
