"zone","state","lga","sector","ea","activity_cd","sc3bq2c","sc3bq3","sc3bq4","sc3bq5","sc3bq6","sc3bq7","sc3bq8","sc3bq9","sc3bq10","sc3bq11","sc3bq12"
6,29,2911,2,1870,2,3110,1,3,1,1000,2,,2,,1,3000
6,29,2911,2,1870,1,3040,1,3,1,1000,2,,2,,1,3000
6,29,2911,2,1870,7,,2,,,,,,,,,
6,29,2911,2,1870,3,3170,1,3,1,1000,2,,2,,1,3000
6,29,2911,2,1870,4,3040,2,,2,,,,,,,
6,29,2914,1,214,1,1120,1,3,1,1000,2,,2,,,
6,29,2914,1,214,6,1020,1,3,1,1000,1,500,2,,,
6,29,2914,1,214,4,1120,1,3,1,1000,1,500,2,,,
6,29,2914,1,214,2,1080,1,3,1,1000,2,,2,,,
6,29,2914,1,214,5,1080,1,3,1,1000,1,500,2,,,
6,29,2914,1,214,3,1020,1,3,1,1000,2,,2,,,
6,29,2918,1,952,7,,1,2,1,700,2,,1,500,1,4000
6,29,2918,1,952,2,1020,1,2,1,700,2,,1,700,1,1000
6,29,2918,1,952,6,2194,1,2,1,700,2,,1,500,1,5000
6,29,2918,1,952,8,,1,2,1,700,2,,1,500,1,5000
6,29,2918,1,952,1,1080,1,2,1,700,2,,1,700,1,1000
6,29,2918,1,952,4,1080,1,2,1,700,2,,1,500,1,5000
6,29,2918,1,952,5,1020,1,2,1,700,2,,1,500,1,5000
6,29,2918,1,952,3,2194,1,2,1,700,2,,1,700,1,1000
6,29,2920,1,1210,1,1020,1,3,1,1000,2,,1,500,1,8000
6,29,2920,1,1210,3,2170,1,3,1,1000,2,,1,500,1,800
6,29,2920,1,1210,2,1080,1,3,1,1000,2,,1,500,1,8000
6,29,2920,1,1210,4,1020,1,3,1,1000,2,,1,500,1,5000
6,29,2920,1,1210,5,1080,1,3,1,800,2,,1,500,1,5000
6,29,2920,1,1210,8,,1,3,1,800,2,,1,500,1,5000
6,29,2920,1,1210,6,2170,1,3,1,800,2,,1,500,1,5000
6,29,2920,1,1210,7,,1,3,1,800,2,,1,500,1,5000
6,29,2920,2,1628,7,,2,,,,,,,,,
6,29,2920,2,1628,6,3040,2,,,,,,,,,
6,29,2920,2,1628,4,2170,2,,,,,,,,,
6,29,2920,2,1628,8,,2,,,,,,,,,
6,29,2920,2,1628,2,1020,2,,,,,,,,,
6,29,2920,2,1628,5,1020,2,,,,,,,,,
6,29,2920,2,1628,1,2170,2,,,,,,,,,
6,29,2920,2,1628,3,3040,2,,,,,,,,,
6,29,2923,1,396,3,3040,1,1,1,1000,2,,2,,,
6,29,2923,1,396,6,3040,2,,2,,2,,2,,,
6,29,2923,1,396,5,3110,2,,2,,2,,2,,,
6,29,2923,1,396,2,3110,1,1,1,1000,2,,2,,,
6,29,2923,1,396,8,,1,1,1,,2,,1,,1,10000
6,29,2923,1,396,1,3170,1,1,1,1000,2,,2,,,
6,29,2923,1,396,7,,2,,2,,2,,2,,,
6,29,2923,1,396,4,3170,2,,2,,2,,2,,,
6,29,2923,2,1126,3,1120,1,3,1,500,2,,1,200,2,
6,29,2923,2,1126,1,1080,1,3,1,500,2,,1,200,2,
6,29,2923,2,1126,5,1020,1,3,1,500,2,,1,200,2,
6,29,2923,2,1126,7,,1,3,1,500,2,,1,200,2,
6,29,2923,2,1126,4,1080,1,3,1,500,2,,2,,,
6,29,2923,2,1126,8,,1,3,1,500,2,,1,200,2,
6,29,2923,2,1126,6,1120,1,3,1,500,2,,1,200,2,
6,29,2923,2,1126,2,1020,1,3,1,500,2,,1,200,2,
6,29,2930,1,1418,2,1020,1,2,1,1000,2,,2,,,
6,29,2930,1,1418,1,1080,1,2,1,1000,2,,2,,,
6,29,2930,1,1418,3,1120,1,2,1,1000,2,,2,,,
6,30,3002,1,1264,6,1120,1,1,1,600,2,,1,500,1,5000
6,30,3002,1,1264,7,,1,,2,,2,,2,,,
6,30,3002,1,1264,5,1020,1,1,1,600,2,,1,500,1,5000
6,30,3002,1,1264,8,,1,1,1,500,2,,1,500,1,4000
6,30,3002,1,1264,4,1080,1,1,1,600,2,,1,500,1,5000
6,30,3002,1,1264,1,1080,1,1,1,800,2,,1,500,1,8000
6,30,3002,1,1264,3,1120,1,1,1,800,2,,1,500,1,8000
6,30,3002,1,1264,2,1020,1,1,1,800,2,,1,500,1,8000
6,30,3002,1,1310,1,1020,1,2,1,1000,1,700,1,600,1,5000
6,30,3002,1,1310,4,1020,1,2,1,1000,1,500,1,400,1,2000
6,30,3002,1,1310,3,1120,1,2,1,1000,1,700,1,600,1,5000
6,30,3002,1,1310,5,1080,1,2,1,1000,1,500,1,400,1,2000
6,30,3002,1,1310,7,,1,2,1,1000,1,500,1,400,1,2000
6,30,3002,1,1310,2,1080,1,2,1,1000,1,700,1,600,1,5000
6,30,3002,1,1310,8,,1,2,1,1000,2,,1,500,1,3000
6,30,3002,1,1310,6,1120,1,2,1,1000,1,500,1,400,1,2000
6,30,3004,2,216,8,,1,,2,,2,,2,,1,5400
6,30,3004,2,216,4,1020,1,2,1,900,2,,2,,1,4000
6,30,3004,2,216,2,1080,1,2,1,1000,2,,2,,1,5000
6,30,3004,2,216,1,1020,1,2,1,1000,2,,2,,1,5000
6,30,3004,2,216,7,,2,,2,,2,,2,,2,
6,30,3004,2,216,6,1120,1,2,1,900,2,,2,,1,4000
6,30,3004,2,216,3,1120,1,2,1,1000,2,,2,,1,5000
6,30,3004,2,216,5,1080,1,2,1,900,2,,2,,1,4000
6,30,3012,2,334,2,1080,1,1,1,700,1,300,2,,,
6,30,3012,2,334,6,1080,2,,2,,2,,2,,,
6,30,3012,2,334,3,1123,1,1,1,700,1,300,2,,,
6,30,3012,2,334,1,1020,1,1,1,700,1,300,2,,,
6,30,3012,2,334,8,,1,1,1,700,1,300,2,,,5000
6,30,3012,2,334,5,1020,2,,2,,2,,2,,,
6,30,3012,2,334,7,,2,,2,,2,,2,,,
6,30,3012,2,334,4,1120,2,,2,,2,,2,,,
6,30,3014,2,120,1,,1,1,1,900,2,,2,,,
6,30,3014,2,120,5,,1,1,1,,2,,2,,,
6,30,3014,2,120,3,,1,1,1,500,2,,2,,,
6,30,3014,2,120,6,,,,,,,,,,,
6,30,3014,2,120,4,,1,1,1,,2,,2,,,
6,30,3014,2,120,2,,1,1,1,300,2,,2,,,
6,30,3015,2,1688,3,1020,1,2,1,1000,2,,2,,1,5000
6,30,3015,2,1688,6,1020,1,2,1,600,2,,2,,1,2000
6,30,3015,2,1688,4,1120,1,2,1,600,2,,2,,1,3000
6,30,3015,2,1688,7,,2,,2,,2,,2,,2,
6,30,3015,2,1688,8,,1,2,1,800,2,,,,1,6000
6,30,3015,2,1688,1,1120,1,2,1,1000,2,,2,,1,5000
6,30,3015,2,1688,5,1080,1,2,1,600,2,,2,,1,2000
6,30,3015,2,1688,2,1080,1,2,1,1000,2,,2,,1,5000
6,30,3016,1,390,7,,1,2,1,800,2,,2,,,
6,30,3016,1,390,3,1020,1,2,1,1000,2,,1,500,1,4000
6,30,3016,1,390,8,,1,2,1,1100,2,,1,500,1,2800
6,30,3016,1,390,5,1120,1,2,1,900,2,,1,400,1,3000
6,30,3016,1,390,1,1080,1,2,1,1000,2,,1,500,1,4000
6,30,3016,1,390,6,1020,1,2,1,900,2,,1,400,1,3000
6,30,3016,1,390,4,1080,1,2,1,900,2,,1,400,1,3000
6,30,3016,1,390,2,1120,1,2,1,1000,2,,1,500,1,4000
6,30,3018,2,914,3,,1,2,1,,2,,1,500,1,25000
6,30,3018,2,914,7,,2,,2,,2,,2,,,
6,30,3018,2,914,1,,1,2,1,,1,200,1,100,1,
6,30,3018,2,914,2,,1,2,1,,1,400,1,200,1,20000
6,30,3018,2,914,6,,1,2,1,,1,400,1,200,1,20000
6,30,3018,2,914,4,,1,2,1,,1,200,1,100,1,10000
6,30,3018,2,914,5,,1,2,1,,1,400,1,200,1,20000
6,30,3023,2,622,4,3040,1,2,1,1000,2,,2,,1,5000
6,30,3023,2,622,1,3040,1,2,1,1000,2,,2,,1,5000
6,30,3023,2,622,3,1020,1,2,1,1200,2,,2,,1,5000
6,30,3023,2,622,7,,1,,2,,2,,2,,2,
6,30,3023,2,622,8,,1,2,1,1000,2,,2,,1,6000
6,30,3023,2,622,6,1020,1,2,1,1000,2,,2,,1,5000
6,30,3023,2,622,2,1080,1,2,1,1200,2,,2,,1,6000
6,30,3023,2,622,5,1080,1,2,1,1000,2,,2,,1,6000
6,30,3030,1,946,1,1120,1,2,1,1200,2,,1,500,1,3000
6,30,3030,1,946,5,1080,1,2,1,900,2,,1,450,1,2800
6,30,3030,1,946,3,1020,1,2,1,1200,2,,1,500,1,3000
6,30,3030,1,946,7,,1,2,1,1000,2,,1,500,1,2200
6,30,3030,1,946,4,1120,1,2,1,900,2,,1,450,1,2800
6,30,3030,1,946,2,1080,1,2,1,1200,2,,1,500,1,3000
6,30,3030,1,946,8,,1,2,1,1100,2,,1,600,1,5000
6,30,3030,1,946,6,1020,1,2,1,900,2,,1,450,1,2800
6,30,3032,2,520,1,1120,1,2,1,1000,2,,2,,1,4000
6,30,3032,2,520,4,1120,1,2,1,600,2,,2,,1,4000
6,30,3032,2,520,8,,1,2,1,1000,1,500,2,,1,4600
6,30,3032,2,520,6,1020,1,2,1,600,2,,2,,1,3000
6,30,3032,2,520,2,1080,1,2,1,1000,2,,2,,1,4000
6,30,3032,2,520,3,1020,1,2,1,1000,2,,2,,1,4000
6,30,3032,2,520,5,1080,1,2,1,600,1,400,2,,1,2800
6,30,3032,2,520,7,,2,,2,,2,,2,,2,
6,30,3033,2,554,7,,1,2,1,500,2,,2,,1,1000
6,30,3033,2,554,4,1080,1,2,1,1000,2,,2,,1,2500
6,30,3033,2,554,5,1020,1,2,1,1000,2,,2,,1,2500
6,30,3033,2,554,1,1080,1,2,1,1200,2,,2,,1,8000
6,30,3033,2,554,3,1120,1,2,1,1200,2,,2,,1,8000
6,30,3033,2,554,2,1020,1,2,1,1200,2,,2,,1,8000
6,30,3033,2,554,8,,1,2,1,,2,,2,,1,3000
6,30,3033,2,554,6,1120,1,2,1,1000,2,,2,,1,2500
8,1,102,1,536,1,1020,1,3,1,2500,2,,2,,,
