"zone","state","lga","sector","ea","hhid","plotid","cropcode","s11fq0","s11fq1","s11fq2a","s11fq3d_1","s11fq3d_2","s11fq3d_2_os","s11fq3d_3","s11fq3b","s11fq3aa","s11fq3c","s11fq3e","s11fq3f","s11fq3_1","s11fq3_2","s11fq4aa","s11fq4","s11fq5aa","s11fq6","s11fq7","s11fq7a","s11fq8aa","s11fq8a","s11fq8b","s11fq8c","s11fq8d","s11fq9","s11fq10","s11fq10_os","s11fq11a","s11fq11b","s11fq11b_os","s11fq11c","s11fq11d","s11fq12a","s11fq12b","s11fq12b_os","s11fq12c","s11fq12d","s11fq13"
1,22,2211,2,594,220017,1,1080,1,100,2,15,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,17,130,,11,1,1
1,22,2211,2,594,220017,2,1020,1,100,1,300,100,,1,1,1,"COMMISIONER",2,3,6,2018,,,,,,,2,,,,,,,,,,,,,30,180,,,,1
1,22,2211,2,594,220018,1,1020,1,100,1,120,100,,2,1,1,"COMMISIONER",2,3,4,2018,,,,,,,2,,,,,,,,,,,,,30,180,,,,1
1,22,2211,2,594,220019,1,1110,1,100,1,2,130,,11,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,60,130,,11,2,1
1,22,2211,2,594,220019,2,1020,1,66,2,20,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,30,130,,12,,1
1,22,2211,2,594,220019,2,1080,1,66,2,10,30,,2,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,2,1
1,22,2211,2,594,220020,1,1020,1,100,1,10,100,,1,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,10,130,,12,,2
1,22,2211,2,594,220020,2,1020,1,75,2,12,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,13,130,,12,,1
1,22,2211,2,594,220020,2,1080,1,66,2,2,30,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,5,130,,12,2,1
1,22,2216,1,428,220021,1,1020,1,100,2,1000,210,,,2,,,,,4,2017,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2216,1,428,220021,1,1080,1,100,2,2,12,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,8,130,,11,1,1
1,22,2216,1,428,220026,1,1020,1,100,2,2,100,,1,1,1,"SWEET CASSAVA",2,3,3,2018,,,,,,,2,,,,,,,,,,,,,1,180,,,,2
1,22,2216,1,428,220026,1,1080,1,100,2,2,30,,0,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,6,130,,11,1,2
1,22,2216,1,428,220026,1,1121,1,75,2,100,211,"PEICES",0,2,,,,,10,2017,,,,,,,,,,,,,,,,,,,,70,80,"PEICES",0,,2
1,22,2216,1,428,220028,1,1020,1,50,2,10,100,,0,2,,,,,9,2017,,,,,,,2,,,,,,,,,,,,,5,170,,,,2
1,22,2216,1,428,220028,1,1121,1,50,2,500,211,,,2,,,,,10,2017,,,,,,,,,,,,,,,,,,,,10,170,,,,2
1,22,2216,1,0,220029,1,1121,1,100,1,300,211,,,2,,,,,12,2017,,,,,,,,,,,,,,,,,,,,350,90,,1,,1
1,22,2220,1,1296,220051,3,1040,1,100,2,1200,80,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,,1
1,22,2220,1,1296,220051,3,2120,1,100,2,4,12,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,3,140,,2,,1
1,22,2220,1,1296,220052,1,1121,1,100,2,2300,211,,,2,,,,,10,2017,,,,,,,,,,,,,,,,,,,,4000,211,,,,1
1,22,2220,1,1296,220052,1,2142,1,100,2,10,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,8,10,,,,1
1,22,2220,1,1296,220052,2,1020,1,100,1,10,100,,0,2,,,,,7,2017,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2220,1,1296,220054,1,1040,1,100,1,1600,80,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,5500,80,,1,,2
1,22,2220,1,1296,220057,1,1020,1,100,2,13,100,,1,2,,,,,4,2017,,,,,,,2,,,,,,,,,,,,,12,130,,12,,2
1,22,2220,1,1296,220057,1,1080,1,100,2,2,30,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,5,130,,12,2,1
1,22,2220,1,1296,220057,1,1121,1,50,2,350,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,400,211,,,,2
1,22,2220,1,1296,220057,2,1020,1,100,1,13,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,10,130,,12,,2
1,22,2220,1,1296,220057,3,1121,1,100,1,350,211,,,2,,,,,2,2018,,,,,,,,,,,,,,,,,,,,400,211,,,,2
1,22,2220,1,1296,220059,1,1020,1,100,2,60,210,,,2,,,,,9,2017,,,,,,,2,,,,,,,,,,,,,1,180,,,,1
1,22,2220,1,1296,220059,1,1121,1,100,2,600,211,,,2,,,,,11,2017,,,,,,,,,,,,,,,,,,,,1,180,,,,1
1,22,2220,1,1296,220059,1,3030,2,,,,,,,,,,,,,,2,,30,2017,10,2,1,5,2018,6,2018,2,,,1,11,,,,2,11,,,,2
1,22,2220,1,1296,220060,1,1020,1,100,2,800,210,,,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,10,130,,12,,1
1,22,2220,1,1296,220060,1,1080,1,100,2,2,30,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,1,1
1,22,2203,2,266,220111,1,1121,1,100,1,1,180,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,2000,211,,,,2
1,22,2203,2,266,220111,2,2260,1,100,1,10,12,,,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,100,10,,,,1
1,22,2203,2,266,220111,3,1020,1,100,1,50,100,,2,2,,,,,4,2017,,,,,,,2,,,,,,,,,,,,,5,180,,,,1
1,22,2203,2,266,220112,1,1020,1,75,2,50,100,,1,2,,,,,7,2017,,,,,,,1,6,2018,2,2019,2,,,2,140,,2,,20,140,,2,,1
1,22,2203,2,266,220112,1,1080,1,33,2,3,30,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,3,130,,12,1,1
1,22,2203,2,266,220112,1,1121,1,75,2,120,211,,,2,,,,,12,2017,,,,,,,,,,,,,,,,,,,,250,211,,,,1
1,22,2203,2,266,220113,1,1020,1,100,1,60,100,,2,2,,,,,6,2017,,,,,,,2,,,,,,,,,,,,,10,180,,,,1
1,22,2203,2,266,220113,2,1121,1,100,1,300,211,,,2,,,,,12,2017,,,,,,,,,,,,,,,,,,,,700,211,,,,1
1,22,2203,2,266,220113,3,1080,1,100,1,2,30,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,4,130,,12,2,1
1,22,2203,2,266,220113,4,2020,1,100,1,3,30,,0,2,,,,,7,2018,,,,,,,,,,,,,,,,,,,,6,130,,12,,1
1,22,2203,2,266,220114,1,1121,1,100,1,2000,211,,,2,,,,,3,2017,,,,,,,,,,,,,,,,,,,,1800,211,,,,1
1,22,2203,2,266,220114,2,1020,1,75,2,60,100,,1,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,200,140,,2,,1
1,22,2203,2,266,220114,2,1060,1,75,2,3,30,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,5,130,,12,1,1
1,22,2203,2,266,220114,2,1080,1,75,2,5,30,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,6,130,,12,2,1
1,22,2203,2,266,220114,3,2260,1,100,1,4,12,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,114,140,,1,,1
1,22,2203,2,266,220115,1,1121,1,100,1,500,211,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,600,211,,,,1
1,22,2203,2,266,220115,2,1080,1,100,1,4,30,,0,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,6,130,,12,2,1
1,22,2203,2,266,220115,3,1020,1,100,1,10,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2203,2,266,220116,1,1121,1,100,1,1500,211,,,2,,,,,12,2017,,,,,,,,,,,,,,,,,,,,2000,211,,,,1
1,22,2203,2,266,220116,2,1020,1,100,1,20,100,,2,1,1,"Agric cassava",2,3,3,2018,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2203,2,266,220116,3,2020,1,100,1,4,30,,2,2,,,,,8,2018,,,,,,,,,,,,,,,,,,,,4,130,,12,,1
1,22,2203,2,266,220116,4,1080,1,100,1,1,30,,2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,2,130,,12,1,1
1,22,2203,2,266,220117,1,1020,1,50,2,10000,210,,,2,,,,,6,2017,,,,,,,2,,,,,,,,,,,,,6,180,,,,1
1,22,2203,2,266,220117,1,1080,1,100,2,5,12,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,2,130,,12,1,2
1,22,2203,2,266,220117,1,1121,1,25,2,350,90,"HEAPS",2,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,3,130,,12,,2
1,22,2203,2,266,220117,1,2120,1,50,2,4,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,6,130,,11,,1
1,22,2203,2,266,220117,1,2260,1,25,2,1,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,20,140,,1,,1
1,22,2203,2,266,220117,2,1121,1,25,2,100,90,"HEAPS",1,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,50,211,,,,2
1,22,2203,2,266,220117,2,2260,1,75,2,1,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,25,140,,1,,1
1,22,2203,2,266,220117,2,3030,2,,,,,,,,,,,,,,2,,25,2016,25,2,2,,,,,,,,,,,,,2,11,,,,2
1,22,2203,2,266,220118,1,1020,1,100,1,500,90,,1,2,,,,,5,2017,,,,,,,2,,,,,,,,,,,,,5,130,,12,,2
1,22,2203,2,266,220118,2,1060,1,100,1,3,30,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,5,130,,12,2,1
1,22,2203,2,266,220119,1,1121,1,100,1,1000,211,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,20,130,,11,,2
1,22,2203,2,266,220119,2,1020,1,100,1,1300,210,,,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,20,130,,12,,1
1,22,2203,2,266,220120,1,1020,1,100,2,5000,210,,,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2203,2,266,220120,1,2120,1,100,2,6,12,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,4,140,,0,,1
1,22,2203,2,2578,229002,1,1121,1,100,1,1000,211,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,450,90,,2,,2
1,22,2203,2,2578,229002,2,1020,1,100,1,16,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,10,170,,,,1
1,22,2203,2,2578,229003,1,1020,1,100,1,30,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,1,180,,,,1
1,22,2203,2,2578,229003,2,1080,1,100,1,1,30,,0,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,4,130,,12,1,2
1,22,2203,2,2578,229004,1,1121,1,100,2,1000,211,,,2,,,,,11,2017,,,,,,,,,,,,,,,,,,,,1,180,,,,1
1,22,2203,2,2578,229004,1,3030,2,,,,,,,,,,,,,,2,,50,2015,0,,1,2,2018,2,2018,2,,,2,11,,,,2,11,,,,1
1,22,2203,2,2578,229004,2,1020,1,100,1,800,210,,,2,,,,,6,2017,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2203,2,2578,229004,3,2160,2,,,,,,,,,,,,,,1,,120,2016,0,,2,,,,,,,,,,,,,6,170,,,,1
1,22,2203,2,2578,229006,1,1020,1,100,1,13,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,20,170,,,,1
1,22,2203,2,2578,229007,1,1121,1,100,1,500,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,600,211,,,,1
1,22,2203,2,2578,229007,2,1020,1,100,1,20,100,,1,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,20,130,,12,,1
1,22,2203,2,2578,229010,1,1020,1,100,2,10,100,,2,2,,,,,4,2017,,,,,,,1,2,2018,12,2018,1,5,,2,180,,,,5,180,,,,1
1,22,2203,2,2578,229010,1,1060,1,100,2,3,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,6,130,,12,1,1
1,22,2203,2,2578,229010,1,1080,1,100,2,2,30,,0,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,3,130,,12,1,1
1,22,2203,2,2578,229010,3,1121,1,100,1,500,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,1000,211,,,,1
1,22,2203,2,2578,229011,1,1020,1,100,1,10,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,12,130,,12,,1
1,22,2203,2,2578,229012,1,1020,1,75,2,20,100,,1,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,12,130,,12,,1
1,22,2203,2,2578,229012,1,1060,1,66,2,3,30,,2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,4,130,,12,2,1
1,22,2203,2,2578,229012,1,1080,1,66,2,3,30,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,9,130,,12,2,1
1,22,2203,2,2578,229012,2,1020,1,100,1,13,100,,0,2,,,,,3,2018,,,,,,,2,,,,,,,,,,,,,10,130,,12,,1
1,22,2208,2,194,229014,1,1020,1,100,1,600,90,,1,2,,,,,3,2017,,,,,,,2,,,,,,,,,,,,,20,130,,12,,1
1,22,2208,2,194,229014,2,1080,1,100,1,3,30,,2,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,4,130,,12,2,2
1,22,2208,2,194,229014,3,1110,1,100,1,1,130,,12,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,6,130,,12,2,1
1,22,2208,2,194,229015,1,1020,1,75,2,15,100,,2,2,,,,,5,2017,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2208,2,194,229015,1,1080,1,66,2,8,30,,2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,3,130,,12,2,1
1,22,2208,2,194,229015,2,1121,1,100,1,600,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,800,211,,,,1
1,22,2208,2,194,229016,1,1020,1,66,2,500,90,,1,2,,,,,5,2017,,,,,,,2,,,,,,,,,,,,,15,130,,12,,1
1,22,2208,2,194,229016,1,1080,1,66,2,3,30,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,2,1
1,22,2208,2,194,229016,2,1060,1,66,2,4,30,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,3,130,,12,2,1
1,22,2208,2,194,229016,2,1080,1,66,2,5,30,,2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,9,130,,12,2,1
1,22,2208,2,194,229017,1,1020,1,100,1,12,100,,1,2,,,,,8,2017,,,,,,,1,7,2018,12,2018,2,,,10,170,,,,15,170,,,,2
1,22,2208,2,194,229018,1,1121,1,100,1,1100,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,2200,211,,,,1
1,22,2208,2,194,229018,2,1080,1,100,1,3,30,,2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,1,1
1,22,2208,2,194,229018,3,1020,1,100,1,12,100,,2,2,,,,,8,2017,,,,,,,2,,,,,,,,,,,,,6,180,,,,1
1,22,2208,2,194,229018,4,1110,1,100,1,3,70,,1,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,40,130,,12,1,1
1,22,2208,2,194,229020,1,1020,1,100,2,50,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2208,2,194,229020,1,1080,1,75,2,2,30,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,25,130,,12,1,1
1,22,2208,2,194,229020,2,1110,1,100,1,3,70,,1,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,25,130,,12,1,1
1,22,2208,2,194,229020,3,1121,1,100,1,3000,211,,,2,,,,,4,2017,,,,,,,,,,,,,,,,,,,,3500,211,,,,1
1,22,2208,2,194,229021,1,1121,1,33,2,200,211,"SEEDLINGS",1,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,200,211,,,,1
1,22,2208,2,194,229021,1,3030,2,,,,,,,,,,,,,,2,,15,2018,15,2,2,,,,,,,,,,,,,1,11,,,,2
1,22,2208,2,194,229021,2,1020,1,100,1,4000,210,,,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,3,180,,,,1
1,22,2208,2,194,229021,3,1020,1,100,2,1200,210,,,2,,,,,4,2017,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2208,2,194,229021,3,1080,1,33,2,3,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,1,130,,11,1,2
1,22,2208,2,194,229021,4,1110,1,100,1,4.5,150,"BASIN",1,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,45,130,,12,2,1
1,22,2208,2,194,229023,1,1121,1,33,2,150,211,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,300,211,,,,1
1,22,2208,2,194,229023,1,2120,1,33,2,5,12,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,7,150,,2,,1
1,22,2208,2,194,229023,1,2142,1,33,2,3,12,,,2,,,,,7,2018,,,,,,,,,,,,,,,,,,,,2,150,,2,,1
1,22,2208,2,194,229023,2,1020,1,100,2,20,100,,2,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,50,130,,12,,1
1,22,2208,2,194,229023,2,1080,1,100,2,2,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,20,130,,12,1,1
1,22,2208,2,194,229023,2,1090,1,33,2,1,30,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,2,140,,1,1,1
1,22,2208,2,194,229024,1,1020,1,100,2,20,100,,1,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,40,150,,2,,1
1,22,2208,2,194,229024,1,1080,1,100,2,2,30,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,4,130,,12,2,1
1,22,2208,2,194,229024,1,2120,1,66,2,4,12,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,3,150,,2,,1
1,22,2208,2,194,229024,2,1080,1,66,2,1,30,,0,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,2,130,,12,2,1
1,22,2208,2,194,229024,2,1110,1,100,2,3,150,"BASIN",1,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,15,130,,12,1,1
1,22,2208,2,642,229025,1,1121,1,100,1,250,211,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,500,211,,,,1
1,22,2208,2,642,229025,2,1020,1,100,2,20,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,10,130,,12,,1
1,22,2208,2,642,229025,2,1080,1,100,2,1,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,1,130,,12,2,1
1,22,2208,2,642,229025,3,2120,1,100,1,1,12,,,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,2,140,,1,,1
1,22,2208,2,642,229026,2,1020,1,100,2,15,100,,1,2,,,,,2,2018,,,,,,,2,,,,,,,,,,,,,10,130,,11,,1
1,22,2208,2,642,229026,2,1080,1,100,2,2,30,,0,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,1,130,,12,2,1
1,22,2208,2,642,229028,1,1020,1,100,2,30,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,10,130,,12,,1
1,22,2208,2,642,229028,1,1080,1,100,2,2,30,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,2,130,,11,2,1
1,22,2208,2,642,229028,2,1121,1,100,1,200,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,500,211,,,,1
1,22,2208,2,642,229028,3,1110,1,100,1,2,130,,11,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,1,1
1,22,2208,2,642,229029,1,1080,1,75,2,1,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,2,130,,12,1,2
1,22,2208,2,642,229029,1,3030,2,,,,,,,,,,,,,,1,100,100,2018,100,2,1,7,2018,7,2018,2,,,4,140,,1,,2,140,,2,,1
1,22,2208,2,642,229029,2,1020,1,100,2,3000,210,,,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2208,2,642,229029,2,1080,1,50,2,1,30,,2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,3,130,,12,1,2
1,22,2208,2,642,229029,3,1110,1,100,2,2,130,,11,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,5,130,,12,1,1
1,22,2208,2,642,229029,3,2120,1,25,2,1,12,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,3,11,,,,2
1,22,2208,2,642,229029,4,1121,1,100,1,50,211,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,500,211,,,,1
1,22,2208,2,642,229031,1,1110,1,100,1,10,130,,12,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,2,1
1,22,2208,2,642,229031,2,1020,1,100,1,20,100,,1,2,,,,,3,2017,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2208,2,642,229032,1,1040,1,25,2,20,80,,1,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,1,130,,10,,2
1,22,2208,2,642,229032,1,1080,1,100,2,1,30,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,15,130,,11,1,2
1,22,2208,2,642,229032,1,2142,1,25,2,1,12,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,1,140,,2,,1
1,22,2208,2,642,229032,2,1121,1,75,2,400,211,,,2,,,,,1,2018,,,,,,,,,,,,,,,,,,,,800,211,,,,2
1,22,2208,2,642,229032,2,2142,1,33,2,2,12,,,2,,,,,7,2018,,,,,,,,,,,,,,,,,,,,10,140,,2,,1
1,22,2208,2,642,229032,3,1020,1,100,2,3500,210,,,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2208,2,642,229032,3,1080,1,25,2,4,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,3,130,,11,1,2
1,22,2208,2,642,229032,4,1110,1,100,1,1.5,130,,11,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,30,130,,12,1,1
1,22,2208,2,642,229033,1,1020,1,75,2,10000,210,,,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,3,180,,,,1
1,22,2208,2,642,229033,1,1080,1,75,2,4,30,,2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,120,130,,11,1,1
1,22,2208,2,642,229033,1,2120,1,25,2,3,12,,,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,10,140,,0,,1
1,22,2208,2,642,229033,1,3030,2,,,,,,,,,,,,,,1,33,200,2018,200,2,2,,,,,,,,,,,,,15,140,,2,,1
1,22,2208,2,642,229033,2,1121,1,100,1,200,211,,,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,700,211,,,,2
1,22,2208,2,642,229035,1,1121,1,100,1,300,211,,,2,,,,,2,2018,,,,,,,,,,,,,,,,,,,,350,211,,,,1
1,22,2208,2,642,229035,2,1080,1,100,1,2,30,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,15,130,,12,1,1
1,22,2208,2,642,229035,3,1020,1,100,1,15,100,,1,1,1,"AGRIC CASSAVA",2,3,5,2017,,,,,,,1,6,2018,12,2018,2,,,1,180,,,,2,180,,,,1
1,22,2208,2,642,229035,4,1110,1,100,1,3,70,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,20,130,,12,1,1
1,22,2208,2,642,229036,1,1020,1,100,2,10,100,,1,2,,,,,4,2018,,,,,,,2,,,,,,,,,,,,,1,180,,,,2
1,22,2208,2,642,229036,1,1080,1,100,2,1,30,,2,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,5,130,,11,1,2
1,22,2208,2,642,229036,1,9999,1,75,2,2,12,,,2,,,,,7,2018,,,,,,,,,,,,,,,,,,,,1,130,,12,,2
1,22,2213,1,100,229039,1,1121,1,100,1,3000,211,,,2,,,,,10,2017,,,,,,,,,,,,,,,,,,,,2500,90,,2,,1
1,22,2213,1,100,229039,2,1020,1,100,1,100,100,,1,2,,,,,7,2017,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2213,1,100,229040,1,1020,1,100,2,1000,210,,,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,3,180,,,,1
1,22,2213,1,100,229040,1,1080,1,100,2,3,30,,2,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,5,130,,12,1,1
1,22,2213,1,100,229040,1,2120,1,100,2,2,12,,,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,2,11,,,,2
1,22,2213,1,100,229040,1,3020,2,,,,,,,,,,,,,,2,,50,2018,50,2,2,,,,,,,,,,,,,10,130,,12,,1
1,22,2213,1,100,229041,1,1020,1,33,2,5,100,,1,2,,,,,8,2017,,,,,,,1,99,,,,2,,,6,130,,11,,50,130,,11,,1
1,22,2213,1,100,229041,1,1070,1,33,2,1,30,,0,2,,,,,6,2018,,,,,,,,,,,,,,,,,,,,3,130,,11,,1
1,22,2213,1,100,229041,1,1121,1,33,2,400,211,,,2,,,,,10,2017,,,,,,,,,,,,,,,,,,,,800,211,,,,1
1,22,2213,1,100,229042,1,1020,1,50,2,15,100,,1,2,,,,,8,2017,,,,,,,1,99,,,,2,,,15,130,,12,,30,130,,12,,1
1,22,2213,1,100,229042,1,1070,1,33,2,1,30,,0,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,6,130,,12,,1
1,22,2213,1,100,229042,1,1080,1,33,2,1,30,,0,2,,,,,5,2018,,,,,,,,,,,,,,,,,,,,12,130,,11,1,1
1,22,2213,1,100,229042,1,1121,1,75,2,2000,211,,,2,,,,,4,2017,,,,,,,,,,,,,,,,,,,,4500,211,,,,1
1,22,2213,1,100,229042,1,3020,2,,,,,,,,,,,,,,2,,130,2015,0,,1,11,2017,2,2018,1,5,,3,130,,11,,5,130,,11,,1
1,22,2213,1,100,229044,1,1020,1,75,2,20,100,,1,2,,,,,6,2017,,,,,,,2,,,,,,,,,,,,,3,180,,,,1
1,22,2213,1,100,229044,1,1121,1,33,2,1000,211,,,2,,,,,10,2017,,,,,,,,,,,,,,,,,,,,4000,211,,,,1
1,22,2213,1,100,229044,1,3020,2,,,,,,,,,,,,,,2,,100,2015,0,,2,,,,,,,,,,,,,4,130,,12,,1
1,22,2213,1,100,229046,1,1020,1,75,2,12,100,,1,2,,,,,5,2018,,,,,,,2,,,,,,,,,,,,,2,180,,,,1
1,22,2213,1,100,229046,1,1080,1,50,2,5,30,,2,2,,,,,4,2018,,,,,,,,,,,,,,,,,,,,10,130,,12,2,2
1,22,2213,1,100,229046,2,1121,1,100,1,500,211,,,2,,,,,2,2018,,,,,,,,,,,,,,,,,,,,800,211,,,,2
1,22,2216,1,270,229053,1,1020,1,50,2,700,210,,,2,,,,,7,2017,,,,,,,1,12,2016,1,2017,2,,,1,180,,,,3,180,,,,1
1,22,2216,1,270,229053,1,1080,1,100,2,1,30,,2,2,,,,,3,2018,,,,,,,,,,,,,,,,,,,,10,130,,11,1,1
