"zone","state","lga","sector","ea","hhid","lid","s4cq2b","s4cq2b_os","s4cq18_1","s4cq18_2","s4cq18_3","s4cq4","s4cq4_os","s4cq19","s4cq20","s4cq21a","s4cq21b","s4cq22","s4cq23_1","s4cq23_2","s4cq23_3","s4cq23_os","s4cq24","s4cq25a","s4cq25b","s4cq26","s4cq7","s4cq8","s4cq8b","s4cq9","s4cq27a","s4cq27b","s4cq10","s4cq10b","s4cq11"
2,34,3402,2,768,349027,1,6,,1,,,8,,10000,1,2,1,2,,,,,1,0,,10000,1,4,2018,1,8,2018,,,15000
2,34,3406,2,728,349038,1,4,,1,,,5,,150000,4,7,2,1,6,,,,,,,,,,,,,,,,
2,34,3406,2,728,349039,1,4,,1,,,5,,500000,4,0,,1,6,,,,,,,,,,,,,,,,
2,34,3406,2,728,349040,1,4,,1,,,13,"PERSONAL USE",100000,4,0,,1,6,,,,,,,,,,,,,,,,
2,34,3407,1,64,349051,1,6,,1,,,2,,7000,1,5,1,2,,,,,1,5,1,7000,2,7,2018,2,,,9,2018,7500
2,34,3407,1,64,349059,1,4,,1,,,6,,100000,1,3,2,2,,,,,1,3,2,100000,1,11,2017,1,11,2017,,,105000
2,34,3409,2,500,349063,1,6,,1,,,10,,9000,1,0,,2,,,,,1,0,,9000,1,11,2017,1,7,2018,,,9200
2,34,3411,2,1034,349073,1,1,,1,,,4,,3000000,4,7,3,1,6,,,,,,,,,,,,,,,,
2,34,3411,2,1034,349078,1,6,,1,,,11,,10000,1,1,2,2,,,,,1,0,,10000,2,6,2018,2,,,7,2018,10000
2,34,3411,2,1034,349080,1,9,"GRANT",1,2,,1,,10000000,3,,,2,,,,,2,,,,,,,,,,,,
2,34,3416,2,620,349085,1,5,,2,,,2,,10000,1,3,2,2,,,,,1,7,1,7000,2,4,2018,1,6,2018,,,13000
2,34,3416,2,620,349088,1,5,,1,2,,3,,30000,1,2,2,2,,,,,1,1,2,20000,2,7,2018,2,,,12,2018,22000
2,34,3411,2,1034,349109,1,3,,1,2,,1,,4000000,3,,,2,,,,,2,,,,,,,,,,,,
2,35,3513,2,576,350061,1,6,,1,,,2,,5000,1,0,,2,,,,,1,0,,5000,1,6,2018,1,7,2018,,,5000
2,35,3513,2,576,350070,1,6,,1,,,2,,7000,1,0,,2,,,,,1,0,,7000,1,6,2018,1,7,2018,,,7000
2,35,3505,2,1726,359002,1,6,,1,,,12,,10000,4,2,2,1,6,,,,,,,,,,,,,,,,
2,35,3505,2,1726,359004,1,3,,1,,,5,,1500000,3,,,2,,,,,2,,,,,,,,,,,,
2,35,3505,2,1726,359005,1,6,,1,,,5,,5000,1,0,,2,,,,,1,0,,5000,1,2,2018,2,,,8,2018,5000
2,35,3505,2,1726,359007,1,6,,1,,,5,,30000,1,0,,2,,,,,1,0,,30000,1,3,2018,1,6,2018,,,30000
2,35,3506,2,2404,359019,1,6,,1,,,2,,5000,1,0,,2,,,,,1,,3,5000,1,4,2018,1,6,2018,,,5000
2,35,3506,2,2404,359021,1,4,,1,,,4,,300000,4,3,3,1,6,,,,,,,,,,,,,,,,
2,35,3507,2,596,359027,1,9,"FRIEND",1,,,2,,30000,1,0,,2,,,,,1,0,,30000,2,7,2018,2,,,12,2018,30000
2,35,3507,2,596,359031,1,1,,1,,,13,"CROP FARMING",3000000,4,0,,1,3,,,,,,,,,,,,,,,,
2,35,3507,2,596,359032,1,6,,1,,,13,"FOR CROP FARMING",40000,1,1,3,2,,,,,1,1,3,20000,2,5,2018,2,,,11,2018,25000
2,35,3507,2,596,359033,1,6,,1,,,12,,10000,1,0,,2,,,,,1,0,,10000,1,4,2018,2,,,12,2018,10000
2,35,3512,2,478,359051,1,9,"INDIVIDUAL FRIEND",1,,,11,,10000,1,0,,2,,,,,1,0,,10000,1,3,2018,1,5,2018,,,10000
2,35,3512,2,478,359053,1,6,,1,,,12,,5000,1,0,,2,,,,,1,0,,5000,2,2,2018,1,4,2018,,,5000
2,35,3512,2,478,359054,1,6,,1,,,12,,3000,1,0,,2,,,,,1,0,,3000,1,7,2018,2,,,9,2018,3000
2,35,3514,1,1050,359071,1,1,,1,,,5,,300000,4,0,,1,6,,,,,,,,,,,,,,,,
3,36,3608,2,2078,360033,1,5,,1,,,6,,50000,1,0,,2,,,,,1,0,,50000,1,1,2018,1,5,2018,,,55000
3,36,3613,2,1808,369040,1,7,,1,,,2,,15000,1,0,,2,,,,,1,0,,15000,1,3,2018,1,6,2018,,,16500
6,30,3014,1,0,370021,1,1,,1,,,8,,1200000,1,1,3,2,,,,,1,0,,120000,2,1,2018,2,,,1,2019,140000
1,37,3706,1,0,370025,1,1,,2,,,11,,1335000,1,2,1,2,,,,,1,0,,1201500,1,9,2017,2,,,12,2019,1335000
1,37,3701,1,308,379005,1,3,,1,,,8,,200000,1,2,2,2,,,,,1,0,,180000,2,3,2018,2,,,9,2018,200000
1,37,3701,1,308,379007,1,1,,1,,,8,,60000,1,3,1,2,,,,,1,0,,57000,1,10,2017,1,3,2018,,,60000
1,37,3703,1,202,379039,1,6,,2,,,6,,20000,4,0,,1,2,,,,,,,,,,,,,,,,
1,37,3703,1,202,379044,1,7,,1,,,8,,150000,1,3,1,2,,,,,1,1,2,150000,2,1,2018,2,,,12,2018,200000
1,37,3704,2,214,379061,1,6,,1,,,6,,20000,1,3,1,2,,,,,1,1,2,10000,2,11,2017,1,5,2018,,,10000
1,37,3704,2,214,379066,1,6,,1,,,2,,5000,1,0,,2,,,,,1,0,,5000,1,4,2018,1,7,2018,,,5000
1,37,3705,2,254,379085,1,6,,1,,,4,,10000,4,1,2,1,2,,,,,,,,,,,,,,,,
1,37,3705,2,254,379086,1,6,,1,,,2,,30000,1,0,,2,,,,,1,0,,30000,2,5,2018,2,,,12,2018,30000
1,37,3705,2,254,379087,1,6,,1,,,2,,20000,4,0,,1,7,,,"MR MOSES SAID THAT HE WANTED TO PAY FOR HIS CHILD'S EXAMINATION FEES",,,,,,,,,,,,,
1,37,3706,1,1836,379109,1,6,,1,,,11,,20000,1,0,,2,,,,,1,2,1,20000,1,11,2017,1,5,2018,,,20000
1,37,3702,1,158,379123,1,6,,1,,,6,,30000,4,0,,1,2,1,,,,,,,,,,,,,,,
1,37,3702,1,1102,379154,1,6,,1,,,12,,500000,1,1,1,2,,,,,1,1,1,500000,1,6,2018,2,,,9,2018,500000
