"zone","state","lga","sector","ea","hhid","inputid","s11c3q2","s11c3q3_1","s11c3q3_2","s11c3q3_3","s11c3q4a","s11c3q4b","s11c3q4_conv","s11c3q5","s11c3q6","s11c3q6b","s11c3q6b_os","s11c3q7","s11c3q8a","s11c3q8b","s11c2q29","s11c3q10"
1,31,3112,2,350,310081,6,1,1,,,10,3,1,15000,10,6,,1,,,,
1,31,3112,2,350,310082,2,1,1,,,2,12,50,15000,2,6,,3,,,,
1,31,3112,2,350,310082,3,1,1,,,1,12,50,7000,1,6,,3,,,,
1,31,3112,2,350,310082,6,1,1,,,4,3,1,7000,4,6,,3,,,,
1,31,3112,2,350,310083,2,1,1,,,5,12,50,40000,5,6,,1,,,,
1,31,3112,2,350,310083,6,1,1,,,6,3,1,7200,6,6,,1,,,,
1,31,3112,2,350,310083,7,,,,,,,,,,,,,,,1,20000
1,31,3112,2,350,310083,8,,,,,,,,,,,,,,,2,
1,31,3112,2,350,310084,2,1,1,,,1,12,50,8000,1,6,,2,,,,
1,31,3112,2,350,310084,6,1,1,,,2,3,1,2400,2,6,,2,,,,
1,31,3112,2,350,310085,1,2,,,,,,,,,,,,1,13,,
1,31,3112,2,350,310085,3,1,1,,,15,12,50,105000,15,6,,2,,,,
1,31,3112,2,350,310085,6,1,1,,,17,3,1,30000,17,6,,2,,,,
1,31,3112,2,350,310086,2,1,1,,,7,12,50,52500,7,6,,1,,,,
1,31,3112,2,350,310086,3,1,1,,,7,12,50,47600,7,6,,1,,,,
1,31,3112,2,350,310086,6,1,1,,,11,3,1,16500,11,6,,1,,,,
1,31,3112,2,350,310087,2,1,1,,,4,12,50,24000,4,3,,2,,,,
1,31,3112,2,350,310087,6,1,1,,,11,3,1,29700,11,6,,2,,,,
1,31,3112,2,350,310088,1,2,,,,,,,,,,,,4,13,,
1,31,3112,2,350,310088,3,1,1,,,3,11,25,10500,3,6,,2,,,,
1,31,3112,2,350,310088,6,1,1,,,13,3,1,23400,13,6,,2,,,,
1,31,3112,2,350,310089,2,1,1,,,2,12,50,15000,2,6,,2,,,,
1,31,3112,2,350,310089,3,1,1,,,4,12,50,30000,4,6,,2,,,,
1,31,3112,2,350,310089,6,1,1,,,11,3,1,19000,11,6,,2,,,,
1,31,3112,2,350,310090,2,1,1,,,3,12,50,22500,2.5,6,,1,,,,
1,31,3112,2,350,310090,6,1,1,,,17,3,1,25500,17,6,,1,,,,
1,31,3116,2,1344,310091,2,1,1,,,3,12,50,24000,3,6,,6,,,,
1,31,3116,2,1344,310091,3,1,1,,,2,12,50,14000,2,6,,6,,,,
1,31,3116,2,1344,310091,6,1,1,,,4,3,1,4800,4,6,,6,,,,
1,31,3116,2,1344,310092,2,1,1,,,3,12,50,26000,3,6,,6,,,,
1,31,3116,2,1344,310092,6,1,1,,,12,3,1,15000,12,6,,6,,,,
1,31,3116,2,1344,310093,2,1,1,,,2,12,50,12000,2,6,,5,,,,
1,31,3116,2,1344,310093,3,1,1,,,1,12,50,7000,1,6,,5,,,,
1,31,3116,2,1344,310093,6,1,1,,,12,3,1,20000,12,6,,5,,,,
1,31,3116,2,1344,310095,2,1,3,,,17,12,50,136000,16.5,6,,6,,,,
1,31,3116,2,1344,310095,3,1,3,,,6,12,50,45000,6,6,,6,,,,
1,31,3116,2,1344,310095,6,1,3,,,22,3,1,26400,22,6,,6,,,,
1,31,3116,2,1344,310096,2,1,1,,,7,12,50,52500,7,6,,2,,,,
1,31,3116,2,1344,310096,3,1,1,,,1,12,50,7000,1,6,,2,,,,
1,31,3116,2,1344,310096,6,1,1,,,8,3,1,12000,8,6,,2,,,,
1,31,3116,2,1344,310097,2,1,1,,,3,12,50,21000,3,6,,5,,,,
1,31,3116,2,1344,310097,3,1,1,,,1,12,50,7000,1,6,,5,,,,
1,31,3116,2,1344,310097,6,1,1,,,3,3,1,7500,3,6,,5,,,,
1,31,3116,2,1344,310099,2,1,1,,,5,12,50,30000,5,6,,5,,,,
1,31,3116,2,1344,310099,6,1,1,,,10,3,1,12000,10,6,,5,,,,
1,31,3116,2,1344,310100,1,2,,,,,,,,,,,,1,13,,
1,31,3116,2,1344,310100,6,1,1,,,7,3,1,8400,7,6,,5,,,,
1,31,3102,2,14,319001,2,1,3,,,3,12,50,21000,3,6,,3,,12,,
1,31,3102,2,14,319001,6,1,3,,,5,3,1,5000,5,6,,3,,,,
1,31,3102,2,14,319002,1,2,,,,,,,,,,,,0,,,
1,31,3102,2,14,319002,2,1,1,6,7,42,12,50,315000,42,6,,7,,,,
1,31,3102,2,14,319002,6,1,1,6,,44,3,1,66000,43,6,,7,,,,
1,31,3102,2,14,319004,1,1,1,,,400,1,1,14000,400,1,,15,0,,,
1,31,3102,2,14,319004,2,1,1,2,,8,12,50,64000,8,6,,15,,,,
1,31,3102,2,14,319004,3,1,1,2,,7,12,50,56000,7,6,,15,,,,
1,31,3102,2,14,319004,5,1,1,,,4,3,1,4000,4,6,,15,,,,
1,31,3102,2,14,319004,6,1,1,,,11,3,1,22000,11,6,,15,,,,
1,31,3102,2,14,319005,2,1,1,,,4,12,50,28000,4,6,,7,,12,,
1,31,3102,2,14,319005,3,1,1,,,8,12,50,52000,8,6,,7,,12,,
1,31,3102,2,14,319005,5,1,1,,,2,3,1,6000,1.5,6,,7,,,,
1,31,3102,2,14,319005,6,1,1,,,2,3,1,3000,1.5,6,,7,,,,
1,31,3102,2,14,319006,1,1,1,,,30,12,50,195000,30,6,,7,30,12,,
1,31,3102,2,14,319006,2,1,1,,,15,12,50,112500,15,6,,7,,,,
1,31,3102,2,14,319006,3,1,1,,,15,12,50,102000,15,6,,7,,,,
1,31,3102,2,14,319006,6,1,1,,,8,3,1,12000,8,6,,7,,,,
1,31,3102,2,14,319007,2,1,1,,,15,12,50,105000,15,6,,7,,12,,
1,31,3102,2,14,319007,3,1,1,,,12,12,50,78000,12,6,,7,,12,,
1,31,3102,2,14,319007,5,2,,,,,,,,,,,,,12,,
1,31,3102,2,14,319007,6,1,1,,,19,3,1,22500,19,6,,7,,12,,
1,31,3102,2,14,319008,2,1,1,,,25,12,50,162500,25,6,,2,,12,,
1,31,3102,2,14,319008,6,1,1,,,35,3,1,42000,35,6,,3,,,,
1,31,3102,2,14,319009,2,1,1,,,22,12,50,154000,22,6,,15,,,,
1,31,3102,2,14,319009,3,1,1,,,20,12,50,130000,20,6,,15,,,,
1,31,3102,2,14,319009,6,1,1,,,36,3,1,61000,36,6,,15,,,,
1,31,3102,2,14,319010,1,1,1,,,400,1,1,14000,400,1,,15,0,,,
1,31,3102,2,14,319010,2,1,1,,,7,12,50,56000,7,6,,15,,,,
1,31,3102,2,14,319010,3,1,1,,,4,12,50,32000,4,6,,15,,,,
1,31,3102,2,14,319010,5,1,1,,,8,3,1,16000,8,6,,15,,,,
1,31,3102,2,14,319010,6,1,1,,,11,3,1,22000,11,6,,15,,,,
1,31,3102,2,14,319012,2,1,1,,,11,12,50,77000,11,6,,3,,12,,
1,31,3102,2,14,319012,3,2,,,,,,,,,,,,,12,,
1,31,3102,2,14,319012,6,1,1,,,10,3,1,11000,10,6,,3,,,,
1,31,3110,2,334,319025,1,2,,,,,,,,,,,,4,13,,
1,31,3110,2,334,319025,6,1,2,,,2,3,1,3000,2,6,,2,,,,
1,31,3110,2,334,319026,2,1,1,,,4,12,50,24000,4,6,,2,,,,
1,31,3110,2,334,319026,6,1,1,,,18,3,1,27000,18,6,,2,,,,
1,31,3110,2,334,319026,7,,,,,,,,,,,,,,,1,17000
1,31,3110,2,334,319026,8,,,,,,,,,,,,,,,2,
1,31,3110,2,334,319027,1,2,,,,,,,,,,,,8,13,,
1,31,3110,2,334,319027,6,1,1,,,4,3,1,6000,4,6,,3,,,,
1,31,3110,2,334,319029,1,2,,,,,,,,,,,,26,13,,
1,31,3110,2,334,319029,6,1,1,,,12,3,1,16800,12,6,,4,,,,
1,31,3110,2,334,319030,1,2,,,,,,,,,,,,12,13,,
1,31,3110,2,334,319030,2,1,1,,,3.5,12,50,22500,3.5,6,,2,,,,
1,31,3110,2,334,319030,6,1,1,,,14,3,1,21000,14,6,,2,,,,
1,31,3110,2,334,319031,1,2,,,,,,,,,,,,4,13,,
1,31,3110,2,334,319031,2,1,1,,,5,12,50,34000,5,6,,3,,,,
1,31,3110,2,334,319031,3,1,1,,,2,12,50,15000,2,6,,3,,,,
1,31,3110,2,334,319031,5,1,1,2,,6,3,1,6000,6,6,,3,,,,
1,31,3110,2,334,319031,6,1,1,2,,20,3,1,30000,3,6,,3,,,,
1,31,3110,2,334,319032,2,1,1,,,5,12,50,35000,5,6,,3,,,,
1,31,3110,2,334,319032,6,1,1,,,13,3,1,16900,13,6,,3,,,,
1,31,3110,2,334,319033,2,1,1,,,4,12,50,48000,4,6,,2,,,,
1,31,3110,2,334,319033,6,1,1,,,13,3,1,16900,13,6,,2,,,,
1,31,3110,2,334,319034,1,2,,,,,,,,,,,,20,12,,
1,31,3110,2,334,319034,2,1,1,,,1,12,50,7500,1,6,,4,,,,
1,31,3110,2,334,319034,6,1,1,,,23,3,1,39100,23,6,,4,,,,
1,31,3110,2,334,319036,1,2,,,,,,,,,,,,22,12,,
1,31,3110,2,334,319036,6,1,1,,,7,3,1,10500,7,6,,4,,,,
1,31,3111,2,1128,319037,1,1,2,,,2,12,50,6000,2,6,,0,0,,,
1,31,3111,2,1128,319037,2,1,1,,,50,12,50,280000,45,6,,1,,,,
1,31,3111,2,1128,319037,3,1,1,,,65,12,50,468000,50,6,,1,,,,
1,31,3111,2,1128,319038,1,1,1,,,100,1,1,4000,1,4,,0,100,1,,
1,31,3111,2,1128,319038,2,1,1,,,2,12,50,13000,2,6,,0,,,,
1,31,3111,2,1128,319038,3,1,1,,,4,12,50,22000,4,6,,0,,,,
1,31,3111,2,1128,319038,6,1,1,,,1,3,1,1500,1,6,,0,,,,
1,31,3111,2,1128,319040,2,1,1,2,,16,12,50,136000,16,6,,2,,,,
1,31,3111,2,1128,319040,3,1,1,2,,14,12,50,105000,14,6,,2,,,,
1,31,3111,2,1128,319040,6,1,1,,,5,3,1,8500,5,6,,2,,,,
1,31,3111,2,1128,319041,1,1,1,,,4,12,50,7600,4,6,,3,0,,,
1,31,3111,2,1128,319041,2,1,1,,,23,12,50,172500,23,6,,3,,,,
1,31,3111,2,1128,319041,5,1,1,,,6,3,1,9000,3,6,,3,,,,
1,31,3111,2,1128,319041,6,1,1,,,13,3,1,58500,13,6,,3,,,,
1,31,3111,2,1128,319041,7,,,,,,,,,,,,,,,1,54000
1,31,3111,2,1128,319041,8,,,,,,,,,,,,,,,2,
1,31,3111,2,1128,319042,1,1,1,,,24,12,50,45600,24,1,,2,0,,,
1,31,3111,2,1128,319042,2,1,1,,,25,12,50,187500,25,6,,2,,,,
1,31,3111,2,1128,319044,2,1,1,,,2,12,50,13000,2,6,,0,,,,
1,31,3111,2,1128,319044,3,1,1,,,2,12,50,13000,2,6,,0,,,,
1,31,3111,2,1128,319044,6,1,1,,,4,3,1,6000,4,6,,0,,,,
1,31,3111,2,1128,319048,1,1,1,4,,35,12,50,70000,35,6,,1,0,,,
1,31,3111,2,1128,319048,2,1,4,10,,25,12,50,137500,20,6,,1,,,,
1,31,3111,2,1128,319048,3,1,4,10,,25,12,50,187500,22,6,,1,,,,
1,31,3111,2,1128,319048,5,1,2,,,7,3,1,17500,7,6,,1,,,,
1,31,3111,2,1128,319048,6,1,4,,,4,3,1,8000,4,6,,1,,,,
1,31,3113,2,870,319049,2,1,1,,,12,12,50,102000,12,6,,8,,,,
1,31,3113,2,870,319049,3,1,1,,,12,12,50,90000,12,6,,8,,,,
1,31,3113,2,870,319049,5,1,1,,,9,3,1,11700,9,6,,8,,,,
1,31,3113,2,870,319049,6,1,1,,,13,3,1,19500,13,6,,8,,,,
1,31,3113,2,870,319050,1,1,2,,,3,12,50,4500,3,1,,8,0,,,
1,31,3113,2,870,319050,2,1,2,,,35,12,50,297500,35,6,,8,,,,
1,31,3113,2,870,319050,3,1,2,,,13,12,50,98800,13,6,,8,,,,
1,31,3113,2,870,319050,5,1,2,,,4,3,1,4800,4,6,,8,,,,
1,31,3113,2,870,319050,6,1,2,,,11,3,1,19500,11,6,,8,,,,
1,31,3113,2,870,319051,2,1,1,,,1,12,50,7500,1,6,,10,,,,
1,31,3113,2,870,319051,3,1,1,,,1,10,10,1500,1,6,,10,,,,
1,31,3113,2,870,319051,5,1,1,,,3,3,1,1800,3,6,,10,,,,
1,31,3113,2,870,319051,6,1,1,,,1,3,1,1600,1,6,,10,,,,
1,31,3113,2,870,319052,2,1,1,,,1,12,50,6500,1,6,,10,,,,
1,31,3113,2,870,319052,3,1,1,,,1,12,50,7000,1,6,,10,,,,
1,31,3113,2,870,319054,2,1,1,,,1,12,50,8500,1,6,,10,,,,
1,31,3113,2,870,319054,3,1,1,,,1,12,50,8000,1,6,,10,,,,
1,31,3113,2,870,319054,6,1,1,,,3,3,1,4800,3,6,,10,,,,
1,31,3113,2,870,319056,2,1,1,,,4,12,50,34000,4,6,,12,,,,
1,31,3113,2,870,319056,3,1,1,,,1,12,50,7500,1,6,,12,,,,
1,31,3113,2,870,319056,5,1,1,,,2,3,1,5000,2,6,,12,,,,
1,31,3113,2,870,319056,6,1,1,,,4,3,1,7200,4,6,,12,,,,
1,31,3113,2,870,319057,2,1,1,,,6,12,50,51000,6,6,,12,,,,
1,31,3113,2,870,319057,3,1,1,,,5,12,50,37500,5,6,,12,,,,
1,31,3113,2,870,319057,6,1,1,,,6,3,1,9600,6,6,,12,,,,
1,31,3113,2,870,319058,2,1,1,,,6,12,50,28000,6,6,,6,,,,
1,31,3113,2,870,319058,6,1,1,,,4,3,1,6000,4,6,,6,,,,
1,31,3113,2,870,319059,2,1,1,,,6,12,50,45000,6,6,,6,,,,
1,31,3113,2,870,319059,6,1,1,,,3,3,1,4500,3,6,,6,,,,
1,31,3113,2,870,319060,2,1,1,,,17,12,50,119000,17,6,,6,,,,
1,31,3113,2,870,319060,5,1,1,,,4,3,1,12000,4,6,,6,,,,
1,31,3113,2,870,319060,6,1,1,,,10,3,1,15000,10,6,,6,,,,
1,31,3117,2,1288,319061,2,1,1,,,12,12,50,84000,12,6,,12,,,,
1,31,3117,2,1288,319061,6,1,1,,,15,3,1,19500,15,6,,12,,,,
1,31,3117,2,1288,319061,7,,,,,,,,,,,,,,,1,30000
1,31,3117,2,1288,319061,8,,,,,,,,,,,,,,,1,20000
1,31,3117,2,1288,319062,3,1,2,,,2,12,50,14000,2,6,,4,,,,
1,31,3117,2,1288,319062,6,1,2,,,2,3,1,1600,2,6,,4,,,,
1,31,3117,2,1288,319063,2,1,1,,,10,12,50,75000,10,6,,12,,,,
1,31,3117,2,1288,319063,6,1,1,,,91,3,1,136500,91,6,,12,,,,
1,31,3117,2,1288,319064,2,1,1,,,3,12,50,22500,3,6,,6,,,,
1,31,3117,2,1288,319064,6,1,1,,,16,3,1,20000,16,6,,6,,,,
1,31,3117,2,1288,319065,1,2,,,,,,,,,,,,2,13,,
1,31,3117,2,1288,319065,2,1,1,,,2,12,50,18000,2,6,,3,,,,
1,31,3117,2,1288,319065,6,1,1,,,13,3,1,22100,13,6,,3,,,,
1,31,3117,2,1288,319069,2,1,1,,,9,12,50,76500,9,6,,3,,,,
1,31,3117,2,1288,319069,5,1,1,,,3,3,1,7500,3,6,,3,,,,
1,31,3117,2,1288,319069,6,1,1,,,25,3,1,45000,25,6,,3,,,,
1,31,3117,2,1288,319070,1,2,,,,,,,,,,,,38,13,,
1,31,3117,2,1288,319070,2,1,3,,,1,12,50,7000,1,6,,0,,,,
1,31,3117,2,1288,319070,6,1,1,3,,17,3,1,34000,17,6,,0,,,,
1,31,3117,2,1288,319071,1,2,,,,,,,,,,,,1,13,,
1,31,3117,2,1288,319071,6,1,1,,,0.5,3,1,1000,0.5,6,,0,,,,
1,31,3117,2,1288,319072,1,2,,,,,,,,,,,,3,13,,
1,31,3117,2,1288,319072,2,1,1,,,2,12,50,12000,2,6,,4,,,,
1,31,3117,2,1288,319072,3,1,1,,,1,12,50,7000,1,6,,0,,,,
1,31,3117,2,1288,319072,6,1,1,,,35,3,1,56500,35,6,,4,,,,
1,31,3111,2,1128,319079,1,1,1,,,5,12,50,17500,5,6,,2,5,13,,
1,31,3111,2,1128,319079,2,1,1,,,12,12,50,84000,12,6,,2,,,,
1,31,3117,2,1288,319083,2,1,1,,,5,12,50,42500,5,6,,3,,,,
1,31,3117,2,1288,319083,3,1,1,,,1,11,25,4000,1,6,,3,,,,
1,31,3117,2,1288,319083,6,1,1,,,8,3,1,14400,8,6,,3,,,,
4,16,1625,1,0,320010,1,2,,,,,,,,,,,,5,12,,
5,32,3203,2,1420,329009,6,1,1,,,5,3,1,6000,5,6,,1,,,,
5,32,3203,2,1420,329012,6,1,1,,,1,3,1,2500,1,6,,5,,,,
5,32,3212,2,450,329049,3,1,2,,,50,1,1,8000,50,6,,5,,,,
5,32,3212,2,450,329050,3,1,1,,,200,1,1,32000,200,6,,0,,,,
5,32,3212,2,450,329053,2,1,1,,,3,11,25,6000,0,6,,5,,,,
5,32,3212,2,450,329054,2,1,1,,,2,11,25,4000,2,6,,1,,,,
5,32,3212,2,450,329055,2,1,1,,,80,1,1,14000,80,6,,1,,,,
5,32,3212,2,450,329056,2,1,1,,,2,31,2.20000004768372,1000,2,6,,0,,,,
5,32,3212,2,450,329057,2,1,1,2,,24,1,1,4200,24,6,,2,,,,
5,32,3212,2,450,329058,2,1,2,,,2,10,10,4000,1,6,,0,,,,
5,32,3212,2,450,329059,2,1,1,5,,1,11,25,5000,0,6,,0,,,,
5,32,3212,2,450,329059,5,2,,,,,,,,,,,,,,,
5,32,3212,2,450,329060,1,2,,,,,,,,,,,,2,12,,
5,32,3212,2,450,329060,2,1,4,,,2,11,25,8000,2,6,,0,,,,
5,32,3213,2,282,329061,6,1,1,,,2208,2,0.00100000004749745,16000,2208,6,,1,,1,,
5,32,3213,2,282,329062,6,1,1,2,,12,3,1,18000,12,1,,0,,1,,
5,32,3213,2,282,329063,7,,,,,,,,,,,,,,12,2,
5,32,3213,2,282,329063,8,,,,,,,,,,,,,,12,2,
5,32,3213,2,282,329070,6,1,1,2,,1,3,1,2100,1,6,,0,,1,,
5,32,3213,2,0,329078,7,,,,,,,,,,,,,,,2,
5,32,3213,2,0,329078,8,,,,,,,,,,,,,,,2,
5,32,3223,2,668,329091,2,1,3,,,32,1,1,5600,32,6,,1,,,,
5,32,3223,2,668,329095,3,1,1,,,1,10,10,2100,1,6,,0,,,,
5,32,3223,2,668,329095,6,1,1,,,13,3,1,26000,13,6,,0,,,,
3,33,3323,2,92,330031,1,2,,,,,,,,,,,,50,11,,
3,33,3323,2,92,330031,3,1,1,,,4,30,1.60000002384186,1000,4,6,,17,,,,
3,33,3323,2,92,330031,5,1,1,,,2,3,1,2400,2,6,,17,,,,
3,33,3323,2,92,330032,1,2,,,,,,,,,,,,100,12,,
3,33,3323,2,92,330032,7,,,,,,,,,,,,,,,2,
3,33,3323,2,92,330032,8,,,,,,,,,,,,,,,2,
3,33,3323,2,92,330033,3,1,1,,,4,12,50,30000,4,6,,13,,,,
3,33,3323,2,92,330033,5,1,1,,,5,3,1,7500,5,6,,13,,,,
3,33,3323,2,92,330033,6,1,1,,,5,3,1,7500,5,6,,13,,,,
3,33,3323,2,92,330033,7,,,,,,,,,,,,,,,2,
3,33,3323,2,92,330033,8,,,,,,,,,,,,,,,2,
3,33,3323,2,92,330034,2,1,1,,,3,12,50,21000,3,6,,12,,,,
3,33,3323,2,92,330034,3,1,1,,,7,12,50,49000,7,6,,12,,,,
3,33,3323,2,92,330035,1,2,,,,,,,,,,,,150,10,,
3,33,3323,2,92,330035,3,1,1,,,4,12,50,29600,4,6,,7,,,,
3,33,3323,2,92,330036,1,2,,,,,,,,,,,,40,10,,
3,33,3323,2,92,330036,2,1,1,,,2,12,50,18800,2,6,,7,,,,
3,33,3323,2,92,330036,5,1,1,,,2,3,1,3600,2,6,,7,,,,
3,33,3323,2,92,330037,1,2,,,,,,,,,,,,30,10,,
3,33,3323,2,92,330037,3,1,1,,,4,12,50,40000,4,6,,20,,,,
3,33,3323,2,92,330037,5,1,1,,,1,3,1,1600,1,6,,20,,,,
3,33,3323,2,92,330039,1,1,1,,,60,12,50,12000,60,4,,0,60,12,,
3,33,3323,2,92,330039,3,1,1,,,3,12,50,24000,3,6,,20,,,,
3,33,3323,2,92,330040,1,2,,,,,,,,,,,,0,,,
3,33,3323,2,92,330040,3,1,1,,,6,12,50,48000,6,6,,30,,,,
3,33,3323,2,92,330040,5,1,1,,,2,3,1,6000,2,6,,30,,,,
3,33,3323,2,92,330040,6,1,1,,,4,3,1,6000,4,6,,30,,,,
3,33,3313,2,930,330051,1,1,1,,,60,11,25,9000,60,4,,0,80,11,,
3,33,3313,2,930,330052,1,1,1,,,120,12,50,16000,100,4,,0,20,13,,
3,33,3313,2,930,330052,5,2,,,,,,,,,,,,,,,
3,33,3313,2,930,330052,7,,,,,,,,,,,,,,,2,
3,33,3313,2,930,330052,8,,,,,,,,,,,,,,,2,
3,33,3313,2,930,330055,1,2,,,,,,,,,,,,90,10,,
3,33,3313,2,930,330055,3,1,4,,,3,12,50,13500,3,2,,3,,,,
3,33,3313,2,930,330056,1,2,,,,,,,,,,,,55,10,,
3,33,3313,2,930,330056,5,1,1,,,4,3,1,12000,3.5,6,,3,,,,
3,33,3313,2,930,330057,2,1,1,,,9,12,50,54000,9,6,,3,,,,
3,33,3313,2,930,330057,5,1,1,,,11,3,1,33000,11,6,,3,,,,
3,33,3313,2,930,330057,6,1,1,,,1,3,1,2000,1,6,,3,,,,
3,33,3313,2,930,330058,1,1,1,,,10,12,50,500,10,4,,0,130,12,,
3,33,3313,2,930,330058,5,1,1,,,2,3,1,6000,2,6,,5,,,,
3,33,3313,2,930,330059,1,2,,,,,,,,,,,,22,12,,
3,33,3313,2,930,330059,2,1,2,7,,6,52,4.23999977111816,3000,4,2,,0,,,,
3,33,3313,2,930,330059,5,1,2,7,,1,3,1,1200,1,6,,4,,,,
3,33,3313,2,930,330060,1,2,,,,,,,,,,,,50,12,,
3,33,3304,2,418,330061,1,1,2,,,80,12,50,20000,80,4,,0,71,12,,
3,33,3304,2,418,330061,7,,,,,,,,,,,,,,,2,
3,33,3304,2,418,330061,8,,,,,,,,,,,,,,,2,
3,33,3304,2,418,330062,1,2,,,,,,,,,,,,16,13,,
3,33,3304,2,418,330063,1,2,,,,,,,,,,,,100,12,,
3,33,3304,2,418,330064,1,2,,,,,,,,,,,,95,13,,
3,33,3304,2,418,330065,1,2,,,,,,,,,,,,10,11,,
3,33,3304,2,418,330065,2,1,2,,,4,52,4.23999977111816,2000,4,6,,40,,,,
3,33,3304,2,418,330066,1,2,,,,,,,,,,,,80,10,,
3,33,3304,2,418,330066,3,1,1,,,4,52,3.47000002861023,1200,4,4,,0,,,,
3,33,3304,2,418,330067,1,2,,,,,,,,,,,,37,10,,
3,33,3304,2,418,330067,3,1,1,,,1.5,52,3.47000002861023,525,1.5,6,,30,,,,
3,33,3304,2,418,330068,1,2,,,,,,,,,,,,50,12,,
3,33,3304,2,418,330068,2,1,1,,,10,52,4.23999977111816,4000,10,6,,30,,,,
3,33,3304,2,418,330069,1,2,,,,,,,,,,,,80,11,,
3,33,3304,2,418,330070,1,2,,,,,,,,,,,,33,10,,
3,33,3304,2,418,330070,3,1,1,,,6.5,52,3.47000002861023,3600,6.5,6,,30,,,,
3,33,3304,2,418,330070,5,2,,,,,,,,,,,,,,,
3,33,3302,2,816,339001,1,2,,,,,,,,,,,,60,12,,
3,33,3302,2,816,339002,1,1,1,,,1,12,50,5000,1,2,,0,0,,,
3,33,3302,2,816,339003,1,1,1,,,30,12,50,10000,30,4,,1,45,12,,
3,33,3302,2,816,339003,3,1,1,,,2,12,50,16000,2,6,,15,,12,,
3,33,3302,2,816,339004,1,1,1,,,1,12,50,1500,1,2,,0,0,,,
3,33,3302,2,816,339005,1,2,,,,,,,,,,,,115,10,,
3,33,3302,2,816,339006,1,1,1,,,270,12,50,81000,270,4,,0,150,13,,
3,33,3302,2,816,339009,3,1,1,,,1,12,50,7000,1,6,,0,,12,,
3,33,3302,2,816,339010,1,1,1,,,150,12,50,60000,150,4,,0,0,,,
3,33,3302,2,816,339011,1,2,,,,,,,,,,,,60,12,,
3,33,3302,2,816,339012,1,2,,,,,,,,,,,,9,12,,
3,33,3305,2,846,339013,1,2,,,,,,,,,,,,70,11,,
3,33,3305,2,846,339014,1,1,1,,,25,12,50,2500,10,4,,0,15,12,,
3,33,3305,2,846,339015,1,1,1,,,13,12,50,1300,13,4,,0,0,,,
3,33,3305,2,846,339017,1,2,,,,,,,,,,,,80,10,,
3,33,3305,2,846,339021,1,2,,,,,,,,,,,,20,12,,
3,33,3305,2,846,339021,7,,,,,,,,,,,,,,,2,
3,33,3305,2,846,339021,8,,,,,,,,,,,,,,,2,
3,33,3305,2,846,339022,1,2,,,,,,,,,,,,30,12,,
3,33,3305,2,846,339022,2,1,1,,,2,12,50,14000,2,6,,30,,,,
3,33,3305,2,846,339022,3,1,1,,,3,12,50,21000,3,6,,30,,,,
3,33,3305,2,846,339023,1,2,,,,,,,,,,,,40,12,,
3,33,3305,2,846,339023,2,1,1,,,1,12,50,7000,1,6,,42,,,,
3,33,3305,2,846,339023,3,1,1,,,2,12,50,14000,1,6,,42,,,,
3,33,3318,2,1498,339026,1,1,1,,,40,11,25,8000,30,4,,0,50,11,,
3,33,3318,2,1498,339026,5,1,1,,,8.5,3,1,14450,8.5,6,,4,,,,
3,33,3318,2,1498,339027,2,1,3,,,45,30,2,11250,45,6,,6,,,,
3,33,3318,2,1498,339027,7,,,,,,,,,,,,,,,2,
3,33,3318,2,1498,339027,8,,,,,,,,,,,,,,,2,
3,33,3318,2,1498,339028,2,1,1,,,2,12,50,15000,2,6,,6,,,,
3,33,3318,2,1498,339029,1,2,,,,,,,,,,,,0,,,
3,33,3318,2,1498,339029,2,1,1,,,1,12,50,7000,1,6,,6,,,,
3,33,3318,2,1498,339030,1,2,,,,,,,,,,,,71,10,,
3,33,3318,2,1498,339030,2,1,1,,,6.5,12,50,45500,6.5,6,,10,,,,
3,33,3318,2,1498,339031,1,2,,,,,,,,,,,,50,10,,
3,33,3318,2,1498,339031,2,1,1,,,1,12,50,7000,1,6,,7,,,,
3,33,3318,2,1498,339032,1,2,,,,,,,,,,,,135,10,,
3,33,3318,2,1498,339032,2,1,1,,,5,12,50,45000,5,6,,5,,,,
3,33,3318,2,1498,339032,5,1,1,,,5,3,1,10000,5,6,,5,,,,
3,33,3318,2,1498,339033,1,2,,,,,,,,,,,,230,11,,
3,33,3318,2,1498,339033,2,1,1,,,5,11,25,35000,5,6,,0,,,,
3,33,3318,2,1498,339033,3,1,1,,,4,11,25,35000,4,6,,0,,,,
3,33,3318,2,1498,339033,5,1,1,,,5,3,1,7500,5,6,,1,,,,
3,33,3318,2,1498,339034,1,2,,,,,,,,,,,,65,11,,
3,33,3318,2,1498,339034,2,1,1,,,6,11,25,45000,6,6,,25,,,,
3,33,3318,2,1498,339034,7,,,,,,,,,,,,,,,2,
3,33,3318,2,1498,339034,8,,,,,,,,,,,,,,,2,
3,33,3321,2,118,339037,1,2,,,,,,,,,,,,65,13,,
3,33,3321,2,118,339038,1,2,,,,,,,,,,,,200,11,,
3,33,3321,2,118,339040,1,2,,,,,,,,,,,,31,11,,
3,33,3321,2,118,339042,1,2,,,,,,,,,,,,100,12,,
3,33,3321,2,118,339043,1,2,,,,,,,,,,,,5,12,,
3,33,3321,2,118,339043,2,1,1,,,4,12,50,24000,3,6,,15,,,,
3,33,3321,2,118,339043,5,2,,,,,,,,,,,,,,,
